Agency Name,Agency ID - NCES Assigned,County Name,County Number,Charter School,Title I School Status,Congressional Code,National School Lunch Program,School Level,Total Students All Grades (Excludes AE),Free and Reduced Lunch Students,Male Students,Female Students,American Indian/Alaska Native Students,Asian or Asian/Pacific Islander Students,Hispanic Students,Black or African American Students,White Students,Nat. Hawaiian or Other Pacific Isl. Students,Two or More Races Students,School ID - NCES Assigned,School Name,District Entity ID,District Name,Average Percent Passing,Year,Charter School Dummy,Male Students Percentage,Female Students Percentage,American Indian/Alaska Native Students Percentage,Asian or Asian/Pacific Islander Students Percentage,Hispanic Students Percentage,Black or African American Students Percentage,White Students Percentage,Nat. Hawaiian or Other Pacific Isl. Students Percentage,Two or More Races Students Percentage,Free and Reduced Lunch Students Percentage,School Level: Primary,School Level: Middle,School Level: High,School Level: Other,Apache County,Cochise County,Coconino County,Gila County,Graham County,Greenlee County,La Paz County,Maricopa County,Mohave County,Navajo County,Pima County,Pinal County,Santa Cruz County,Yavapai County,Yuma County,0403,0401,0406,0407,0404,0402,0405,0409,0408
Deer Valley Unified District,0407750,MARICOPA COUNTY,04013,2-No,5-Title I schoolwide school,0406,Yes participating without using any Provision or the CEO,3-High,1856,835,924,932,23,61,635,95,993,9,40,040775001331,Barry Goldwater High School,4246,Deer Valley Unified District,26.0,2015,0,0.4978448275862069,0.5021551724137931,0.012392241379310345,0.03286637931034483,0.3421336206896552,0.05118534482758621,0.5350215517241379,0.004849137931034483,0.021551724137931036,0.44989224137931033,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Chandler Unified District #80,0401870,MARICOPA COUNTY,04013,2-No,1-Title I targeted assistance eligible school-No program,0405,Yes participating without using any Provision or the CEO,1-Primary,758,164,390,368,28,72,108,35,479,0,36,040187001996,Basha Elementary,4242,Chandler Unified District #80,57.0,2015,0,0.5145118733509235,0.48548812664907653,0.036939313984168866,0.09498680738786279,0.1424802110817942,0.04617414248021108,0.6319261213720316,0.0,0.047493403693931395,0.21635883905013192,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Chandler Unified District #80,0401870,MARICOPA COUNTY,04013,2-No,1-Title I targeted assistance eligible school-No program,0405,Yes participating without using any Provision or the CEO,4-Other,2646,401,1352,1294,35,140,420,168,1848,3,32,040187002250,Basha High School,4242,Chandler Unified District #80,33.5,2015,0,0.5109599395313681,0.4890400604686319,0.013227513227513227,0.05291005291005291,0.15873015873015872,0.06349206349206349,0.6984126984126984,0.0011337868480725624,0.012093726379440665,0.15154950869236583,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
BASIS School  Inc,0400897,MARICOPA COUNTY,04013,1-Yes,6-Not a Title I school,0409,No,4-Other,698,,329,369,3,329,52,32,281,0,1,040089703376,BASIS Ahwatukee,91339,"BASIS School, Inc",84.0,2015,1,0.4713467048710602,0.5286532951289399,0.004297994269340974,0.4713467048710602,0.07449856733524356,0.045845272206303724,0.40257879656160456,0.0,0.0014326647564469914,,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BASIS School  Inc.,0400830,MARICOPA COUNTY,04013,1-Yes,6-Not a Title I school,0405,No,4-Other,727,,390,337,1,496,25,8,193,0,4,040083003253,BASIS Chandler,90842,"BASIS School, Inc.",92.0,2015,1,0.5364511691884457,0.46354883081155435,0.001375515818431912,0.6822558459422283,0.0343878954607978,0.011004126547455296,0.265474552957359,0.0,0.005502063273727648,,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
BASIS School  Inc.,0400831,COCONINO COUNTY,04005,1-Yes,6-Not a Title I school,0401,No,4-Other,533,,249,284,10,36,56,4,423,1,3,040083103196,BASIS Flagstaff,90862,"BASIS School, Inc.",73.5,2015,1,0.46716697936210133,0.5328330206378987,0.01876172607879925,0.0675422138836773,0.1050656660412758,0.0075046904315197,0.7936210131332082,0.001876172607879925,0.005628517823639775,,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
BASIS School  Inc.,0400898,MARICOPA COUNTY,04013,1-Yes,6-Not a Title I school,0405,No,4-Other,579,,278,301,4,103,87,36,344,0,5,040089803393,BASIS Mesa,91949,"BASIS School, Inc.",72.5,2015,1,0.48013816925734026,0.5198618307426598,0.0069084628670120895,0.17789291882556132,0.15025906735751296,0.06217616580310881,0.5941278065630398,0.0,0.008635578583765112,,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
BASIS School  Inc.,0400818,PIMA COUNTY,04019,1-Yes,6-Not a Title I school,0401,No,4-Other,549,,289,260,3,80,45,6,406,3,6,040081803197,BASIS Oro Valley,90508,"BASIS School, Inc.",84.5,2015,1,0.5264116575591985,0.47358834244080145,0.00546448087431694,0.14571948998178508,0.08196721311475409,0.01092896174863388,0.7395264116575592,0.00546448087431694,0.01092896174863388,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
BASIS School  Inc.,0400905,PIMA COUNTY,04019,1-Yes,6-Not a Title I school,0401,No,1-Primary,653,,312,341,4,115,116,9,406,1,2,040090503419,BASIS Oro Valley Primary,92318,"BASIS School, Inc.",85.5,2015,1,0.4777947932618683,0.5222052067381318,0.006125574272588055,0.17611026033690658,0.1776416539050536,0.013782542113323124,0.6217457886676876,0.0015313935681470138,0.0030627871362940277,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
BASIS School  Inc.,0400829,MARICOPA COUNTY,04013,1-Yes,6-Not a Title I school,0408,No,4-Other,746,,383,363,2,333,38,20,347,2,4,040082903278,BASIS Peoria,90841,"BASIS School, Inc.",86.5,2015,1,0.5134048257372654,0.4865951742627346,0.002680965147453083,0.44638069705093836,0.05093833780160858,0.02680965147453083,0.4651474530831099,0.002680965147453083,0.005361930294906166,,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
BASIS School  Inc,0400843,MARICOPA COUNTY,04013,1-Yes,6-Not a Title I school,0406,No,4-Other,724,,367,357,4,216,70,13,419,0,2,040084303351,BASIS Phoenix,91280,"BASIS School, Inc",86.5,2015,1,0.5069060773480663,0.4930939226519337,0.0055248618784530384,0.2983425414364641,0.09668508287292818,0.017955801104972375,0.5787292817679558,0.0,0.0027624309392265192,,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BASIS School  Inc.,0400881,MARICOPA COUNTY,04013,1-Yes,6-Not a Title I school,0409,No,4-Other,590,,296,294,7,168,79,41,293,0,2,040088103394,BASIS Phoenix Central Primary,92349,"BASIS School, Inc.",72.5,2015,1,0.5016949152542373,0.49830508474576274,0.011864406779661017,0.2847457627118644,0.13389830508474576,0.06949152542372881,0.4966101694915254,0.0,0.003389830508474576,,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BASIS School  Inc.,0400903,YAVAPAI COUNTY,04025,1-Yes,6-Not a Title I school,0404,No,4-Other,370,,173,197,4,35,48,1,282,0,0,040090303418,BASIS Prescott,92320,"BASIS School, Inc.",72.0,2015,1,0.46756756756756757,0.5324324324324324,0.010810810810810811,0.0945945945945946,0.12972972972972974,0.002702702702702703,0.7621621621621621,0.0,0.0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
BASIS School  Inc.,0400608,MARICOPA COUNTY,04013,1-Yes,6-Not a Title I school,0406,No,4-Other,754,,410,344,2,203,17,4,522,2,4,040060803115,BASIS Scottsdale,81078,"BASIS School, Inc.",92.5,2015,1,0.5437665782493368,0.4562334217506631,0.002652519893899204,0.2692307692307692,0.022546419098143235,0.005305039787798408,0.6923076923076923,0.002652519893899204,0.005305039787798408,,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BASIS School  Inc.,0400878,PIMA COUNTY,04019,1-Yes,6-Not a Title I school,0402,No,4-Other,948,,457,491,5,149,140,25,624,2,3,040087803350,BASIS Tucson North,91309,"BASIS School, Inc.",87.0,2015,1,0.4820675105485232,0.5179324894514767,0.005274261603375527,0.1571729957805907,0.14767932489451477,0.026371308016877638,0.6582278481012658,0.002109704641350211,0.0031645569620253164,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Beaver Creek Elementary District,0401080,YAVAPAI COUNTY,04025,2-No,5-Title I schoolwide school,0401,Yes participating without using any Provision or the CEO,1-Primary,318,260,177,141,17,0,122,7,163,1,8,040108000059,Beaver Creek School,4481,Beaver Creek Elementary District,14.0,2015,0,0.5566037735849056,0.44339622641509435,0.05345911949685535,0.0,0.3836477987421384,0.0220125786163522,0.5125786163522013,0.0031446540880503146,0.025157232704402517,0.8176100628930818,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Littlefield Unified District,0404410,MOHAVE COUNTY,04015,2-No,5-Title I schoolwide school,0404,Yes participating without using any Provision or the CEO,1-Primary,208,21,96,112,4,0,133,0,70,0,1,040441001302,Beaver Dam Elementary,4374,Littlefield Unified District,23.5,2015,0,0.46153846153846156,0.5384615384615384,0.019230769230769232,0.0,0.6394230769230769,0.0,0.33653846153846156,0.0,0.004807692307692308,0.10096153846153846,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Littlefield Unified District,0404410,MOHAVE COUNTY,04015,2-No,4-Title I schoolwide eligible school-No program,0404,Yes participating without using any Provision or the CEO,3-High,216,162,111,105,4,1,139,0,71,0,1,040441002418,Beaver Dam High School,4374,Littlefield Unified District,21.5,2015,0,0.5138888888888888,0.4861111111111111,0.018518518518518517,0.004629629629629629,0.6435185185185185,0.0,0.3287037037037037,0.0,0.004629629629629629,0.75,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Sierra Vista Unified District,0401460,COCHISE COUNTY,04003,2-No,5-Title I schoolwide school,0402,Yes participating without using any Provision or the CEO,1-Primary,452,229,244,208,4,11,146,37,212,6,36,040146003062,Bella Vista Elementary School,4175,Sierra Vista Unified District,39.5,2015,0,0.5398230088495575,0.46017699115044247,0.008849557522123894,0.024336283185840708,0.3230088495575221,0.08185840707964602,0.4690265486725664,0.01327433628318584,0.07964601769911504,0.5066371681415929,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Deer Valley Unified District,0407750,MARICOPA COUNTY,04013,2-No,5-Title I schoolwide school,0408,Yes participating without using any Provision or the CEO,1-Primary,475,203,254,221,1,13,105,16,317,2,21,040775001146,Bellair Elementary School,4246,Deer Valley Unified District,39.0,2015,0,0.5347368421052632,0.4652631578947368,0.002105263157894737,0.02736842105263158,0.22105263157894736,0.03368421052631579,0.6673684210526316,0.004210526315789474,0.04421052631578947,0.42736842105263156,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Benchmark School  Inc.,0400181,MARICOPA COUNTY,04013,1-Yes,6-Not a Title I school,0406,No,1-Primary,417,,209,208,3,24,25,4,346,0,15,040018101889,Benchmark School,10972,"Benchmark School, Inc.",70.0,2015,1,0.5011990407673861,0.4988009592326139,0.007194244604316547,0.05755395683453238,0.05995203836930456,0.009592326139088728,0.829736211031175,0.0,0.03597122302158273,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Benjamin Franklin Charter School,0400065,MARICOPA COUNTY,04013,1-Yes,6-Not a Title I school,0405,No,1-Primary,855,,414,441,4,10,95,11,704,1,30,040006501599,Benjamin Franklin Charter School - Crismon,4355,Benjamin Franklin Charter School,67.0,2015,1,0.4842105263157895,0.5157894736842106,0.004678362573099415,0.011695906432748537,0.1111111111111111,0.012865497076023392,0.8233918128654971,0.0011695906432748538,0.03508771929824561,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Benjamin Franklin Charter School,0400065,MARICOPA COUNTY,04013,1-Yes,6-Not a Title I school,0405,No,1-Primary,549,,302,247,1,20,69,10,412,0,37,040006501600,Benjamin Franklin Charter School - Gilbert,4355,Benjamin Franklin Charter School,70.0,2015,1,0.5500910746812386,0.44990892531876137,0.0018214936247723133,0.03642987249544627,0.12568306010928962,0.018214936247723135,0.7504553734061931,0.0,0.06739526411657559,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Benjamin Franklin Charter School,0400065,MARICOPA COUNTY,04013,1-Yes,6-Not a Title I school,0405,No,1-Primary,747,,366,381,1,26,79,13,612,5,11,040006502685,Benjamin Franklin Charter School - Power,4355,Benjamin Franklin Charter School,68.0,2015,1,0.4899598393574297,0.5100401606425703,0.0013386880856760374,0.03480589022757698,0.10575635876840696,0.01740294511378849,0.8192771084337349,0.006693440428380187,0.014725568942436412,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Benjamin Franklin Charter School,0400065,MARICOPA COUNTY,04013,1-Yes,6-Not a Title I school,0405,No,3-High,699,,357,342,1,16,88,15,554,3,22,040006503395,Benjamin Franklin High School,4355,Benjamin Franklin Charter School,55.0,2015,1,0.5107296137339056,0.4892703862660944,0.001430615164520744,0.022889842632331903,0.12589413447782546,0.02145922746781116,0.7925608011444921,0.004291845493562232,0.031473533619456366,,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Twenty First Century Charter School  Inc. Bennett Academy,0400037,MARICOPA COUNTY,04013,1-Yes,6-Not a Title I school,0407,No,1-Primary,228,,115,113,7,6,142,18,48,0,7,040003700712,Bennett Academy,4310,"Twenty First Century Charter School, Inc. Bennett Academy",38.5,2015,1,0.5043859649122807,0.4956140350877193,0.03070175438596491,0.02631578947368421,0.6228070175438597,0.07894736842105263,0.21052631578947367,0.0,0.03070175438596491,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Twenty First Century Charter School  Inc. Bennett Academy,0400037,MARICOPA COUNTY,04013,1-Yes,6-Not a Title I school,0409,No,1-Primary,94,,47,47,5,6,34,14,34,1,0,040003703168,Bennett Academy - Venture Site,4310,"Twenty First Century Charter School, Inc. Bennett Academy",50.0,2015,1,0.5,0.5,0.05319148936170213,0.06382978723404255,0.3617021276595745,0.14893617021276595,0.3617021276595745,0.010638297872340425,0.0,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Benson Unified School District,0400212,COCHISE COUNTY,04003,2-No,5-Title I schoolwide school,0402,Yes participating without using any Provision or the CEO,3-High,408,176,191,217,5,4,90,9,296,2,2,040021200061,Benson High School,79226,Benson Unified School District,37.0,2015,0,0.4681372549019608,0.5318627450980392,0.012254901960784314,0.00980392156862745,0.22058823529411764,0.022058823529411766,0.7254901960784313,0.004901960784313725,0.004901960784313725,0.43137254901960786,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Benson Unified School District,0400212,COCHISE COUNTY,04003,2-No,5-Title I schoolwide school,0402,Yes participating without using any Provision or the CEO,2-Middle,366,193,188,178,3,4,104,10,235,4,6,040021201120,Benson Middle School,79226,Benson Unified School District,42.0,2015,0,0.5136612021857924,0.48633879781420764,0.00819672131147541,0.01092896174863388,0.28415300546448086,0.0273224043715847,0.6420765027322405,0.01092896174863388,0.01639344262295082,0.5273224043715847,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Benson Unified School District,0400212,COCHISE COUNTY,04003,2-No,5-Title I schoolwide school,0402,Yes participating without using any Provision or the CEO,1-Primary,470,275,233,237,4,3,131,6,319,2,5,040021200060,Benson Primary School,79226,Benson Unified School District,48.5,2015,0,0.4957446808510638,0.5042553191489362,0.00851063829787234,0.006382978723404255,0.27872340425531916,0.01276595744680851,0.6787234042553192,0.00425531914893617,0.010638297872340425,0.5851063829787234,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Roosevelt Elementary District,0407080,MARICOPA COUNTY,04013,2-No,5-Title I schoolwide school,0407,Yes participating without using any Provision or the CEO,1-Primary,843,3,457,386,14,34,456,286,38,1,14,040708002498,Bernard Black Elementary School,4279,Roosevelt Elementary District,18.0,2015,0,0.5421115065243179,0.4578884934756821,0.0166073546856465,0.04033214709371293,0.5409252669039146,0.33926453143534996,0.045077105575326216,0.0011862396204033216,0.0166073546856465,0.0035587188612099642,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Phoenix Union High School District,0406330,MARICOPA COUNTY,04013,2-No,5-Title I schoolwide school,0407,Yes participating without using any Provision or the CEO,3-High,1903,1268,1008,895,95,56,991,515,177,6,63,040633002854,Betty Fairfax High School,4286,Phoenix Union High School District,20.5,2015,0,0.5296899632159747,0.4703100367840252,0.049921177088807146,0.029427220178665267,0.5207566999474514,0.27062532842879666,0.093011035207567,0.0031529164477141357,0.03310562270099842,0.6663163426169206,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Glendale Elementary District,0403420,MARICOPA COUNTY,04013,2-No,5-Title I schoolwide school,0407,Yes participating without using any Provision or the CEO,1-Primary,831,758,413,418,5,5,686,59,70,0,6,040342000263,Bicentennial North School,4271,Glendale Elementary District,20.5,2015,0,0.4969915764139591,0.5030084235860409,0.006016847172081829,0.006016847172081829,0.825511432009627,0.07099879663056559,0.0842358604091456,0.0,0.007220216606498195,0.9121540312876053,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Glendale Elementary District,0403420,MARICOPA COUNTY,04013,2-No,5-Title I schoolwide school,0407,Yes participating without using any Provision or the CEO,1-Primary,674,603,336,338,5,1,559,44,56,0,9,040342001538,Bicentennial South School,4271,Glendale Elementary District,18.0,2015,0,0.49851632047477745,0.5014836795252225,0.00741839762611276,0.001483679525222552,0.8293768545994066,0.06528189910979229,0.0830860534124629,0.0,0.013353115727002967,0.8946587537091988,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Sunnyside Unified District,0408170,PIMA COUNTY,04019,2-No,5-Title I schoolwide school,0403,Yes participating without using any Provision or the CEO,2-Middle,842,618,396,446,13,11,703,34,73,1,7,040817002549,Billy Lane Lauffer Middle School,4407,Sunnyside Unified District,24.5,2015,0,0.47030878859857483,0.5296912114014252,0.015439429928741092,0.013064133016627079,0.834916864608076,0.040380047505938245,0.08669833729216152,0.0011876484560570072,0.00831353919239905,0.7339667458432304,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Creighton Elementary District,0402430,MARICOPA COUNTY,04013,2-No,5-Title I schoolwide school,0409,Yes participating without using any Provision or the CEO,1-Primary,476,195,242,234,8,6,233,20,199,0,10,040243000180,Biltmore Preparatory Academy,4263,Creighton Elementary District,45.5,2015,0,0.5084033613445378,0.49159663865546216,0.01680672268907563,0.012605042016806723,0.4894957983193277,0.04201680672268908,0.4180672268907563,0.0,0.02100840336134454,0.4096638655462185,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Bisbee Unified District,0401180,COCHISE COUNTY,04003,2-No,5-Title I schoolwide school,0402,Yes participating without using any Provision or the CEO,3-High,317,203,169,148,3,0,247,3,62,2,0,040118000063,Bisbee High School,4169,Bisbee Unified District,5.5,2015,0,0.5331230283911672,0.4668769716088328,0.00946372239747634,0.0,0.7791798107255521,0.00946372239747634,0.19558359621451105,0.006309148264984227,0.0,0.6403785488958991,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Gila County Regional School District,0400419,GILA COUNTY,04007,2-No,4-Title I schoolwide eligible school-No program,0401,No,4-Other,18,,11,7,18,0,0,0,0,0,0,040041902897,Biyaagozhoo Center,87600,Gila County Regional School District,,2015,0,0.6111111111111112,0.3888888888888889,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Cave Creek Unified District,0400001,MARICOPA COUNTY,04013,2-No,2-Title I targeted assistance school,0406,Yes participating without using any Provision or the CEO,1-Primary,463,56,225,238,0,6,50,5,386,2,14,040000100120,Black Mountain Elementary School,4244,Cave Creek Unified District,36.25,2015,0,0.48596112311015116,0.5140388768898488,0.0,0.012958963282937365,0.1079913606911447,0.01079913606911447,0.8336933045356372,0.004319654427645789,0.03023758099352052,0.12095032397408208,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Kingman Unified School District,0400295,MOHAVE COUNTY,04015,2-No,5-Title I schoolwide school,0404,Yes participating without using any Provision or the CEO,1-Primary,628,512,337,291,8,3,138,1,447,7,24,040029501544,Black Mountain Elementary School,79598,Kingman Unified School District,36.25,2015,0,0.5366242038216561,0.46337579617834396,0.012738853503184714,0.004777070063694267,0.2197452229299363,0.0015923566878980893,0.7117834394904459,0.011146496815286623,0.03821656050955414,0.8152866242038217,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Tucson Unified District,0408800,PIMA COUNTY,04019,2-No,5-Title I schoolwide school,0402,Yes participating without using any Provision or the CEO,1-Primary,461,360,258,203,14,13,234,49,99,18,34,040880001260,Blenman Elementary School,4403,Tucson Unified District,26.0,2015,0,0.559652928416486,0.4403470715835141,0.03036876355748373,0.028199566160520606,0.5075921908893709,0.10629067245119306,0.21475054229934923,0.039045553145336226,0.0737527114967462,0.7809110629067245,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Tucson Unified District,0408800,PIMA COUNTY,04019,2-No,5-Title I schoolwide school,0402,Yes participating without using any Provision or the CEO,1-Primary,375,224,212,163,11,6,139,38,146,3,32,040880001442,Bloom Elementary,4403,Tucson Unified District,26.5,2015,0,0.5653333333333334,0.43466666666666665,0.029333333333333333,0.016,0.37066666666666664,0.10133333333333333,0.3893333333333333,0.008,0.08533333333333333,0.5973333333333334,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Blue Elementary District,0401230,GREENLEE COUNTY,04011,2-No,6-Not a Title I school,0401,No,4-Other,19,,9,10,0,0,0,0,19,0,0,040123000069,Blue Elementary School,4231,Blue Elementary District,24.0,2015,0,0.47368421052631576,0.5263157894736842,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Blue Ridge Unified School District No. 32,0406580,NAVAJO COUNTY,04017,2-No,3-Title I schoolwide eligible-Title I targeted assistance program,0401,Yes participating without using any Provision or the CEO,1-Primary,560,336,272,288,95,3,148,3,292,1,18,040658000560,Blue Ridge Elementary School,4397,Blue Ridge Unified School District No. 32,44.0,2015,0,0.4857142857142857,0.5142857142857142,0.16964285714285715,0.005357142857142857,0.2642857142857143,0.005357142857142857,0.5214285714285715,0.0017857142857142857,0.03214285714285714,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Blue Ridge Unified School District No. 32,0406580,NAVAJO COUNTY,04017,2-No,1-Title I targeted assistance eligible school-No program,0401,Yes participating without using any Provision or the CEO,3-High,725,295,373,352,124,9,149,1,395,1,46,040658000561,Blue Ridge High School,4397,Blue Ridge Unified School District No. 32,37.5,2015,0,0.5144827586206897,0.48551724137931035,0.17103448275862068,0.012413793103448275,0.20551724137931035,0.001379310344827586,0.5448275862068965,0.001379310344827586,0.06344827586206897,0.4068965517241379,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Blue Ridge Unified School District No. 32,0406580,NAVAJO COUNTY,04017,2-No,3-Title I schoolwide eligible-Title I targeted assistance program,0401,Yes participating without using any Provision or the CEO,2-Middle,337,169,167,170,59,3,82,0,182,0,11,040658001140,Blue Ridge Jr High School,4397,Blue Ridge Unified School District No. 32,37.0,2015,0,0.49554896142433236,0.5044510385756676,0.17507418397626112,0.008902077151335312,0.2433234421364985,0.0,0.5400593471810089,0.0,0.032640949554896145,0.5014836795252225,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Chandler Unified District #80,0401870,MARICOPA COUNTY,04013,2-No,1-Title I targeted assistance eligible school-No program,0405,Yes participating without using any Provision or the CEO,2-Middle,1225,373,620,605,26,114,332,87,643,5,18,040187001533,Bogle Junior High School,4242,Chandler Unified District #80,56.0,2015,0,0.5061224489795918,0.49387755102040815,0.02122448979591837,0.09306122448979592,0.2710204081632653,0.07102040816326531,0.5248979591836734,0.004081632653061225,0.014693877551020407,0.30448979591836733,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Tucson Unified District,0408800,PIMA COUNTY,04019,2-No,5-Title I schoolwide school,0402,Yes participating without using any Provision or the CEO,1-Primary,418,315,214,204,8,6,314,18,61,0,11,040880001262,Bonillas Elementary Basic Curriculum Magnet School,4403,Tucson Unified District,31.5,2015,0,0.5119617224880383,0.4880382775119617,0.019138755980861243,0.014354066985645933,0.7511961722488039,0.0430622009569378,0.145933014354067,0.0,0.02631578947368421,0.7535885167464115,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Bonita Elementary District,0401260,GRAHAM COUNTY,04009,2-No,6-Not a Title I school,0401,Yes participating without using any Provision or the CEO,1-Primary,96,47,55,41,0,0,40,2,52,2,0,040126000070,Bonita Elementary School,4224,Bonita Elementary District,36.5,2015,0,0.5729166666666666,0.4270833333333333,0.0,0.0,0.4166666666666667,0.020833333333333332,0.5416666666666666,0.020833333333333332,0.0,0.4895833333333333,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Winslow Unified District,0409460,NAVAJO COUNTY,04017,2-No,5-Title I schoolwide school,0401,Yes under Provision 2,1-Primary,428,0,217,211,161,2,124,7,116,2,16,040946000971,Bonnie Brennan School,4387,Winslow Unified District,33.0,2015,0,0.5070093457943925,0.4929906542056075,0.37616822429906543,0.004672897196261682,0.2897196261682243,0.016355140186915886,0.27102803738317754,0.004672897196261682,0.037383177570093455,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
