County Name,County Number,Charter School,Title I School Status,Congressional Code,National School Lunch Program,School Level,Agency Name,Agency ID - NCES Assigned,Total Students All Grades (Excludes AE),Free and Reduced Lunch Students,Male Students,Female Students,American Indian/Alaska Native Students,Asian or Asian/Pacific Islander Students,Hispanic Students,Black or African American Students,White Students,Nat. Hawaiian or Other Pacific Isl. Students,Two or More Races Students,School ID - NCES Assigned,District Entity ID,School Name,District Name,Average Percent Passing,Year,Charter School Dummy,Male Students Percentage,Female Students Percentage,American Indian/Alaska Native Students Percentage,Asian or Asian/Pacific Islander Students Percentage,Hispanic Students Percentage,Black or African American Students Percentage,White Students Percentage,Nat. Hawaiian or Other Pacific Isl. Students Percentage,Two or More Races Students Percentage,Free and Reduced Lunch Students Percentage,School Level: Primary,School Level: Middle,School Level: High,School Level: Other,Apache County,Cochise County,Coconino County,Gila County,Graham County,Greenlee County,La Paz County,Maricopa County,Mohave County,Navajo County,Pima County,Pinal County,Santa Cruz County,Yavapai County,Yuma County,0403,0401,0406,0407,0404,0402,0405,0409,0408
Maricopa County,4013.0,2-No,6-Not a Title I school,406.0,Yes participating without using any Provision or the CEO,Elementary,Scottsdale Unified District (4240),407570.0,913,19,455,458,3,81,85,5,717,1,21,040757001194,4240,Cheyenne Traditional School,Scottsdale Unified District,79.0,2022,0,0.49835706462212487,0.5016429353778752,0.0032858707557502738,0.0887185104052574,0.09309967141292443,0.00547645125958379,0.7853231106243155,0.001095290251916758,0.023001095290251915,0.0208105147864184,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Maricopa County,4013.0,1-Yes,5-Title I schoolwide school,407.0,Yes under Community Eligibility Option (CEO),Elementary,Edkey Inc. - Sequoia Ranch School (81052),400641.0,112,95,51,61,0,0,80,28,2,0,2,040064102881,81052,Children First Leadership Academy,"Edkey, Inc. - Sequoia Ranch School",15.0,2022,1,0.45535714285714285,0.5446428571428571,0.0,0.0,0.7142857142857143,0.25,0.017857142857142856,0.0,0.017857142857142856,0.8482142857142857,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Pima County,4019.0,1-Yes,5-Title I schoolwide school,402.0,Yes under Community Eligibility Option (CEO),Elementary,Griffin Foundation Inc. The (79500),400343.0,84,68,29,55,1,1,63,10,4,0,5,040034302246,79500,Children Reaching for the Sky Preparatory,"Griffin Foundation, Inc. The",31.0,2022,1,0.34523809523809523,0.6547619047619048,0.011904761904761904,0.011904761904761904,0.75,0.11904761904761904,0.047619047619047616,0.0,0.05952380952380952,0.8095238095238095,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Apache County,4001.0,2-No,5-Title I schoolwide school,401.0,Yes under Community Eligibility Option (CEO),Elementary,Chinle Unified District (4158),401940.0,349,240,170,179,346,0,0,0,2,0,1,040194000135,4158,Chinle Elementary School,Chinle Unified District,30.0,2022,0,0.4871060171919771,0.5128939828080229,0.9914040114613181,0.0,0.0,0.0,0.0057306590257879654,0.0,0.0028653295128939827,0.6876790830945558,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Apache County,4001.0,2-No,5-Title I schoolwide school,401.0,Yes under Community Eligibility Option (CEO),High,Chinle Unified District (4158),401940.0,709,460,371,338,703,2,0,2,0,1,1,040194000137,4158,Chinle High School,Chinle Unified District,10.5,2022,0,0.5232722143864598,0.4767277856135402,0.9915373765867419,0.0028208744710860366,0.0,0.0028208744710860366,0.0,0.0014104372355430183,0.0014104372355430183,0.6488011283497884,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Apache County,4001.0,2-No,5-Title I schoolwide school,401.0,Yes under Community Eligibility Option (CEO),Middle,Chinle Unified District (4158),401940.0,277,195,145,132,274,0,0,2,1,0,0,040194000138,4158,Chinle Junior High School,Chinle Unified District,13.5,2022,0,0.5234657039711191,0.47653429602888087,0.9891696750902527,0.0,0.0,0.007220216606498195,0.0036101083032490976,0.0,0.0,0.703971119133574,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Yavapai County,4025.0,2-No,2-Title I targeted assistance school,404.0,Yes participating without using any Provision or the CEO,High,Chino Valley Unified District (4474),400003.0,783,211,413,370,6,2,233,4,518,4,16,040000301458,4474,Chino Valley High School,Chino Valley Unified District,28.5,2022,0,0.5274584929757343,0.4725415070242657,0.007662835249042145,0.002554278416347382,0.29757343550446996,0.005108556832694764,0.6615581098339719,0.005108556832694764,0.020434227330779056,0.26947637292464877,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Maricopa County,4013.0,2-No,5-Title I schoolwide school,407.0,Yes under Community Eligibility Option (CEO),Middle,Alhambra Elementary District (4280),400600.0,441,414,233,208,9,23,304,73,24,1,7,040060000015,4280,Choice Learning Academy,Alhambra Elementary District,8.0,2022,0,0.528344671201814,0.47165532879818595,0.02040816326530612,0.05215419501133787,0.6893424036281179,0.1655328798185941,0.05442176870748299,0.0022675736961451248,0.015873015873015872,0.9387755102040817,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Pinal County,4021.0,2-No,5-Title I schoolwide school,401.0,Yes under Community Eligibility Option (CEO),Elementary,Casa Grande Elementary District (4446),401710.0,501,315,262,239,24,3,322,20,96,1,35,040171001056,4446,Cholla Elementary School,Casa Grande Elementary District,14.0,2022,0,0.5229540918163673,0.47704590818363274,0.04790419161676647,0.005988023952095809,0.6427145708582834,0.03992015968063872,0.19161676646706588,0.001996007984031936,0.06986027944111776,0.6287425149700598,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Pima County,4019.0,2-No,5-Title I schoolwide school,403.0,Yes participating without using any Provision or the CEO,High,Tucson Unified District (4403),408800.0,1714,500,902,812,116,9,1389,44,128,2,26,040880001443,4403,Cholla High School,Tucson Unified District,12.0,2022,0,0.5262543757292882,0.47374562427071176,0.0676779463243874,0.005250875145857643,0.8103850641773629,0.025670945157526253,0.07467911318553092,0.0011668611435239206,0.015169194865810968,0.29171528588098017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Maricopa County,4013.0,2-No,5-Title I schoolwide school,406.0,Yes under Community Eligibility Option (CEO),Middle,Washington Elementary School District (4260),409060.0,699,607,351,348,18,17,399,55,162,2,46,040906000921,4260,Cholla Middle School,Washington Elementary School District,25.5,2022,0,0.5021459227467812,0.4978540772532189,0.02575107296137339,0.024320457796852647,0.5708154506437768,0.07868383404864092,0.2317596566523605,0.002861230329041488,0.06580829756795423,0.8683834048640916,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Yuma County,4027.0,2-No,5-Title I schoolwide school,403.0,Yes under Provision 2,High,Yuma Union High School District (4507),409630.0,2555,1660,1299,1256,9,32,2195,30,260,3,26,040963001388,4507,Cibola High School,Yuma Union High School District,28.5,2022,0,0.5084148727984344,0.49158512720156555,0.0035225048923679062,0.012524461839530333,0.8590998043052838,0.011741682974559686,0.10176125244618395,0.0011741682974559687,0.010176125244618396,0.649706457925636,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Pima County,4019.0,2-No,6-Not a Title I school,402.0,Yes participating without using any Provision or the CEO,High,Vail Unified District (4413),408850.0,1906,173,984,922,3,30,767,98,918,4,86,040885002195,4413,Cienega High School,Vail Unified District,54.5,2022,0,0.5162644281217209,0.4837355718782791,0.0015739769150052466,0.015739769150052464,0.4024134312696747,0.05141657922350472,0.48163693599160545,0.002098635886673662,0.04512067156348373,0.09076600209863589,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Maricopa County,4013.0,2-No,1-Title I targeted assistance eligible school-No program,408.0,Yes participating without using any Provision or the CEO,Middle,Dysart Unified District (4243),402690.0,646,109,311,335,9,13,175,44,351,2,52,040269003125,4243,Cimarron Springs Middle School,Dysart Unified District,44.0,2022,0,0.48142414860681115,0.5185758513931888,0.01393188854489164,0.020123839009287926,0.2708978328173375,0.06811145510835913,0.5433436532507739,0.0030959752321981426,0.0804953560371517,0.16873065015479877,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Pinal County,4021.0,2-No,5-Title I schoolwide school,404.0,Yes participating without using any Provision or the CEO,Elementary,Florence Unified School District (4437),402920.0,674,122,341,333,11,11,262,43,323,9,15,040292002862,4437,Circle Cross K8 STEM Academy,Florence Unified School District,33.5,2022,0,0.5059347181008902,0.4940652818991098,0.016320474777448073,0.016320474777448073,0.3887240356083086,0.06379821958456973,0.4792284866468843,0.013353115727002967,0.02225519287833828,0.18100890207715134,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Pima County,4019.0,1-Yes,2-Title I targeted assistance school,403.0,Yes participating without using any Provision or the CEO,High,CITY Center for Collaborative Learning (85448),400407.0,179,39,88,91,7,0,72,6,79,1,14,040040702404,85448,City High School,CITY Center for Collaborative Learning,26.5,2022,1,0.49162011173184356,0.5083798882681564,0.03910614525139665,0.0,0.4022346368715084,0.0335195530726257,0.441340782122905,0.00558659217877095,0.0782122905027933,0.21787709497206703,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Maricopa County,4013.0,1-Yes,5-Title I schoolwide school,407.0,No,High,Arizona Call-a-Teen Youth Resources Inc. (4346),400057.0,107,,58,49,4,0,83,15,5,0,0,040005700784,4346,City View High School ,Arizona Center for Youth Resources,,2022,1,0.5420560747663551,0.45794392523364486,0.037383177570093455,0.0,0.7757009345794392,0.14018691588785046,0.04672897196261682,0.0,0.0,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Pima County,4019.0,2-No,6-Not a Title I school,402.0,No,Elementary,Vail Unified District (4413),408850.0,119,,50,69,0,0,42,1,64,0,12,040885001956,4413,Civano Community K-8 School,Vail Unified District,56.0,2022,0,0.42016806722689076,0.5798319327731093,0.0,0.0,0.35294117647058826,0.008403361344537815,0.5378151260504201,0.0,0.10084033613445378,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Maricopa County,4013.0,2-No,5-Title I schoolwide school,407.0,Yes under Community Eligibility Option (CEO),Elementary,Osborn Elementary District (4262),405670.0,396,316,189,207,19,12,249,44,54,2,16,040567000459,4262,Clarendon School,Osborn Elementary District,23.5,2022,0,0.4772727272727273,0.5227272727272727,0.047979797979797977,0.030303030303030304,0.6287878787878788,0.1111111111111111,0.13636363636363635,0.005050505050505051,0.04040404040404041,0.797979797979798,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Yavapai County,4025.0,2-No,3-Title I schoolwide eligible-Title I targeted assistance program,404.0,Yes participating without using any Provision or the CEO,Elementary,Clarkdale-Jerome Elementary District (4486),400004.0,443,80,215,228,38,3,101,0,277,1,23,040000400912,4486,Clarkdale-Jerome Elementary School,Clarkdale-Jerome Elementary District,42.5,2022,0,0.4853273137697517,0.5146726862302483,0.08577878103837472,0.006772009029345372,0.22799097065462753,0.0,0.6252821670428894,0.002257336343115124,0.05191873589164785,0.18058690744920994,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Cochise County,4003.0,2-No,5-Title I schoolwide school,402.0,Yes under Community Eligibility Option (CEO),Elementary,Douglas Unified District (4174),402530.0,320,185,155,165,1,0,308,2,9,0,0,040253000186,4174,Clawson School,Douglas Unified District,31.0,2022,0,0.484375,0.515625,0.003125,0.0,0.9625,0.00625,0.028125,0.0,0.0,0.578125,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Maricopa County,4013.0,2-No,5-Title I schoolwide school,407.0,Yes under Community Eligibility Option (CEO),Elementary,Roosevelt Elementary District (4279),407080.0,432,353,228,204,20,3,296,79,22,4,8,040708001880,4279,Cloves C Campbell Sr Elementary School,Roosevelt Elementary District,24.0,2022,0,0.5277777777777778,0.4722222222222222,0.046296296296296294,0.006944444444444444,0.6851851851851852,0.18287037037037038,0.05092592592592592,0.009259259259259259,0.018518518518518517,0.8171296296296297,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Santa Cruz County,4023.0,2-No,5-Title I schoolwide school,403.0,Yes under Provision 2,Middle,Santa Cruz Valley Unified District (4458),407520.0,467,322,238,229,3,2,444,0,16,2,0,040752002768,4458,Coatimundi Middle School,Santa Cruz Valley Unified District,24.5,2022,0,0.5096359743040685,0.49036402569593146,0.006423982869379015,0.004282655246252677,0.9507494646680942,0.0,0.034261241970021415,0.004282655246252677,0.0,0.6895074946466809,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Maricopa County,4013.0,2-No,6-Not a Title I school,406.0,Yes participating without using any Provision or the CEO,Elementary,Scottsdale Unified District (4240),407570.0,615,14,319,296,7,29,51,11,493,1,23,040757001102,4240,Cochise Elementary School,Scottsdale Unified District,54.75,2022,0,0.5186991869918699,0.4813008130081301,0.011382113821138212,0.04715447154471545,0.08292682926829269,0.01788617886178862,0.8016260162601626,0.0016260162601626016,0.03739837398373984,0.022764227642276424,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Cochise County,4003.0,2-No,6-Not a Title I school,402.0,Yes participating without using any Provision or the CEO,Elementary,Cochise Elementary District (4177),402130.0,84,10,48,36,0,0,33,1,50,0,0,040213000152,4177,Cochise Elementary School,Cochise Elementary District,54.75,2022,0,0.5714285714285714,0.42857142857142855,0.0,0.0,0.39285714285714285,0.011904761904761904,0.5952380952380952,0.0,0.0,0.11904761904761904,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Coconino County,4005.0,2-No,1-Title I targeted assistance eligible school-No program,401.0,Yes participating without using any Provision or the CEO,High,Flagstaff Unified District (4192),402860.0,1555,281,815,740,434,4,526,16,513,8,54,040286000212,4192,Coconino High School,Flagstaff Unified District,20.5,2022,0,0.5241157556270096,0.4758842443729904,0.2790996784565916,0.002572347266881029,0.3382636655948553,0.010289389067524116,0.329903536977492,0.005144694533762058,0.03472668810289389,0.1807073954983923,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Maricopa County,4013.0,2-No,6-Not a Title I school,406.0,Yes participating without using any Provision or the CEO,Middle,Scottsdale Unified District (4240),407570.0,869,44,457,412,6,53,101,22,665,2,20,040757000643,4240,Cocopah Middle School,Scottsdale Unified District,66.5,2022,0,0.525891829689298,0.47410817031070196,0.006904487917146145,0.06098964326812428,0.11622554660529344,0.02531645569620253,0.7652474108170311,0.0023014959723820483,0.023014959723820484,0.05063291139240506,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Pima County,4019.0,1-Yes,6-Not a Title I school,402.0,No,Other,Co-Learn Club Inc. (1001669),401012.0,165,,67,98,0,1,31,0,118,1,14,040101203735,1001669,Colearn Academy Arizona,"Co-Learn Club, Inc.",21.0,2022,1,0.40606060606060607,0.593939393939394,0.0,0.006060606060606061,0.18787878787878787,0.0,0.7151515151515152,0.006060606060606061,0.08484848484848485,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Santa Cruz County,4023.0,1-Yes,5-Title I schoolwide school,403.0,Yes participating without using any Provision or the CEO,Elementary,Kaizen Education Foundation dba Colegio Petite Pho (92989),400952.0,260,60,138,122,0,0,259,0,1,0,0,040095203514,92989,Colegio Petite Arizona,Kaizen Education Foundation dba Colegio Petite Phoenix,8.0,2022,1,0.5307692307692308,0.46923076923076923,0.0,0.0,0.9961538461538462,0.0,0.0038461538461538464,0.0,0.0,0.23076923076923078,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Pima County,4019.0,2-No,5-Title I schoolwide school,402.0,Yes participating without using any Provision or the CEO,Elementary,Tucson Unified District (4403),408800.0,134,38,70,64,0,1,60,13,52,0,8,040880001449,4403,Collier Elementary School,Tucson Unified District,35.0,2022,0,0.5223880597014925,0.47761194029850745,0.0,0.007462686567164179,0.44776119402985076,0.09701492537313433,0.3880597014925373,0.0,0.05970149253731343,0.2835820895522388,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Maricopa County,4013.0,2-No,5-Title I schoolwide school,403.0,Yes participating without using any Provision or the CEO,Elementary,Littleton Elementary District (4278),404440.0,774,252,425,349,3,20,537,105,68,11,30,040444002247,4278,Collier Elementary School,Littleton Elementary District,35.0,2022,0,0.5490956072351422,0.4509043927648579,0.003875968992248062,0.025839793281653745,0.6937984496124031,0.13565891472868216,0.08785529715762273,0.014211886304909561,0.03875968992248062,0.32558139534883723,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Cochise County,4003.0,2-No,6-Not a Title I school,402.0,Yes participating without using any Provision or the CEO,Middle,Fort Huachuca Accommodation District (4167),403150.0,255,6,126,129,1,6,60,38,130,5,15,040315000245,4167,Colonel Smith Middle School,Fort Huachuca Accommodation District,50.0,2022,0,0.49411764705882355,0.5058823529411764,0.00392156862745098,0.023529411764705882,0.23529411764705882,0.14901960784313725,0.5098039215686274,0.0196078431372549,0.058823529411764705,0.023529411764705882,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Pinal County,4021.0,2-No,6-Not a Title I school,404.0,Yes participating without using any Provision or the CEO,Middle,J O Combs Unified School District (4445),403990.0,0,,0,0,0,0,0,0,0,0,0,040399003786,4445,Combs Center for Success Middle School,J O Combs Unified School District,,2022,0,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Pinal County,4021.0,2-No,1-Title I targeted assistance eligible school-No program,404.0,Yes participating without using any Provision or the CEO,High,J O Combs Unified School District (4445),403990.0,1427,185,721,706,19,14,445,62,838,5,44,040399002895,4445,Combs High School,J O Combs Unified School District,38.0,2022,0,0.5052557813594954,0.49474421864050455,0.013314646110721794,0.009810791871058164,0.3118430273300631,0.043447792571829014,0.5872459705676244,0.00350385423966363,0.030833917309039945,0.1296426068675543,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Pinal County,4021.0,2-No,6-Not a Title I school,404.0,No,Other,J O Combs Unified School District (4445),403990.0,164,,77,87,5,0,80,9,63,0,7,040399003708,4445,Combs Online School for Success,J O Combs Unified School District,,2022,0,0.4695121951219512,0.5304878048780488,0.03048780487804878,0.0,0.4878048780487805,0.054878048780487805,0.38414634146341464,0.0,0.042682926829268296,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Pinal County,4021.0,2-No,6-Not a Title I school,404.0,Yes participating without using any Provision or the CEO,Elementary,J O Combs Unified School District (4445),403990.0,273,42,125,148,0,2,110,16,131,0,14,040399003231,4445,Combs Traditional Academy,J O Combs Unified School District,50.5,2022,0,0.45787545787545786,0.5421245421245421,0.0,0.007326007326007326,0.40293040293040294,0.05860805860805861,0.47985347985347987,0.0,0.05128205128205128,0.15384615384615385,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Pima County,4019.0,1-Yes,6-Not a Title I school,402.0,No,High,Compass High School Inc. (79467),400330.0,415,,193,222,4,2,196,20,183,0,10,040033002206,79467,Compass High School,"Compass High School, Inc.",9.0,2022,1,0.4650602409638554,0.5349397590361445,0.00963855421686747,0.004819277108433735,0.472289156626506,0.04819277108433735,0.44096385542168676,0.0,0.024096385542168676,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Apache County,4001.0,2-No,5-Title I schoolwide school,401.0,Yes under Community Eligibility Option (CEO),Elementary,Concho Elementary District (4160),402190.0,174,143,85,89,0,0,43,0,119,0,12,040219000154,4160,Concho Elementary School,Concho Elementary District,,2022,0,0.4885057471264368,0.5114942528735632,0.0,0.0,0.2471264367816092,0.0,0.6839080459770115,0.0,0.06896551724137931,0.8218390804597702,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Maricopa County,4013.0,1-Yes,6-Not a Title I school,409.0,Yes under Community Eligibility Option (CEO),Elementary,Concordia Charter School Inc. (89556),400751.0,112,103,53,59,3,0,96,8,5,0,0,040075102781,89556,Concordia Charter School,"Concordia Charter School, Inc.",,2022,1,0.4732142857142857,0.5267857142857143,0.026785714285714284,0.0,0.8571428571428571,0.07142857142857142,0.044642857142857144,0.0,0.0,0.9196428571428571,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Yavapai County,4025.0,2-No,3-Title I schoolwide eligible-Title I targeted assistance program,404.0,Yes participating without using any Provision or the CEO,Elementary,Congress Elementary District (4479),402220.0,109,18,46,63,3,0,46,2,58,0,0,040222002220,4479,Congress Elementary School,Congress Elementary District,41.5,2022,0,0.42201834862385323,0.5779816513761468,0.027522935779816515,0.0,0.42201834862385323,0.01834862385321101,0.5321100917431193,0.0,0.0,0.1651376146788991,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Maricopa County,4013.0,2-No,5-Title I schoolwide school,409.0,Yes participating without using any Provision or the CEO,Middle,Tempe School District (4258),408310.0,1019,284,518,501,52,19,506,139,231,11,61,040831000768,4258,Connolly Middle School,Tempe School District,27.5,2022,0,0.5083415112855741,0.4916584887144259,0.05103042198233562,0.018645731108930325,0.49656526005888124,0.1364082433758587,0.2266928361138371,0.010794896957801767,0.05986261040235525,0.2787046123650638,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Maricopa County,4013.0,2-No,5-Title I schoolwide school,406.0,Yes participating without using any Provision or the CEO,Elementary,Deer Valley Unified District (4246),407750.0,648,254,342,306,9,9,346,80,163,2,39,040775000675,4246,Constitution Elementary School,Deer Valley Unified District,34.5,2022,0,0.5277777777777778,0.4722222222222222,0.013888888888888888,0.013888888888888888,0.5339506172839507,0.12345679012345678,0.2515432098765432,0.0030864197530864196,0.06018518518518518,0.39197530864197533,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Pima County,4019.0,2-No,5-Title I schoolwide school,402.0,Yes participating without using any Provision or the CEO,Elementary,Continental Elementary District (4416),402250.0,649,82,325,324,5,8,317,8,286,1,24,040225000156,4416,Continental Elementary School,Continental Elementary District,44.5,2022,0,0.5007704160246533,0.49922958397534667,0.007704160246533128,0.012326656394453005,0.4884437596302003,0.012326656394453005,0.4406779661016949,0.0015408320493066256,0.03697996918335902,0.1263482280431433,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Maricopa County,4013.0,2-No,1-Title I targeted assistance eligible school-No program,405.0,Yes participating without using any Provision or the CEO,Middle,Higley Unified School District (4248),403780.0,876,72,449,427,8,49,211,71,477,3,57,040378003381,4248,Cooley Middle School,Higley Unified School District,46.0,2022,0,0.5125570776255708,0.4874429223744292,0.0091324200913242,0.05593607305936073,0.2408675799086758,0.08105022831050228,0.5445205479452054,0.003424657534246575,0.06506849315068493,0.0821917808219178,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Pinal County,4021.0,2-No,5-Title I schoolwide school,401.0,Yes under Community Eligibility Option (CEO),High,Coolidge Unified District (4442),402320.0,176,110,100,76,36,0,85,18,24,0,13,040232003449,4442,Coolidge Alternative Program,Coolidge Unified District,,2022,0,0.5681818181818182,0.4318181818181818,0.20454545454545456,0.0,0.48295454545454547,0.10227272727272728,0.13636363636363635,0.0,0.07386363636363637,0.625,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Pinal County,4021.0,2-No,3-Title I schoolwide eligible-Title I targeted assistance program,401.0,Yes under Community Eligibility Option (CEO),High,Coolidge Unified District (4442),402320.0,616,418,317,299,67,2,323,60,135,1,28,040232000158,4442,Coolidge High School,Coolidge Unified District,16.5,2022,0,0.5146103896103896,0.48538961038961037,0.10876623376623376,0.003246753246753247,0.5243506493506493,0.09740259740259741,0.21915584415584416,0.0016233766233766235,0.045454545454545456,0.6785714285714286,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Pinal County,4021.0,2-No,5-Title I schoolwide school,401.0,Yes under Community Eligibility Option (CEO),Middle,Coolidge Unified District (4442),402320.0,317,249,154,163,35,1,159,33,73,1,15,040232001534,4442,Coolidge Jr. High School,Coolidge Unified District,12.0,2022,0,0.48580441640378547,0.5141955835962145,0.11041009463722397,0.0031545741324921135,0.501577287066246,0.10410094637223975,0.2302839116719243,0.0031545741324921135,0.0473186119873817,0.7854889589905363,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Pinal County,4021.0,2-No,6-Not a Title I school,401.0,No,Other,Coolidge Unified District (4442),402320.0,208,,87,121,37,0,110,20,32,0,9,040232003746,4442,Coolidge Virtual Academy,Coolidge Unified District,,2022,0,0.4182692307692308,0.5817307692307693,0.1778846153846154,0.0,0.5288461538461539,0.09615384615384616,0.15384615384615385,0.0,0.04326923076923077,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Pinal County,4021.0,2-No,5-Title I schoolwide school,404.0,Yes participating without using any Provision or the CEO,Elementary,Florence Unified School District (4437),402920.0,614,168,307,307,8,3,233,56,288,4,22,040292002436,4437,Copper Basin,Florence Unified School District,16.5,2022,0,0.5,0.5,0.013029315960912053,0.004885993485342019,0.3794788273615635,0.09120521172638436,0.46905537459283386,0.006514657980456026,0.035830618892508145,0.2736156351791531,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Maricopa County,4013.0,2-No,6-Not a Title I school,406.0,Yes participating without using any Provision or the CEO,Elementary,Paradise Valley Unified District (4241),405930.0,502,31,256,246,3,64,74,5,333,0,23,040593000276,4241,Copper Canyon Elementary School,Paradise Valley Unified District,64.0,2022,0,0.5099601593625498,0.4900398406374502,0.00597609561752988,0.12749003984063745,0.14741035856573706,0.0099601593625498,0.6633466135458167,0.0,0.045816733067729085,0.061752988047808766,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
