Agency Name,Agency ID - NCES Assigned,County Name,County Number,Charter School,Title I School Status,Congressional Code,National School Lunch Program,School Level,Total Students All Grades (Excludes AE),Free and Reduced Lunch Students,Male Students,Female Students,American Indian/Alaska Native Students,Asian or Asian/Pacific Islander Students,Hispanic Students,Black or African American Students,White Students,Nat. Hawaiian or Other Pacific Isl. Students,Two or More Races Students,School ID - NCES Assigned,School Name,District Entity ID,District Name,Average Percent Passing,Year,Charter School Dummy,Male Students Percentage,Female Students Percentage,American Indian/Alaska Native Students Percentage,Asian or Asian/Pacific Islander Students Percentage,Hispanic Students Percentage,Black or African American Students Percentage,White Students Percentage,Nat. Hawaiian or Other Pacific Isl. Students Percentage,Two or More Races Students Percentage,Free and Reduced Lunch Students Percentage,School Level: Primary,School Level: Middle,School Level: High,School Level: Other,Apache County,Cochise County,Coconino County,Gila County,Graham County,Greenlee County,La Paz County,Maricopa County,Mohave County,Navajo County,Pima County,Pinal County,Santa Cruz County,Yavapai County,Yuma County,0403,0401,0406,0407,0404,0402,0405,0409,0408
Benson Unified School District,0400212,Cochise County,04003,2-No,5-Title I schoolwide school,0402,Yes participating without using any Provision or the CEO,1-Primary,472,161,234,238,1,3,124,6,321,3,14,040021200060,Benson Primary School,79226,Benson Unified School District,52.0,2016,0,0.4957627118644068,0.5042372881355932,0.00211864406779661,0.006355932203389831,0.2627118644067797,0.012711864406779662,0.6800847457627118,0.006355932203389831,0.029661016949152543,0.3411016949152542,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Roosevelt Elementary District,0407080,Maricopa County,04013,2-No,5-Title I schoolwide school,0407,Yes under Provision 2,1-Primary,827,,431,396,9,30,490,253,33,2,10,040708002498,Bernard Black Elementary School,4279,Roosevelt Elementary District,19.5,2016,0,0.5211608222490931,0.4788391777509069,0.010882708585247884,0.036275695284159616,0.592503022974607,0.3059250302297461,0.03990326481257558,0.0024183796856106408,0.012091898428053204,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Phoenix Union High School District,0406330,Maricopa County,04013,2-No,5-Title I schoolwide school,0407,Yes participating without using any Provision or the CEO,3-High,1821,1278,945,876,79,63,962,492,155,6,64,040633002854,Betty Fairfax High School,4286,Phoenix Union High School District,25.5,2016,0,0.5189456342668863,0.48105436573311366,0.043382756727073035,0.03459637561779242,0.528281164195497,0.2701812191103789,0.08511806699615596,0.0032948929159802307,0.03514552443712246,0.7018121911037891,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Glendale Elementary District,0403420,Maricopa County,04013,2-No,5-Title I schoolwide school,0407,Yes participating without using any Provision or the CEO,1-Primary,810,732,424,386,7,6,665,56,65,0,11,040342000263,Bicentennial North School,4271,Glendale Elementary District,31.0,2016,0,0.5234567901234568,0.4765432098765432,0.008641975308641974,0.007407407407407408,0.8209876543209876,0.0691358024691358,0.08024691358024691,0.0,0.013580246913580247,0.9037037037037037,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Glendale Elementary District,0403420,Maricopa County,04013,2-No,5-Title I schoolwide school,0407,Yes participating without using any Provision or the CEO,1-Primary,603,540,303,300,3,2,510,46,34,0,8,040342001538,Bicentennial South School,4271,Glendale Elementary District,27.0,2016,0,0.5024875621890548,0.4975124378109453,0.004975124378109453,0.003316749585406302,0.845771144278607,0.07628524046434494,0.05638474295190713,0.0,0.013266998341625208,0.8955223880597015,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Sunnyside Unified District,0408170,Pima County,04019,2-No,5-Title I schoolwide school,0403,Yes participating without using any Provision or the CEO,2-Middle,728,4,357,371,5,13,601,27,72,1,9,040817002549,Billy Lane Lauffer Middle School,4407,Sunnyside Unified District,33.5,2016,0,0.49038461538461536,0.5096153846153846,0.006868131868131868,0.017857142857142856,0.8255494505494505,0.03708791208791209,0.0989010989010989,0.0013736263736263737,0.012362637362637362,0.005494505494505495,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Creighton Elementary District,0402430,Maricopa County,04013,2-No,5-Title I schoolwide school,0409,Yes participating without using any Provision or the CEO,1-Primary,542,285,258,284,6,8,275,15,223,0,15,040243000180,Biltmore Preparatory Academy,4263,Creighton Elementary District,53.0,2016,0,0.47601476014760147,0.5239852398523985,0.01107011070110701,0.014760147601476014,0.507380073800738,0.027675276752767528,0.4114391143911439,0.0,0.027675276752767528,0.525830258302583,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Bisbee Unified District,0401180,Cochise County,04003,2-No,5-Title I schoolwide school,0402,Yes participating without using any Provision or the CEO,3-High,327,214,182,145,3,1,258,0,61,2,2,040118000063,Bisbee High School,4169,Bisbee Unified District,11.5,2016,0,0.5565749235474006,0.4434250764525994,0.009174311926605505,0.0030581039755351682,0.7889908256880734,0.0,0.18654434250764526,0.0061162079510703364,0.0061162079510703364,0.654434250764526,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Gila County Regional School District,0400419,Gila County,04007,2-No,1-Title I targeted assistance eligible school-No program,0401,No,4-Other,7,6,6,1,7,0,0,0,0,0,0,040041902897,Biyaagozhoo Center,87600,Gila County Regional School District,,2016,0,0.8571428571428571,0.14285714285714285,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Cave Creek Unified District,0400001,Maricopa County,04013,2-No,2-Title I targeted assistance school,0406,Yes participating without using any Provision or the CEO,1-Primary,426,50,207,219,1,6,52,4,351,1,11,040000100120,Black Mountain Elementary School,4244,Cave Creek Unified District,41.75,2016,0,0.4859154929577465,0.5140845070422535,0.002347417840375587,0.014084507042253521,0.12206572769953052,0.009389671361502348,0.823943661971831,0.002347417840375587,0.025821596244131457,0.11737089201877934,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Kingman Unified School District,0400295,Mohave County,04015,2-No,5-Title I schoolwide school,0404,Yes participating without using any Provision or the CEO,1-Primary,553,445,291,262,5,2,130,1,388,6,21,040029501544,Black Mountain Elementary School,79598,Kingman Unified School District,41.75,2016,0,0.5262206148282098,0.47377938517179025,0.009041591320072333,0.003616636528028933,0.23508137432188064,0.0018083182640144665,0.701627486437613,0.0108499095840868,0.0379746835443038,0.8047016274864376,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Tucson Unified District,0408800,Pima County,04019,2-No,5-Title I schoolwide school,0402,Yes participating without using any Provision or the CEO,1-Primary,405,,220,185,17,14,202,40,86,17,29,040880001260,Blenman Elementary School,4403,Tucson Unified District,23.0,2016,0,0.5432098765432098,0.4567901234567901,0.04197530864197531,0.0345679012345679,0.49876543209876545,0.09876543209876543,0.2123456790123457,0.04197530864197531,0.07160493827160494,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Tucson Unified District,0408800,Pima County,04019,2-No,5-Title I schoolwide school,0402,Yes participating without using any Provision or the CEO,1-Primary,327,18,175,152,6,7,123,33,125,3,30,040880001442,Bloom Elementary,4403,Tucson Unified District,34.0,2016,0,0.5351681957186545,0.4648318042813456,0.01834862385321101,0.021406727828746176,0.3761467889908257,0.10091743119266056,0.382262996941896,0.009174311926605505,0.09174311926605505,0.05504587155963303,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Blue Elementary District,0401230,Greenlee County,04011,2-No,6-Not a Title I school,0401,No,4-Other,14,,5,9,0,0,0,0,14,0,0,040123000069,Blue Elementary School,4231,Blue Elementary District,,2016,0,0.35714285714285715,0.6428571428571429,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Blue Ridge Unified School District No. 32,0406580,Navajo County,04017,2-No,3-Title I schoolwide eligible-Title I targeted assistance program,0401,Yes participating without using any Provision or the CEO,1-Primary,569,323,285,284,114,4,146,2,283,0,20,040658000560,Blue Ridge Elementary School,4397,Blue Ridge Unified School District No. 32,42.5,2016,0,0.5008787346221442,0.4991212653778559,0.20035149384885764,0.007029876977152899,0.2565905096660808,0.0035149384885764497,0.4973637961335677,0.0,0.0351493848857645,0.5676625659050967,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Blue Ridge Unified School District No. 32,0406580,Navajo County,04017,2-No,3-Title I schoolwide eligible-Title I targeted assistance program,0401,Yes participating without using any Provision or the CEO,3-High,772,393,390,382,150,9,169,1,396,1,46,040658000561,Blue Ridge High School,4397,Blue Ridge Unified School District No. 32,34.5,2016,0,0.5051813471502591,0.4948186528497409,0.19430051813471502,0.011658031088082901,0.2189119170984456,0.0012953367875647669,0.5129533678756477,0.0012953367875647669,0.05958549222797927,0.5090673575129534,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Blue Ridge Unified School District No. 32,0406580,Navajo County,04017,2-No,3-Title I schoolwide eligible-Title I targeted assistance program,0401,Yes participating without using any Provision or the CEO,2-Middle,312,172,157,155,53,4,74,0,168,0,13,040658001140,Blue Ridge Jr High School,4397,Blue Ridge Unified School District No. 32,39.0,2016,0,0.5032051282051282,0.4967948717948718,0.16987179487179488,0.01282051282051282,0.23717948717948717,0.0,0.5384615384615384,0.0,0.041666666666666664,0.5512820512820513,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Chandler Unified District #80,0401870,Maricopa County,04013,2-No,1-Title I targeted assistance eligible school-No program,0405,Yes participating without using any Provision or the CEO,2-Middle,1194,344,592,602,24,123,315,74,633,3,22,040187001533,Bogle Junior High School,4242,Chandler Unified District #80,53.0,2016,0,0.49581239530988275,0.5041876046901173,0.020100502512562814,0.10301507537688442,0.2638190954773869,0.06197654941373534,0.5301507537688442,0.002512562814070352,0.018425460636515914,0.288107202680067,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Tucson Unified District,0408800,Pima County,04019,2-No,5-Title I schoolwide school,0402,Yes participating without using any Provision or the CEO,1-Primary,425,,223,202,15,6,322,17,56,0,9,040880001262,Bonillas Elementary Basic Curriculum Magnet School,4403,Tucson Unified District,35.0,2016,0,0.5247058823529411,0.4752941176470588,0.03529411764705882,0.01411764705882353,0.7576470588235295,0.04,0.13176470588235295,0.0,0.021176470588235293,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Bonita Elementary District,0401260,Graham County,04009,2-No,6-Not a Title I school,0401,Yes participating without using any Provision or the CEO,1-Primary,74,33,40,34,0,0,30,0,44,0,0,040126000070,Bonita Elementary School,4224,Bonita Elementary District,42.0,2016,0,0.5405405405405406,0.4594594594594595,0.0,0.0,0.40540540540540543,0.0,0.5945945945945946,0.0,0.0,0.44594594594594594,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Winslow Unified District,0409460,Navajo County,04017,2-No,5-Title I schoolwide school,0401,Yes under Provision 2,1-Primary,,97,,,,,,,,,,040946000971,Bonnie Brennan School,4387,Winslow Unified District,42.5,2016,0,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Tucson Unified District,0408800,Pima County,04019,2-No,5-Title I schoolwide school,0402,Yes participating without using any Provision or the CEO,1-Primary,1215,,620,595,14,25,666,134,292,2,82,040880000842,Booth-Fickett Math/Science Magnet School,4403,Tucson Unified District,30.0,2016,0,0.5102880658436214,0.4897119341563786,0.011522633744855968,0.0205761316872428,0.5481481481481482,0.1102880658436214,0.2403292181069959,0.0016460905349794238,0.06748971193415639,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Tucson Unified District,0408800,Pima County,04019,2-No,1-Title I targeted assistance eligible school-No program,0402,Yes participating without using any Provision or the CEO,1-Primary,456,,248,208,1,12,102,26,245,6,64,040880000824,Borman Elementary School,4403,Tucson Unified District,69.0,2016,0,0.543859649122807,0.45614035087719296,0.0021929824561403508,0.02631578947368421,0.2236842105263158,0.05701754385964912,0.5372807017543859,0.013157894736842105,0.14035087719298245,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Tucson Unified District,0408800,Pima County,04019,2-No,5-Title I schoolwide school,0403,Yes participating without using any Provision or the CEO,1-Primary,436,,223,213,7,7,283,26,93,0,20,040880001264,Borton Primary Magnet School,4403,Tucson Unified District,40.0,2016,0,0.5114678899082569,0.48853211009174313,0.016055045871559634,0.016055045871559634,0.6490825688073395,0.05963302752293578,0.21330275229357798,0.0,0.045871559633027525,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Phoenix Union High School District,0406330,Maricopa County,04013,2-No,5-Title I schoolwide school,0407,Yes participating without using any Provision or the CEO,3-High,256,241,141,115,11,0,197,33,11,0,4,040633001382,Bostrom Alternative Center,4286,Phoenix Union High School District,6.0,2016,0,0.55078125,0.44921875,0.04296875,0.0,0.76953125,0.12890625,0.04296875,0.0,0.015625,0.94140625,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Gilbert Unified District,0403400,Maricopa County,04013,2-No,5-Title I schoolwide school,0405,Yes participating without using any Provision or the CEO,1-Primary,658,10,385,273,5,11,192,20,389,5,36,040340001985,Boulder Creek Elementary,4239,Gilbert Unified District,41.5,2016,0,0.5851063829787234,0.4148936170212766,0.007598784194528876,0.016717325227963525,0.2917933130699088,0.030395136778115502,0.5911854103343465,0.007598784194528876,0.0547112462006079,0.015197568389057751,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Paradise Valley Unified District,0405930,Maricopa County,04013,2-No,1-Title I targeted assistance eligible school-No program,0406,Yes participating without using any Provision or the CEO,1-Primary,754,63,382,372,1,15,88,10,610,4,26,040593000611,Boulder Creek Elementary School,4241,Paradise Valley Unified District,72.5,2016,0,0.506631299734748,0.493368700265252,0.001326259946949602,0.01989389920424403,0.11671087533156499,0.013262599469496022,0.8090185676392573,0.005305039787798408,0.034482758620689655,0.08355437665782493,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Deer Valley Unified District,0407750,Maricopa County,04013,2-No,1-Title I targeted assistance eligible school-No program,0408,Yes participating without using any Provision or the CEO,3-High,2576,333,1366,1210,4,43,280,57,2103,9,80,040775002433,Boulder Creek High School,4246,Deer Valley Unified District,37.5,2016,0,0.53027950310559,0.4697204968944099,0.0015527950310559005,0.016692546583850932,0.10869565217391304,0.022127329192546584,0.8163819875776398,0.0034937888198757765,0.031055900621118012,0.12927018633540371,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Bowie Unified District,0401330,Cochise County,04003,2-No,3-Title I schoolwide eligible-Title I targeted assistance program,0402,Yes participating without using any Provision or the CEO,1-Primary,33,,16,17,0,0,28,0,5,0,0,040133000072,Bowie Elementary School,4171,Bowie Unified District,10.5,2016,0,0.48484848484848486,0.5151515151515151,0.0,0.0,0.8484848484848485,0.0,0.15151515151515152,0.0,0.0,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Bowie Unified District,0401330,Cochise County,04003,2-No,4-Title I schoolwide eligible school-No program,0402,Yes participating without using any Provision or the CEO,3-High,15,,11,4,0,0,11,0,4,0,0,040133000073,Bowie High School,4171,Bowie Unified District,,2016,0,0.7333333333333333,0.26666666666666666,0.0,0.0,0.7333333333333333,0.0,0.26666666666666666,0.0,0.0,,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Humboldt Unified District,0403870,Yavapai County,04025,2-No,4-Title I schoolwide eligible school-No program,0404,Yes participating without using any Provision or the CEO,3-High,1672,999,885,787,17,20,524,17,1043,4,47,040387000306,Bradshaw Mountain High School,4469,Humboldt Unified District,24.0,2016,0,0.5293062200956937,0.4706937799043062,0.010167464114832535,0.011961722488038277,0.3133971291866029,0.010167464114832535,0.6238038277511961,0.0023923444976076554,0.028110047846889953,0.597488038277512,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Humboldt Unified District,0403870,Yavapai County,04025,2-No,4-Title I schoolwide eligible school-No program,0404,Yes participating without using any Provision or the CEO,2-Middle,254,181,130,124,1,0,66,5,171,0,11,040387000307,Bradshaw Mountain Middle School,4469,Humboldt Unified District,32.0,2016,0,0.5118110236220472,0.4881889763779528,0.003937007874015748,0.0,0.25984251968503935,0.01968503937007874,0.6732283464566929,0.0,0.04330708661417323,0.7125984251968503,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Bright Beginnings School  Inc.,0400071,Maricopa County,04013,1-Yes,6-Not a Title I school,0409,No,1-Primary,305,,153,152,0,63,34,11,192,0,5,040007100832,Bright Beginnings School #1,4362,"Bright Beginnings School, Inc.",87.5,2016,1,0.5016393442622951,0.49836065573770494,0.0,0.20655737704918034,0.11147540983606558,0.036065573770491806,0.6295081967213115,0.0,0.01639344262295082,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Mesa Unified District,0404970,Maricopa County,04013,2-No,5-Title I schoolwide school,0405,Yes participating without using any Provision or the CEO,1-Primary,553,322,278,275,10,15,164,17,318,4,25,040497002108,Brinton Elementary,4235,Mesa Unified District,50.0,2016,0,0.5027124773960217,0.4972875226039783,0.018083182640144666,0.027124773960216998,0.2965641952983725,0.03074141048824593,0.5750452079566004,0.007233273056057866,0.045207956600361664,0.5822784810126582,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Tempe School District,0408310,Maricopa County,04013,2-No,1-Title I targeted assistance eligible school-No program,0409,Yes participating without using any Provision or the CEO,1-Primary,647,231,328,319,14,25,188,42,324,9,45,040831000765,Broadmor Elementary School,4258,Tempe School District,62.5,2016,0,0.5069551777434312,0.49304482225656876,0.021638330757341576,0.03863987635239567,0.29057187017001546,0.06491499227202473,0.500772797527048,0.013910355486862442,0.0695517774343122,0.357032457496136,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Balsz Elementary District,0401050,Maricopa County,04013,2-No,5-Title I schoolwide school,0407,Yes under Provision 2,1-Primary,456,453,238,218,29,0,334,64,15,7,7,040105003142,Brunson-Lee Elementary School,4268,Balsz Elementary District,18.5,2016,0,0.5219298245614035,0.4780701754385965,0.06359649122807018,0.0,0.7324561403508771,0.14035087719298245,0.03289473684210526,0.015350877192982455,0.015350877192982455,0.993421052631579,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Buckeye Elementary District,0401380,Maricopa County,04013,2-No,5-Title I schoolwide school,0403,Yes under Community Eligibility Option (CEO),1-Primary,886,334,470,416,6,11,604,47,200,1,17,040138002492,Buckeye Elementary School,4269,Buckeye Elementary District,20.5,2016,0,0.5304740406320542,0.46952595936794583,0.006772009029345372,0.012415349887133182,0.6817155756207675,0.05304740406320542,0.22573363431151242,0.001128668171557562,0.019187358916478554,0.37697516930022573,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Buckeye Union High School District,0401410,Maricopa County,04013,2-No,5-Title I schoolwide school,0403,Yes participating without using any Provision or the CEO,3-High,1402,287,711,691,21,3,809,106,442,2,19,040141000075,Buckeye Union High School,4284,Buckeye Union High School District,19.0,2016,0,0.507132667617689,0.492867332382311,0.014978601997146932,0.0021398002853067048,0.5770328102710414,0.07560627674750357,0.3152639087018545,0.0014265335235378032,0.01355206847360913,0.20470756062767476,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Sierra Vista Unified District,0401460,Cochise County,04003,2-No,1-Title I targeted assistance eligible school-No program,0402,Yes participating without using any Provision or the CEO,3-High,2153,657,1106,1047,20,53,712,153,1029,29,157,040146000081,Buena High School,4175,Sierra Vista Unified District,40.5,2016,0,0.5137018114259173,0.4862981885740827,0.009289363678588018,0.024616813748258245,0.3307013469577334,0.07106363214119833,0.47793776126335347,0.013469577333952624,0.07292150487691593,0.30515559684161636,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Buckeye Union High School District,0401410,Maricopa County,04013,2-No,1-Title I targeted assistance eligible school-No program,0403,No,3-High,0,,0,0,0,0,0,0,0,0,0,040141003320,BUHSD Institute of Online Learning,4284,Buckeye Union High School District,,2016,0,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Gilbert Unified District,0403400,Maricopa County,04013,2-No,5-Title I schoolwide school,0405,Yes participating without using any Provision or the CEO,1-Primary,442,5,247,195,6,9,184,10,204,5,24,040340001401,Burk Elementary School,4239,Gilbert Unified District,51.5,2016,0,0.5588235294117647,0.4411764705882353,0.013574660633484163,0.020361990950226245,0.416289592760181,0.02262443438914027,0.46153846153846156,0.011312217194570135,0.05429864253393665,0.011312217194570135,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
American Basic Schools LLC,0400218,Maricopa County,04013,1-Yes,6-Not a Title I school,0409,Yes under Community Eligibility Option (CEO),1-Primary,859,710,418,441,7,4,738,34,71,3,2,040021801913,Burke Basic School,79215,American Basic Schools LLC,31.5,2016,1,0.48661233993015135,0.5133876600698487,0.008149010477299184,0.004656577415599534,0.8591385331781141,0.03958090803259604,0.08265424912689173,0.0034924330616996507,0.002328288707799767,0.8265424912689173,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Mesa Unified District,0404970,Maricopa County,04013,2-No,5-Title I schoolwide school,0405,Yes participating without using any Provision or the CEO,1-Primary,593,243,311,282,3,6,125,12,424,1,22,040497000553,Bush Elementary,4235,Mesa Unified District,64.0,2016,0,0.524451939291737,0.47554806070826305,0.00505902192242833,0.01011804384485666,0.21079258010118043,0.02023608768971332,0.715008431703204,0.0016863406408094434,0.03709949409780776,0.40978077571669475,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Maricopa Unified School District,0404720,Pinal County,04021,2-No,5-Title I schoolwide school,0401,Yes participating without using any Provision or the CEO,1-Primary,765,505,388,377,35,15,311,94,270,2,38,040472002920,Butterfield Elementary School,4441,Maricopa Unified School District,42.5,2016,0,0.5071895424836601,0.4928104575163399,0.0457516339869281,0.0196078431372549,0.4065359477124183,0.12287581699346405,0.35294117647058826,0.00261437908496732,0.04967320261437908,0.6601307189542484,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Marana Unified District,0404630,Pima County,04019,2-No,4-Title I schoolwide eligible school-No program,0402,Yes participating without using any Provision or the CEO,1-Primary,511,258,282,229,5,8,244,8,223,0,23,040463000369,Butterfield Elementary School,4404,Marana Unified District,42.5,2016,0,0.5518590998043053,0.4481409001956947,0.009784735812133072,0.015655577299412915,0.4774951076320939,0.015655577299412915,0.436399217221135,0.0,0.04500978473581213,0.5048923679060665,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Tucson Unified District,0408800,Pima County,04019,2-No,5-Title I schoolwide school,0403,Yes participating without using any Provision or the CEO,1-Primary,804,,425,379,8,0,784,1,6,0,5,040880000828,C E Rose Elementary School,4403,Tucson Unified District,38.0,2016,0,0.5286069651741293,0.47139303482587064,0.009950248756218905,0.0,0.9751243781094527,0.0012437810945273632,0.007462686567164179,0.0,0.006218905472636816,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Kyrene Elementary District,0404230,Maricopa County,04013,2-No,1-Title I targeted assistance eligible school-No program,0409,Yes participating without using any Provision or the CEO,1-Primary,638,151,316,322,8,35,180,36,344,1,34,040423000336,C I Waggoner School,4267,Kyrene Elementary District,59.5,2016,0,0.4952978056426332,0.5047021943573667,0.012539184952978056,0.054858934169279,0.28213166144200624,0.05642633228840126,0.5391849529780565,0.001567398119122257,0.05329153605015674,0.23667711598746083,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Roosevelt Elementary District,0407080,Maricopa County,04013,2-No,5-Title I schoolwide school,0407,Yes under Provision 2,1-Primary,500,,266,234,6,0,453,29,12,0,0,040708000588,C J Jorgensen School,4279,Roosevelt Elementary District,20.5,2016,0,0.532,0.468,0.012,0.0,0.906,0.058,0.024,0.0,0.0,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Roosevelt Elementary District,0407080,Maricopa County,04013,2-No,5-Title I schoolwide school,0407,Yes under Provision 2,2-Middle,596,,309,287,8,6,531,36,7,6,2,040708000587,C O Greenfield School,4279,Roosevelt Elementary District,19.5,2016,0,0.5184563758389261,0.4815436241610738,0.013422818791946308,0.010067114093959731,0.8909395973154363,0.06040268456375839,0.01174496644295302,0.010067114093959731,0.003355704697986577,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Yuma Elementary District,0409600,Yuma County,04027,2-No,5-Title I schoolwide school,0403,Yes under Provision 2,1-Primary,561,558,299,262,18,4,471,3,54,0,11,040960000982,C W Mcgraw Elementary School,4499,Yuma Elementary District,33.0,2016,0,0.5329768270944741,0.46702317290552586,0.03208556149732621,0.0071301247771836,0.839572192513369,0.0053475935828877,0.0962566844919786,0.0,0.0196078431372549,0.9946524064171123,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Apache Junction Unified District,0400790,Pinal County,04021,2-No,5-Title I schoolwide school,0404,Yes participating without using any Provision or the CEO,2-Middle,713,527,356,357,10,8,217,14,452,0,12,040079000040,Cactus Canyon Junior High,4443,Apache Junction Unified District,25.0,2016,0,0.4992987377279102,0.5007012622720898,0.014025245441795231,0.011220196353436185,0.30434782608695654,0.019635343618513323,0.6339410939691444,0.0,0.016830294530154277,0.7391304347826086,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
