State Name,Agency Name,Agency ID - NCES Assigned,County Name,County Number,Charter School,Title I School Status,Congressional Code,National School Lunch Program,School Level,Total Students All Grades (Excludes AE),Free and Reduced Lunch Students,Male Students,Female Students,American Indian/Alaska Native Students,Asian or Asian/Pacific Islander Students,Hispanic Students,Black or African American Students,White Students,Nat. Hawaiian or Other Pacific Isl. Students,Two or More Races Students,Full-Time Equivalent (FTE) Teachers,Pupil/Teacher Ratio,School ID - NCES Assigned,School Name,District Entity ID,District Name,Percent Passing,Subject
Arizona,Vail Unified District,"=""0408850""",Pima County,"=""04019""",2-No,6-Not a Title I school,"=""0402""",Yes participating without using any Provision or the CEO,2-Middle,458,114,224,234,4,4,147,18,265,1,19,26.10,17.55,"=""040885002551""",Corona Foothills Middle School,4413,Vail Unified District,64,English Language Arts
Arizona,Vail Unified District,"=""0408850""",Pima County,"=""04019""",2-No,6-Not a Title I school,"=""0402""",Yes participating without using any Provision or the CEO,2-Middle,458,114,224,234,4,4,147,18,265,1,19,26.10,17.55,"=""040885002551""",Corona Foothills Middle School,4413,Vail Unified District,74,Math
Arizona,Higley Unified School District,"=""0403780""",Maricopa County,"=""04013""",2-No,6-Not a Title I school,"=""0405""",Yes participating without using any Provision or the CEO,1-Primary,649,108,345,304,4,34,106,11,448,4,42,41.06,15.81,"=""040378001987""",Coronado Elementary School,4248,Higley Unified School District,67,English Language Arts
Arizona,Higley Unified School District,"=""0403780""",Maricopa County,"=""04013""",2-No,6-Not a Title I school,"=""0405""",Yes participating without using any Provision or the CEO,1-Primary,649,108,345,304,4,34,106,11,448,4,42,41.06,15.81,"=""040378001987""",Coronado Elementary School,4248,Higley Unified School District,66,Math
Arizona,Palominas Elementary District,"=""0405880""",Cochise County,"=""04003""",2-No,5-Title I schoolwide school,"=""0402""",Yes participating without using any Provision or the CEO,1-Primary,409,186,191,218,3,11,120,13,238,"=""0""",24,25.00,16.36,"=""040588001498""",Coronado Elementary School,4180,Palominas Elementary District,57,English Language Arts
Arizona,Palominas Elementary District,"=""0405880""",Cochise County,"=""04003""",2-No,5-Title I schoolwide school,"=""0402""",Yes participating without using any Provision or the CEO,1-Primary,409,186,191,218,3,11,120,13,238,"=""0""",24,25.00,16.36,"=""040588001498""",Coronado Elementary School,4180,Palominas Elementary District,61,Math
Arizona,St Johns Unified District,"=""0408080""",Apache County,"=""04001""",2-No,6-Not a Title I school,"=""0401""",Yes participating without using any Provision or the CEO,1-Primary,245,–,122,123,20,4,65,4,147,3,2,14.71,16.66,"=""040808000702""",Coronado Elementary School,4153,St Johns Unified District,55,English Language Arts
Arizona,St Johns Unified District,"=""0408080""",Apache County,"=""04001""",2-No,6-Not a Title I school,"=""0401""",Yes participating without using any Provision or the CEO,1-Primary,245,–,122,123,20,4,65,4,147,3,2,14.71,16.66,"=""040808000702""",Coronado Elementary School,4153,St Johns Unified District,69,Math
Arizona,Scottsdale Unified District,"=""0407570""",Maricopa County,"=""04013""",2-No,5-Title I schoolwide school,"=""0409""",Yes participating without using any Provision or the CEO,3-High,1044,861,564,480,82,21,636,71,218,6,10,63.60,16.42,"=""040757000644""",Coronado High School,4240,Scottsdale Unified District,16,English Language Arts
Arizona,Scottsdale Unified District,"=""0407570""",Maricopa County,"=""04013""",2-No,5-Title I schoolwide school,"=""0409""",Yes participating without using any Provision or the CEO,3-High,1044,861,564,480,82,21,636,71,218,6,10,63.60,16.42,"=""040757000644""",Coronado High School,4240,Scottsdale Unified District,17,Math
Arizona,Amphitheater Unified District,"=""0400680""",Pima County,"=""04019""",2-No,5-Title I schoolwide school,"=""0401""",Yes participating without using any Provision or the CEO,1-Primary,895,–,453,442,7,6,373,14,479,3,13,51.06,17.53,"=""040068000021""",Coronado K-8 School,4406,Amphitheater Unified District,46,English Language Arts
Arizona,Amphitheater Unified District,"=""0400680""",Pima County,"=""04019""",2-No,5-Title I schoolwide school,"=""0401""",Yes participating without using any Provision or the CEO,1-Primary,895,–,453,442,7,6,373,14,479,3,13,51.06,17.53,"=""040068000021""",Coronado K-8 School,4406,Amphitheater Unified District,41,Math
Arizona,Litchfield Elementary District,"=""0404380""",Maricopa County,"=""04013""",2-No,5-Title I schoolwide school,"=""0403""",Yes participating without using any Provision or the CEO,1-Primary,814,407,396,418,8,30,424,76,241,1,34,35.00,23.26,"=""040438002342""",Corte Sierra Elementary School,4281,Litchfield Elementary District,52,English Language Arts
Arizona,Litchfield Elementary District,"=""0404380""",Maricopa County,"=""04013""",2-No,5-Title I schoolwide school,"=""0403""",Yes participating without using any Provision or the CEO,1-Primary,814,407,396,418,8,30,424,76,241,1,34,35.00,23.26,"=""040438002342""",Corte Sierra Elementary School,4281,Litchfield Elementary District,63,Math
Arizona,Glendale Union High School District,"=""0403450""",Maricopa County,"=""04013""",2-No,6-Not a Title I school,"=""0406""",Yes participating without using any Provision or the CEO,3-High,1197,–,613,584,60,87,673,134,220,6,17,58.20,20.57,"=""040345000277""",Cortez High School,4285,Glendale Union High School District,31,English Language Arts
Arizona,Glendale Union High School District,"=""0403450""",Maricopa County,"=""04013""",2-No,6-Not a Title I school,"=""0406""",Yes participating without using any Provision or the CEO,3-High,1197,–,613,584,60,87,673,134,220,6,17,58.20,20.57,"=""040345000277""",Cortez High School,4285,Glendale Union High School District,41,Math
Arizona,Higley Unified School District,"=""0403780""",Maricopa County,"=""04013""",2-No,6-Not a Title I school,"=""0405""",Yes participating without using any Provision or the CEO,1-Primary,924,136,481,443,3,11,151,35,668,7,49,40.67,22.72,"=""040378002663""",Cortina Elementary,4248,Higley Unified School District,73,English Language Arts
Arizona,Higley Unified School District,"=""0403780""",Maricopa County,"=""04013""",2-No,6-Not a Title I school,"=""0405""",Yes participating without using any Provision or the CEO,1-Primary,924,136,481,443,3,11,151,35,668,7,49,40.67,22.72,"=""040378002663""",Cortina Elementary,4248,Higley Unified School District,74,Math
Arizona,Peoria Unified School District,"=""0406250""",Maricopa County,"=""04013""",2-No,5-Title I schoolwide school,"=""0408""",Yes participating without using any Provision or the CEO,1-Primary,906,530,466,440,13,38,461,56,311,"=""0""",27,48.17,18.81,"=""040625001242""",Cotton Boll School,4237,Peoria Unified School District,37,English Language Arts
Arizona,Peoria Unified School District,"=""0406250""",Maricopa County,"=""04013""",2-No,5-Title I schoolwide school,"=""0408""",Yes participating without using any Provision or the CEO,1-Primary,906,530,466,440,13,38,461,56,311,"=""0""",27,48.17,18.81,"=""040625001242""",Cotton Boll School,4237,Peoria Unified School District,33,Math
ARIZONA,Colorado City Unified District,"=""0400021""",Mohave County,"=""04015""",2-No,5-Title I schoolwide school,"=""0404""",Yes participating without using any Provision or the CEO,1-Primary,302,201,164,138,1,"=""0""",1,"=""0""",298,"=""0""",2,13.00,23.23,"=""040002103446""",Cottonwood Elementary,4370,Colorado City Unified District,62,English Language Arts
ARIZONA,Colorado City Unified District,"=""0400021""",Mohave County,"=""04015""",2-No,5-Title I schoolwide school,"=""0404""",Yes participating without using any Provision or the CEO,1-Primary,302,201,164,138,1,"=""0""",1,"=""0""",298,"=""0""",2,13.00,23.23,"=""040002103446""",Cottonwood Elementary,4370,Colorado City Unified District,61,Math
Arizona,Vail Unified District,"=""0408850""",Pima County,"=""04019""",2-No,6-Not a Title I school,"=""0402""",Yes participating without using any Provision or the CEO,1-Primary,609,187,313,296,7,21,230,26,285,1,39,35.07,17.37,"=""040885002193""",Cottonwood Elementary School,4413,Vail Unified District,59,English Language Arts
Arizona,Vail Unified District,"=""0408850""",Pima County,"=""04019""",2-No,6-Not a Title I school,"=""0402""",Yes participating without using any Provision or the CEO,1-Primary,609,187,313,296,7,21,230,26,285,1,39,35.07,17.37,"=""040885002193""",Cottonwood Elementary School,4413,Vail Unified District,66,Math
Arizona,Casa Grande Elementary District,"=""0401710""",Pinal County,"=""04021""",2-No,5-Title I schoolwide school,"=""0401""",Yes under Community Eligibility Option (CEO),1-Primary,464,–,238,226,36,2,278,28,81,"=""0""",39,22.50,20.62,"=""040171000107""",Cottonwood Elementary School,4446,Casa Grande Elementary District,24,English Language Arts
Arizona,Casa Grande Elementary District,"=""0401710""",Pinal County,"=""04021""",2-No,5-Title I schoolwide school,"=""0401""",Yes under Community Eligibility Option (CEO),1-Primary,464,–,238,226,36,2,278,28,81,"=""0""",39,22.50,20.62,"=""040171000107""",Cottonwood Elementary School,4446,Casa Grande Elementary District,22,Math
Arizona,Country Gardens Charter Schools,"=""0400429""",Maricopa County,"=""04013""",1-Yes,5-Title I schoolwide school,"=""0407""",No,4-Other,444,274,†,†,–,–,–,–,–,–,–,–,†,"=""040042901994""",Country Gardens Charter School,79074,Country Gardens Charter Schools,31,English Language Arts
Arizona,Country Gardens Charter Schools,"=""0400429""",Maricopa County,"=""04013""",1-Yes,5-Title I schoolwide school,"=""0407""",No,4-Other,444,274,†,†,–,–,–,–,–,–,–,–,†,"=""040042901994""",Country Gardens Charter School,79074,Country Gardens Charter Schools,23,Math
Arizona,Peoria Unified School District,"=""0406250""",Maricopa County,"=""04013""",2-No,5-Title I schoolwide school,"=""0408""",Yes participating without using any Provision or the CEO,1-Primary,1141,837,561,580,10,11,583,40,435,7,55,59.50,19.18,"=""040625001982""",Country Meadows Elementary School,4237,Peoria Unified School District,31,English Language Arts
Arizona,Peoria Unified School District,"=""0406250""",Maricopa County,"=""04013""",2-No,5-Title I schoolwide school,"=""0408""",Yes participating without using any Provision or the CEO,1-Primary,1141,837,561,580,10,11,583,40,435,7,55,59.50,19.18,"=""040625001982""",Country Meadows Elementary School,4237,Peoria Unified School District,32,Math
Arizona,Littleton Elementary District,"=""0404440""",Maricopa County,"=""04013""",2-No,5-Title I schoolwide school,"=""0403""",Yes participating without using any Provision or the CEO,1-Primary,919,795,462,457,11,4,739,75,56,6,28,48.50,18.95,"=""040444002497""",Country Place Elementary,4278,Littleton Elementary District,31,English Language Arts
Arizona,Littleton Elementary District,"=""0404440""",Maricopa County,"=""04013""",2-No,5-Title I schoolwide school,"=""0403""",Yes participating without using any Provision or the CEO,1-Primary,919,795,462,457,11,4,739,75,56,6,28,48.50,18.95,"=""040444002497""",Country Place Elementary,4278,Littleton Elementary District,30,Math
Arizona,Dysart Unified District,"=""0402690""",Maricopa County,"=""04013""",2-No,4-Title I schoolwide eligible school-No program,"=""0408""",Yes participating without using any Provision or the CEO,1-Primary,812,395,426,386,10,14,239,51,443,1,54,43.50,18.67,"=""040269002340""",Countryside Elementary School,4243,Dysart Unified District,39,English Language Arts
Arizona,Dysart Unified District,"=""0402690""",Maricopa County,"=""04013""",2-No,4-Title I schoolwide eligible school-No program,"=""0408""",Yes participating without using any Provision or the CEO,1-Primary,812,395,426,386,10,14,239,51,443,1,54,43.50,18.67,"=""040269002340""",Countryside Elementary School,4243,Dysart Unified District,37,Math
Arizona,Bullhead City School District,"=""0401500""",Mohave County,"=""04015""",2-No,5-Title I schoolwide school,"=""0404""",Yes under Community Eligibility Option (CEO),1-Primary,517,510,278,239,5,1,261,7,228,1,14,32.50,15.91,"=""040150000855""",Coyote Canyon School,4378,Bullhead City School District,28,English Language Arts
Arizona,Bullhead City School District,"=""0401500""",Mohave County,"=""04015""",2-No,5-Title I schoolwide school,"=""0404""",Yes under Community Eligibility Option (CEO),1-Primary,517,510,278,239,5,1,261,7,228,1,14,32.50,15.91,"=""040150000855""",Coyote Canyon School,4378,Bullhead City School District,29,Math
Arizona,Peoria Unified School District,"=""0406250""",Maricopa County,"=""04013""",2-No,1-Title I targeted assistance eligible school-No program,"=""0408""",Yes participating without using any Provision or the CEO,1-Primary,834,160,430,404,3,10,133,21,625,2,40,55.50,15.03,"=""040625001983""",Coyote Hills Elementary School,4237,Peoria Unified School District,51,English Language Arts
Arizona,Peoria Unified School District,"=""0406250""",Maricopa County,"=""04013""",2-No,1-Title I targeted assistance eligible school-No program,"=""0408""",Yes participating without using any Provision or the CEO,1-Primary,834,160,430,404,3,10,133,21,625,2,40,55.50,15.03,"=""040625001983""",Coyote Hills Elementary School,4237,Peoria Unified School District,59,Math
Arizona,Glendale Elementary District,"=""0403420""",Maricopa County,"=""04013""",2-No,5-Title I schoolwide school,"=""0407""",Yes participating without using any Provision or the CEO,1-Primary,819,723,459,360,10,26,626,65,77,4,11,39.50,20.73,"=""040342002121""",Coyote Ridge,4271,Glendale Elementary District,30,English Language Arts
Arizona,Glendale Elementary District,"=""0403420""",Maricopa County,"=""04013""",2-No,5-Title I schoolwide school,"=""0407""",Yes participating without using any Provision or the CEO,1-Primary,819,723,459,360,10,26,626,65,77,4,11,39.50,20.73,"=""040342002121""",Coyote Ridge,4271,Glendale Elementary District,28,Math
Arizona,Humboldt Unified District,"=""0403870""",Yavapai County,"=""04025""",2-No,5-Title I schoolwide school,"=""0404""",Yes participating without using any Provision or the CEO,1-Primary,558,285,271,287,5,2,134,5,382,2,28,29.15,19.14,"=""040387000381""",Coyote Springs Elementary School,4469,Humboldt Unified District,55,English Language Arts
Arizona,Humboldt Unified District,"=""0403870""",Yavapai County,"=""04025""",2-No,5-Title I schoolwide school,"=""0404""",Yes participating without using any Provision or the CEO,1-Primary,558,285,271,287,5,2,134,5,382,2,28,29.15,19.14,"=""040387000381""",Coyote Springs Elementary School,4469,Humboldt Unified District,51,Math
Arizona,Marana Unified District,"=""0404630""",Pima County,"=""04019""",2-No,1-Title I targeted assistance eligible school-No program,"=""0401""",Yes participating without using any Provision or the CEO,1-Primary,491,171,248,243,5,19,190,2,254,"=""0""",21,31.00,15.84,"=""040463000984""",Coyote Trail Elementary School,4404,Marana Unified District,55,English Language Arts
Arizona,Marana Unified District,"=""0404630""",Pima County,"=""04019""",2-No,1-Title I targeted assistance eligible school-No program,"=""0401""",Yes participating without using any Provision or the CEO,1-Primary,491,171,248,243,5,19,190,2,254,"=""0""",21,31.00,15.84,"=""040463000984""",Coyote Trail Elementary School,4404,Marana Unified District,51,Math
Arizona,Whiteriver Unified District,"=""0409160""",Navajo County,"=""04017""",2-No,5-Title I schoolwide school,"=""0401""",Yes under Community Eligibility Option (CEO),1-Primary,285,285,143,142,279,"=""0""","=""0""","=""0""","=""0""","=""0""",6,20.00,14.25,"=""040916001768""",Cradleboard School,4394,Whiteriver Unified District,15,English Language Arts
Arizona,Whiteriver Unified District,"=""0409160""",Navajo County,"=""04017""",2-No,5-Title I schoolwide school,"=""0401""",Yes under Community Eligibility Option (CEO),1-Primary,285,285,143,142,279,"=""0""","=""0""","=""0""","=""0""","=""0""",6,20.00,14.25,"=""040916001768""",Cradleboard School,4394,Whiteriver Unified District,13,Math
Arizona,Tucson Unified District,"=""0408800""",Pima County,"=""04019""",2-No,5-Title I schoolwide school,"=""0402""",Yes participating without using any Provision or the CEO,1-Primary,332,263,189,143,7,8,178,28,87,"=""0""",24,21.10,15.73,"=""040880001269""",Cragin Elementary School,4403,Tucson Unified District,31,English Language Arts
Arizona,Tucson Unified District,"=""0408800""",Pima County,"=""04019""",2-No,5-Title I schoolwide school,"=""0402""",Yes participating without using any Provision or the CEO,1-Primary,332,263,189,143,7,8,178,28,87,"=""0""",24,21.10,15.73,"=""040880001269""",Cragin Elementary School,4403,Tucson Unified District,42,Math
ARIZONA,Crane Elementary District,"=""0402400""",Yuma County,"=""04027""",2-No,†,"=""0403""",No,1-Primary,"=""0""",–,"=""0""","=""0""","=""0""","=""0""","=""0""","=""0""","=""0""","=""0""","=""0""",–,†,"=""040240003521""",Crane iLearning Academy,4501,Crane Elementary District,*,English Language Arts
ARIZONA,Crane Elementary District,"=""0402400""",Yuma County,"=""04027""",2-No,†,"=""0403""",No,1-Primary,"=""0""",–,"=""0""","=""0""","=""0""","=""0""","=""0""","=""0""","=""0""","=""0""","=""0""",–,†,"=""040240003521""",Crane iLearning Academy,4501,Crane Elementary District,*,Math
Arizona,Crane Elementary District,"=""0402400""",Yuma County,"=""04027""",2-No,5-Title I schoolwide school,"=""0403""",Yes participating without using any Provision or the CEO,2-Middle,786,783,383,403,7,10,650,16,90,4,9,33.50,23.46,"=""040240000014""",Crane Middle School,4501,Crane Elementary District,38,English Language Arts
Arizona,Crane Elementary District,"=""0402400""",Yuma County,"=""04027""",2-No,5-Title I schoolwide school,"=""0403""",Yes participating without using any Provision or the CEO,2-Middle,786,783,383,403,7,10,650,16,90,4,9,33.50,23.46,"=""040240000014""",Crane Middle School,4501,Crane Elementary District,39,Math
Arizona,Sunnyside Unified District,"=""0408170""",Pima County,"=""04019""",2-No,5-Title I schoolwide school,"=""0403""",Yes participating without using any Provision or the CEO,1-Primary,628,483,341,287,7,10,490,33,71,"=""0""",17,26.00,24.15,"=""040817000710""",Craycroft Elementary School,4407,Sunnyside Unified District,29,English Language Arts
Arizona,Sunnyside Unified District,"=""0408170""",Pima County,"=""04019""",2-No,5-Title I schoolwide school,"=""0403""",Yes participating without using any Provision or the CEO,1-Primary,628,483,341,287,7,10,490,33,71,"=""0""",17,26.00,24.15,"=""040817000710""",Craycroft Elementary School,4407,Sunnyside Unified District,29,Math
Arizona,Mesa Unified District,"=""0404970""",Maricopa County,"=""04013""",2-No,5-Title I schoolwide school,"=""0409""",Yes participating without using any Provision or the CEO,1-Primary,587,335,303,284,26,2,243,45,251,5,15,32.45,18.09,"=""040497001074""",Crismon Elementary School,4235,Mesa Unified District,41,English Language Arts
Arizona,Mesa Unified District,"=""0404970""",Maricopa County,"=""04013""",2-No,5-Title I schoolwide school,"=""0409""",Yes participating without using any Provision or the CEO,1-Primary,587,335,303,284,26,2,243,45,251,5,15,32.45,18.09,"=""040497001074""",Crismon Elementary School,4235,Mesa Unified District,49,Math
Arizona,Crown Charter School  Inc,"=""0400323""",Maricopa County,"=""04013""",1-Yes,6-Not a Title I school,"=""0408""",No,1-Primary,328,–,145,183,2,22,130,49,109,3,13,–,†,"=""040032302159""",Crown Charter School,79443,"Crown Charter School, Inc",88,English Language Arts
Arizona,Crown Charter School  Inc,"=""0400323""",Maricopa County,"=""04013""",1-Yes,6-Not a Title I school,"=""0408""",No,1-Primary,328,–,145,183,2,22,130,49,109,3,13,–,†,"=""040032302159""",Crown Charter School,79443,"Crown Charter School, Inc",76,Math
Arizona,Crown King Elementary District,"=""0402460""",Yavapai County,"=""04025""",2-No,6-Not a Title I school,"=""0404""",No,1-Primary,6,‡,"=""0""",6,"=""0""","=""0""","=""0""","=""0""",6,"=""0""","=""0""","=""0.00""",†,"=""040246000182""",Crown King Elementary School,4483,Crown King Elementary District,*,English Language Arts
Arizona,Crown King Elementary District,"=""0402460""",Yavapai County,"=""04025""",2-No,6-Not a Title I school,"=""0404""",No,1-Primary,6,‡,"=""0""",6,"=""0""","=""0""","=""0""","=""0""",6,"=""0""","=""0""","=""0.00""",†,"=""040246000182""",Crown King Elementary School,4483,Crown King Elementary District,*,Math
Arizona,James Sandoval Preparatory High School,"=""0400332""",Maricopa County,"=""04013""",1-Yes,5-Title I schoolwide school,"=""0407""",Yes participating without using any Provision or the CEO,3-High,97,86,48,49,3,"=""0""",86,3,5,"=""0""","=""0""",–,†,"=""040033202165""",Crown Point High School,79475,James Sandoval Preparatory High School,*,English Language Arts
Arizona,James Sandoval Preparatory High School,"=""0400332""",Maricopa County,"=""04013""",1-Yes,5-Title I schoolwide school,"=""0407""",Yes participating without using any Provision or the CEO,3-High,97,86,48,49,3,"=""0""",86,3,5,"=""0""","=""0""",–,†,"=""040033202165""",Crown Point High School,79475,James Sandoval Preparatory High School,8,Math
Arizona,Colorado River Union High School District,"=""0400082""",Mohave County,"=""04015""",2-No,3-Title I schoolwide eligible-Title I targeted assistance program,"=""0404""",No,3-High,198,116,104,94,2,1,90,6,94,"=""0""",5,2.00,99.00,"=""040008203225""",CRUHSD Academy,4381,Colorado River Union High School District,15,English Language Arts
Arizona,Colorado River Union High School District,"=""0400082""",Mohave County,"=""04015""",2-No,3-Title I schoolwide eligible-Title I targeted assistance program,"=""0404""",No,3-High,198,116,104,94,2,1,90,6,94,"=""0""",5,2.00,99.00,"=""040008203225""",CRUHSD Academy,4381,Colorado River Union High School District,9,Math
Arizona,Tempe School District,"=""0408310""",Maricopa County,"=""04013""",2-No,5-Title I schoolwide school,"=""0409""",Yes participating without using any Provision or the CEO,1-Primary,541,460,268,273,51,10,283,90,81,5,21,34.57,15.65,"=""040831000769""",Curry Elementary School,4258,Tempe School District,36,English Language Arts
Arizona,Tempe School District,"=""0408310""",Maricopa County,"=""04013""",2-No,5-Title I schoolwide school,"=""0409""",Yes participating without using any Provision or the CEO,1-Primary,541,460,268,273,51,10,283,90,81,5,21,34.57,15.65,"=""040831000769""",Curry Elementary School,4258,Tempe School District,30,Math
Arizona,Graham County Special Services,"=""0402480""",Graham County,"=""04009""",2-No,5-Title I schoolwide school,"=""0401""",Yes participating without using any Provision or the CEO,4-Other,100,28,63,37,11,"=""0""",20,"=""0""",65,"=""0""",4,8.00,12.50,"=""040248001210""",Dan Hinton Accommodation School,4217,Graham County Special Services,36,English Language Arts
Arizona,Graham County Special Services,"=""0402480""",Graham County,"=""04009""",2-No,5-Title I schoolwide school,"=""0401""",Yes participating without using any Provision or the CEO,4-Other,100,28,63,37,11,"=""0""",20,"=""0""",65,"=""0""",4,8.00,12.50,"=""040248001210""",Dan Hinton Accommodation School,4217,Graham County Special Services,29,Math
Arizona,Hyder Elementary District,"=""0403900""",Yuma County,"=""04027""",2-No,5-Title I schoolwide school,"=""0404""",Yes under Provision 2,1-Primary,85,82,43,42,"=""0""","=""0""",67,"=""0""",17,"=""0""",1,9.00,9.44,"=""040390000309""",Dateland Elementary School,4502,Hyder Elementary District,45,English Language Arts
Arizona,Hyder Elementary District,"=""0403900""",Yuma County,"=""04027""",2-No,5-Title I schoolwide school,"=""0404""",Yes under Provision 2,1-Primary,85,82,43,42,"=""0""","=""0""",67,"=""0""",17,"=""0""",1,9.00,9.44,"=""040390000309""",Dateland Elementary School,4502,Hyder Elementary District,49,Math
Arizona,Balsz Elementary District,"=""0401050""",Maricopa County,"=""04013""",2-No,5-Title I schoolwide school,"=""0407""",Yes under Community Eligibility Option (CEO),1-Primary,467,99,232,235,21,5,270,114,42,1,14,27.50,16.98,"=""040105000055""",David Crockett Elementary School,4268,Balsz Elementary District,26,English Language Arts
Arizona,Balsz Elementary District,"=""0401050""",Maricopa County,"=""04013""",2-No,5-Title I schoolwide school,"=""0407""",Yes under Community Eligibility Option (CEO),1-Primary,467,99,232,235,21,5,270,114,42,1,14,27.50,16.98,"=""040105000055""",David Crockett Elementary School,4268,Balsz Elementary District,23,Math
Arizona,Tucson Unified District,"=""0408800""",Pima County,"=""04019""",2-No,5-Title I schoolwide school,"=""0402""",Yes participating without using any Provision or the CEO,1-Primary,278,245,148,130,20,5,153,24,52,5,19,18.00,15.44,"=""040880000878""",Davidson Elementary School,4403,Tucson Unified District,19,English Language Arts
Arizona,Tucson Unified District,"=""0408800""",Pima County,"=""04019""",2-No,5-Title I schoolwide school,"=""0402""",Yes participating without using any Provision or the CEO,1-Primary,278,245,148,130,20,5,153,24,52,5,19,18.00,15.44,"=""040880000878""",Davidson Elementary School,4403,Tucson Unified District,19,Math
Arizona,Tucson Unified District,"=""0408800""",Pima County,"=""04019""",2-No,5-Title I schoolwide school,"=""0403""",Yes participating without using any Provision or the CEO,1-Primary,311,145,148,163,6,1,238,5,51,"=""0""",10,18.10,17.18,"=""040880001452""",Davis Bilingual Magnet School,4403,Tucson Unified District,56,English Language Arts
Arizona,Tucson Unified District,"=""0408800""",Pima County,"=""04019""",2-No,5-Title I schoolwide school,"=""0403""",Yes participating without using any Provision or the CEO,1-Primary,311,145,148,163,6,1,238,5,51,"=""0""",10,18.10,17.18,"=""040880001452""",Davis Bilingual Magnet School,4403,Tucson Unified District,51,Math
Arizona,Deer Valley Charter Schools  Inc.,"=""0400278""",Maricopa County,"=""04013""",1-Yes,6-Not a Title I school,"=""0408""",No,3-High,18,–,12,6,"=""0""",1,3,"=""0""",14,"=""0""","=""0""",–,†,"=""040027802168""",Deer Valley Academy,79496,"Deer Valley Charter Schools, Inc.",*,English Language Arts
Arizona,Deer Valley Charter Schools  Inc.,"=""0400278""",Maricopa County,"=""04013""",1-Yes,6-Not a Title I school,"=""0408""",No,3-High,18,–,12,6,"=""0""",1,3,"=""0""",14,"=""0""","=""0""",–,†,"=""040027802168""",Deer Valley Academy,79496,"Deer Valley Charter Schools, Inc.",18,Math
Arizona,Deer Valley Unified District,"=""0407750""",Maricopa County,"=""04013""",2-No,1-Title I targeted assistance eligible school-No program,"=""0408""",Yes participating without using any Provision or the CEO,3-High,1698,645,847,851,23,28,421,76,1085,6,59,97.20,17.47,"=""040775001045""",Deer Valley High School,4246,Deer Valley Unified District,32,English Language Arts
Arizona,Deer Valley Unified District,"=""0407750""",Maricopa County,"=""04013""",2-No,1-Title I targeted assistance eligible school-No program,"=""0408""",Yes participating without using any Provision or the CEO,3-High,1698,645,847,851,23,28,421,76,1085,6,59,97.20,17.47,"=""040775001045""",Deer Valley High School,4246,Deer Valley Unified District,39,Math
Arizona,Deer Valley Unified District,"=""0407750""",Maricopa County,"=""04013""",2-No,5-Title I schoolwide school,"=""0406""",Yes participating without using any Provision or the CEO,2-Middle,594,413,295,299,8,13,252,45,256,4,16,27.00,22.00,"=""040775000676""",Deer Valley Middle School,4246,Deer Valley Unified District,28,English Language Arts
Arizona,Deer Valley Unified District,"=""0407750""",Maricopa County,"=""04013""",2-No,5-Title I schoolwide school,"=""0406""",Yes participating without using any Provision or the CEO,2-Middle,594,413,295,299,8,13,252,45,256,4,16,27.00,22.00,"=""040775000676""",Deer Valley Middle School,4246,Deer Valley Unified District,23,Math
Arizona,Marana Unified District,"=""0404630""",Pima County,"=""04019""",2-No,4-Title I schoolwide eligible school-No program,"=""0401""",Yes participating without using any Provision or the CEO,1-Primary,493,246,265,228,5,11,190,12,258,"=""0""",17,28.00,17.61,"=""040463001163""",Degrazia Elementary School,4404,Marana Unified District,50,English Language Arts
Arizona,Marana Unified District,"=""0404630""",Pima County,"=""04019""",2-No,4-Title I schoolwide eligible school-No program,"=""0401""",Yes participating without using any Provision or the CEO,1-Primary,493,246,265,228,5,11,190,12,258,"=""0""",17,28.00,17.61,"=""040463001163""",Degrazia Elementary School,4404,Marana Unified District,45,Math
Arizona,Chino Valley Unified District,"=""0400003""",Yavapai County,"=""04025""",2-No,3-Title I schoolwide eligible-Title I targeted assistance program,"=""0404""",Yes participating without using any Provision or the CEO,1-Primary,697,515,374,323,10,2,212,4,453,1,15,35.17,19.82,"=""040000300147""",Del Rio Elementary School,4474,Chino Valley Unified District,50,English Language Arts
Arizona,Chino Valley Unified District,"=""0400003""",Yavapai County,"=""04025""",2-No,3-Title I schoolwide eligible-Title I targeted assistance program,"=""0404""",Yes participating without using any Provision or the CEO,1-Primary,697,515,374,323,10,2,212,4,453,1,15,35.17,19.82,"=""040000300147""",Del Rio Elementary School,4474,Chino Valley Unified District,39,Math
Arizona,Scottsdale Unified District,"=""0407570""",Maricopa County,"=""04013""",2-No,1-Title I targeted assistance eligible school-No program,"=""0406""",Yes participating without using any Provision or the CEO,1-Primary,457,36,229,228,3,34,35,11,365,"=""0""",9,28.40,16.09,"=""040757001671""",Desert Canyon Elementary,4240,Scottsdale Unified District,80,English Language Arts
Arizona,Scottsdale Unified District,"=""0407570""",Maricopa County,"=""04013""",2-No,1-Title I targeted assistance eligible school-No program,"=""0406""",Yes participating without using any Provision or the CEO,1-Primary,457,36,229,228,3,34,35,11,365,"=""0""",9,28.40,16.09,"=""040757001671""",Desert Canyon Elementary,4240,Scottsdale Unified District,84,Math
