State Name,Agency Name,Agency ID - NCES Assigned,County Name,County Number,Charter School,Title I School Status,Congressional Code,School Level,Total Students All Grades (Excludes AE),Free and Reduced Lunch Students,Male Students,Female Students,American Indian/Alaska Native Students,Asian or Asian/Pacific Islander Students,Hispanic Students,Black or African American Students,White Students,Nat. Hawaiian or Other Pacific Isl. Students,Two or More Races Students,Full-Time Equivalent (FTE) Teachers,Pupil/Teacher Ratio,National School Lunch Program,School ID - NCES Assigned,School Name,District Entity ID,District Name,Percent Passing,Subject
Arizona,Casa Grande Elementary District,"=""0401710""",Pinal County,"=""04021""",2-No,5-Title I schoolwide school,"=""0401""",Elementary,446,378,235,211,54,1,281,14,81,"=""0""",15,23.50,18.98,Yes under Community Eligibility Option (CEO),"=""040171001027""",Mesquite Elementary School,4446,Casa Grande Elementary District,16,Math
Arizona,Gilbert Unified District,"=""0403400""",Maricopa County,"=""04013""",2-No,6-Not a Title I school,"=""0405""",High,1607,465,861,746,16,89,444,86,913,3,56,74.58,21.55,Yes participating without using any Provision or the CEO,"=""040340001670""",Mesquite High School,4239,Gilbert Unified District,35,English Language Arts
Arizona,Gilbert Unified District,"=""0403400""",Maricopa County,"=""04013""",2-No,6-Not a Title I school,"=""0405""",High,1607,465,861,746,16,89,444,86,913,3,56,74.58,21.55,Yes participating without using any Provision or the CEO,"=""040340001670""",Mesquite High School,4239,Gilbert Unified District,42,Math
Arizona,Gilbert Unified District,"=""0403400""",Maricopa County,"=""04013""",2-No,6-Not a Title I school,"=""0405""",Middle,980,499,497,483,17,26,369,42,481,4,41,46.87,20.91,Yes participating without using any Provision or the CEO,"=""040340001216""",Mesquite Jr High School,4239,Gilbert Unified District,35,English Language Arts
Arizona,Gilbert Unified District,"=""0403400""",Maricopa County,"=""04013""",2-No,6-Not a Title I school,"=""0405""",Middle,980,499,497,483,17,26,369,42,481,4,41,46.87,20.91,Yes participating without using any Provision or the CEO,"=""040340001216""",Mesquite Jr High School,4239,Gilbert Unified District,38,Math
Arizona,Morenci Unified District,"=""0405320""",Greenlee County,"=""04011""",2-No,6-Not a Title I school,"=""0401""",Elementary,682,286,359,323,22,6,398,7,230,"=""0""",19,36.25,18.81,Yes participating without using any Provision or the CEO,"=""040532000438""",Metcalf Elementary School,4230,Morenci Unified District,52,English Language Arts
Arizona,Morenci Unified District,"=""0405320""",Greenlee County,"=""04011""",2-No,6-Not a Title I school,"=""0401""",Elementary,682,286,359,323,22,6,398,7,230,"=""0""",19,36.25,18.81,Yes participating without using any Provision or the CEO,"=""040532000438""",Metcalf Elementary School,4230,Morenci Unified District,67,Math
Arizona,Phoenix Union High School District,"=""0406330""",Maricopa County,"=""04013""",2-No,6-Not a Title I school,"=""0407""",High,1775,1597,756,1019,2,7,1719,21,25,"=""0""",1,112.81,15.73,Yes participating without using any Provision or the CEO,"=""040633000539""",Metro Tech High School,4286,Phoenix Union High School District,26,English Language Arts
Arizona,Phoenix Union High School District,"=""0406330""",Maricopa County,"=""04013""",2-No,6-Not a Title I school,"=""0407""",High,1775,1597,756,1019,2,7,1719,21,25,"=""0""",1,112.81,15.73,Yes participating without using any Provision or the CEO,"=""040633000539""",Metro Tech High School,4286,Phoenix Union High School District,33,Math
Arizona,Metropolitan Arts Institute  Inc.,"=""0400238""",Maricopa County,"=""04013""",1-Yes,6-Not a Title I school,"=""0407""",High,225,–,57,168,3,2,84,9,112,1,14,–,†,No,"=""040023801854""",Metropolitan Arts Institute,5181,"Metropolitan Arts Institute, Inc.",53,English Language Arts
Arizona,Metropolitan Arts Institute  Inc.,"=""0400238""",Maricopa County,"=""04013""",1-Yes,6-Not a Title I school,"=""0407""",High,225,–,57,168,3,2,84,9,112,1,14,–,†,No,"=""040023801854""",Metropolitan Arts Institute,5181,"Metropolitan Arts Institute, Inc.",31,Math
Arizona,Mexicayotl Academy  Inc.,"=""0400150""",Pima County,"=""04019""",1-Yes,6-Not a Title I school,"=""0403""",Elementary,88,72,56,32,2,1,76,1,8,"=""0""","=""0""",–,†,Yes participating without using any Provision or the CEO,"=""040015003403""",Mexicayotl Academy,4463,"Mexicayotl Academy, Inc.",47,English Language Arts
Arizona,Mexicayotl Academy  Inc.,"=""0400150""",Pima County,"=""04019""",1-Yes,6-Not a Title I school,"=""0403""",Elementary,88,72,56,32,2,1,76,1,8,"=""0""","=""0""",–,†,Yes participating without using any Provision or the CEO,"=""040015003403""",Mexicayotl Academy,4463,"Mexicayotl Academy, Inc.",15,Math
Arizona,Mexicayotl Academy  Inc.,"=""0400150""",Santa Cruz County,"=""04023""",1-Yes,6-Not a Title I school,"=""0403""",Elementary,161,147,65,96,"=""0""","=""0""",160,"=""0""",1,"=""0""","=""0""",–,†,Yes participating without using any Provision or the CEO,"=""040015001793""",Mexicayotl Charter School,4463,"Mexicayotl Academy, Inc.",68,English Language Arts
Arizona,Mexicayotl Academy  Inc.,"=""0400150""",Santa Cruz County,"=""04023""",1-Yes,6-Not a Title I school,"=""0403""",Elementary,161,147,65,96,"=""0""","=""0""",160,"=""0""",1,"=""0""","=""0""",–,†,Yes participating without using any Provision or the CEO,"=""040015001793""",Mexicayotl Charter School,4463,"Mexicayotl Academy, Inc.",83,Math
Arizona,Miami Unified District,"=""0405030""",Gila County,"=""04007""",2-No,5-Title I schoolwide school,"=""0401""",High,448,250,232,216,17,1,221,6,190,2,11,19.65,22.80,Yes participating without using any Provision or the CEO,"=""040503001077""",Miami Junior Senior High School,4211,Miami Unified District,20,English Language Arts
Arizona,Miami Unified District,"=""0405030""",Gila County,"=""04007""",2-No,5-Title I schoolwide school,"=""0401""",High,448,250,232,216,17,1,221,6,190,2,11,19.65,22.80,Yes participating without using any Provision or the CEO,"=""040503001077""",Miami Junior Senior High School,4211,Miami Unified District,18,Math
Arizona,Avondale Elementary District,"=""0400960""",Maricopa County,"=""04013""",2-No,5-Title I schoolwide school,"=""0403""",Elementary,852,766,443,409,4,1,760,48,39,"=""0""","=""0""",46.00,18.52,Yes participating without using any Provision or the CEO,"=""040096000049""",Michael Anderson,4272,Avondale Elementary District,28,English Language Arts
Arizona,Avondale Elementary District,"=""0400960""",Maricopa County,"=""04013""",2-No,5-Title I schoolwide school,"=""0403""",Elementary,852,766,443,409,4,1,760,48,39,"=""0""","=""0""",46.00,18.52,Yes participating without using any Provision or the CEO,"=""040096000049""",Michael Anderson,4272,Avondale Elementary District,39,Math
Arizona,Vista Charter School,"=""0400391""",Maricopa County,"=""04013""",1-Yes,6-Not a Title I school,"=""0407""",High,23,–,11,12,"=""0""","=""0""",22,"=""0""",1,"=""0""","=""0""",–,†,No,"=""040039103074""",Midtown High School,79907,Vista Charter School,*,English Language Arts
Arizona,Vista Charter School,"=""0400391""",Maricopa County,"=""04013""",1-Yes,6-Not a Title I school,"=""0407""",High,23,–,11,12,"=""0""","=""0""",22,"=""0""",1,"=""0""","=""0""",–,†,No,"=""040039103074""",Midtown High School,79907,Vista Charter School,*,Math
Arizona,Midtown Primary School,"=""0400370""",Maricopa County,"=""04013""",1-Yes,5-Title I schoolwide school,"=""0407""",Elementary,116,98,40,76,2,12,51,19,21,1,10,–,†,Yes under Community Eligibility Option (CEO),"=""040037001597""",Midtown Primary School,79994,Midtown Primary School,31,English Language Arts
Arizona,Midtown Primary School,"=""0400370""",Maricopa County,"=""04013""",1-Yes,5-Title I schoolwide school,"=""0407""",Elementary,116,98,40,76,2,12,51,19,21,1,10,–,†,Yes under Community Eligibility Option (CEO),"=""040037001597""",Midtown Primary School,79994,Midtown Primary School,40,Math
Arizona,Tucson Unified District,"=""0408800""",Pima County,"=""04019""",2-No,6-Not a Title I school,"=""0403""",Elementary,311,105,171,140,3,8,189,5,89,"=""0""",17,23.20,13.41,Yes participating without using any Provision or the CEO,"=""040880000869""",Miles-Exploratory Learning Center,4403,Tucson Unified District,52,English Language Arts
Arizona,Tucson Unified District,"=""0408800""",Pima County,"=""04019""",2-No,6-Not a Title I school,"=""0403""",Elementary,311,105,171,140,3,8,189,5,89,"=""0""",17,23.20,13.41,Yes participating without using any Provision or the CEO,"=""040880000869""",Miles-Exploratory Learning Center,4403,Tucson Unified District,51,Math
Arizona,Milestones Charter School,"=""0400229""",Maricopa County,"=""04013""",1-Yes,6-Not a Title I school,"=""0406""",Elementary,248,22,143,105,2,125,23,7,83,"=""0""",8,–,†,Yes participating without using any Provision or the CEO,"=""040022901918""",Milestones Charter School,79207,Milestones Charter School,54,English Language Arts
Arizona,Milestones Charter School,"=""0400229""",Maricopa County,"=""04013""",1-Yes,6-Not a Title I school,"=""0406""",Elementary,248,22,143,105,2,125,23,7,83,"=""0""",8,–,†,Yes participating without using any Provision or the CEO,"=""040022901918""",Milestones Charter School,79207,Milestones Charter School,63,Math
Arizona,Agua Fria Union High School District,"=""0400450""",Maricopa County,"=""04013""",2-No,1-Title I targeted assistance eligible school-No program,"=""0408""",High,2287,640,1152,1135,19,115,890,267,906,16,74,106.20,21.53,Yes participating without using any Provision or the CEO,"=""040045001884""",Millennium High School,4289,Agua Fria Union High School District,44,English Language Arts
Arizona,Agua Fria Union High School District,"=""0400450""",Maricopa County,"=""04013""",2-No,1-Title I targeted assistance eligible school-No program,"=""0408""",High,2287,640,1152,1135,19,115,890,267,906,16,74,106.20,21.53,Yes participating without using any Provision or the CEO,"=""040045001884""",Millennium High School,4289,Agua Fria Union High School District,38,Math
Arizona,Tucson Unified District,"=""0408800""",Pima County,"=""04019""",2-No,6-Not a Title I school,"=""0403""",Elementary,538,430,291,247,45,2,450,11,22,"=""0""",8,29.00,18.55,Yes participating without using any Provision or the CEO,"=""040880001112""",Miller Elementary School,4403,Tucson Unified District,26,English Language Arts
Arizona,Tucson Unified District,"=""0408800""",Pima County,"=""04019""",2-No,6-Not a Title I school,"=""0403""",Elementary,538,430,291,247,45,2,450,11,22,"=""0""",8,29.00,18.55,Yes participating without using any Provision or the CEO,"=""040880001112""",Miller Elementary School,4403,Tucson Unified District,27,Math
Arizona,Mingus Union High School District,"=""0405070""",Yavapai County,"=""04025""",2-No,1-Title I targeted assistance eligible school-No program,"=""0404""",High,7,‡,1,6,1,"=""0""",1,"=""0""",4,"=""0""",1,"=""0.00""",†,No,"=""040507003308""",Mingus Online Academy,4488,Mingus Union High School District,33,English Language Arts
Arizona,Mingus Union High School District,"=""0405070""",Yavapai County,"=""04025""",2-No,1-Title I targeted assistance eligible school-No program,"=""0404""",High,7,‡,1,6,1,"=""0""",1,"=""0""",4,"=""0""",1,"=""0.00""",†,No,"=""040507003308""",Mingus Online Academy,4488,Mingus Union High School District,29,Math
Arizona,Mingus Springs Charter School,"=""0400090""",Yavapai County,"=""04025""",1-Yes,5-Title I schoolwide school,"=""0404""",Elementary,150,88,80,70,1,"=""0""",31,"=""0""",114,"=""0""",4,–,†,Yes participating without using any Provision or the CEO,"=""040009001066""",Mingus Springs Charter School,4493,Mingus Springs Charter School,36,English Language Arts
Arizona,Mingus Springs Charter School,"=""0400090""",Yavapai County,"=""04025""",1-Yes,5-Title I schoolwide school,"=""0404""",Elementary,150,88,80,70,1,"=""0""",31,"=""0""",114,"=""0""",4,–,†,Yes participating without using any Provision or the CEO,"=""040009001066""",Mingus Springs Charter School,4493,Mingus Springs Charter School,27,Math
Arizona,Mingus Union High School District,"=""0405070""",Yavapai County,"=""04025""",2-No,5-Title I schoolwide school,"=""0404""",High,1164,814,609,555,29,7,425,8,673,"=""0""",22,56.20,20.71,Yes participating without using any Provision or the CEO,"=""040507000430""",Mingus Union High School,4488,Mingus Union High School District,22,English Language Arts
Arizona,Mingus Union High School District,"=""0405070""",Yavapai County,"=""04025""",2-No,5-Title I schoolwide school,"=""0404""",High,1164,814,609,555,29,7,425,8,673,"=""0""",22,56.20,20.71,Yes participating without using any Provision or the CEO,"=""040507000430""",Mingus Union High School,4488,Mingus Union High School District,25,Math
Arizona,Deer Valley Unified District,"=""0407750""",Maricopa County,"=""04013""",2-No,5-Title I schoolwide school,"=""0406""",Elementary,486,257,246,240,7,13,150,18,286,2,10,32.60,14.91,Yes participating without using any Provision or the CEO,"=""040775001047""",Mirage Elementary School,4246,Deer Valley Unified District,47,English Language Arts
Arizona,Deer Valley Unified District,"=""0407750""",Maricopa County,"=""04013""",2-No,5-Title I schoolwide school,"=""0406""",Elementary,486,257,246,240,7,13,150,18,286,2,10,32.60,14.91,Yes participating without using any Provision or the CEO,"=""040775001047""",Mirage Elementary School,4246,Deer Valley Unified District,48,Math
Arizona,Sunnyside Unified District,"=""0408170""",Pima County,"=""04019""",2-No,5-Title I schoolwide school,"=""0403""",Elementary,668,574,364,304,9,"=""0""",636,6,12,"=""0""",5,30.70,21.76,Yes participating without using any Provision or the CEO,"=""040817000735""",Mission Manor Elementary School,4407,Sunnyside Unified District,27,English Language Arts
Arizona,Sunnyside Unified District,"=""0408170""",Pima County,"=""04019""",2-No,5-Title I schoolwide school,"=""0403""",Elementary,668,574,364,304,9,"=""0""",636,6,12,"=""0""",5,30.70,21.76,Yes participating without using any Provision or the CEO,"=""040817000735""",Mission Manor Elementary School,4407,Sunnyside Unified District,34,Math
Arizona,Little Lamb Community School,"=""0400217""",Maricopa County,"=""04013""",1-Yes,6-Not a Title I school,"=""0406""",Elementary,242,–,"=""0""","=""0""","=""0""","=""0""","=""0""","=""0""","=""0""","=""0""","=""0""",–,†,No,"=""040021702010""",Mission Montessori Academy,79050,Little Lamb Community School,74,English Language Arts
Arizona,Little Lamb Community School,"=""0400217""",Maricopa County,"=""04013""",1-Yes,6-Not a Title I school,"=""0406""",Elementary,242,–,"=""0""","=""0""","=""0""","=""0""","=""0""","=""0""","=""0""","=""0""","=""0""",–,†,No,"=""040021702010""",Mission Montessori Academy,79050,Little Lamb Community School,72,Math
Arizona,Tucson Unified District,"=""0408800""",Pima County,"=""04019""",2-No,6-Not a Title I school,"=""0403""",Elementary,191,173,105,86,17,"=""0""",172,"=""0""",1,"=""0""",1,11.01,17.35,Yes participating without using any Provision or the CEO,"=""040880000870""",Mission View Elementary School,4403,Tucson Unified District,36,English Language Arts
Arizona,Tucson Unified District,"=""0408800""",Pima County,"=""04019""",2-No,6-Not a Title I school,"=""0403""",Elementary,191,173,105,86,17,"=""0""",172,"=""0""",1,"=""0""",1,11.01,17.35,Yes participating without using any Provision or the CEO,"=""040880000870""",Mission View Elementary School,4403,Tucson Unified District,35,Math
Arizona,Isaac Elementary District,"=""0403960""",Maricopa County,"=""04013""",2-No,6-Not a Title I school,"=""0407""",Elementary,589,482,305,284,4,2,536,30,14,"=""0""",3,32.00,18.41,Yes under Community Eligibility Option (CEO),"=""040396000316""",Mitchell Elementary School,4259,Isaac Elementary District,24,English Language Arts
Arizona,Isaac Elementary District,"=""0403960""",Maricopa County,"=""04013""",2-No,6-Not a Title I school,"=""0407""",Elementary,589,482,305,284,4,2,536,30,14,"=""0""",3,32.00,18.41,Yes under Community Eligibility Option (CEO),"=""040396000316""",Mitchell Elementary School,4259,Isaac Elementary District,23,Math
Arizona,Mobile Elementary District,"=""0405100""",Maricopa County,"=""04013""",2-No,6-Not a Title I school,"=""0403""",Elementary,19,15,10,9,"=""0""","=""0""",4,5,9,"=""0""",1,3.90,4.87,Yes participating without using any Provision or the CEO,"=""040510000431""",Mobile Elementary School,4253,Mobile Elementary District,73,English Language Arts
Arizona,Mobile Elementary District,"=""0405100""",Maricopa County,"=""04013""",2-No,6-Not a Title I school,"=""0403""",Elementary,19,15,10,9,"=""0""","=""0""",4,5,9,"=""0""",1,3.90,4.87,Yes participating without using any Provision or the CEO,"=""040510000431""",Mobile Elementary School,4253,Mobile Elementary District,45,Math
Arizona,Heber-Overgaard Unified District,"=""0400026""",Navajo County,"=""04017""",2-No,6-Not a Title I school,"=""0401""",High,124,53,62,62,6,1,14,2,98,"=""0""",3,3.20,38.75,Yes participating without using any Provision or the CEO,"=""040002601460""",Mogollon High School,4392,Heber-Overgaard Unified District,33,English Language Arts
Arizona,Heber-Overgaard Unified District,"=""0400026""",Navajo County,"=""04017""",2-No,6-Not a Title I school,"=""0401""",High,124,53,62,62,6,1,14,2,98,"=""0""",3,3.20,38.75,Yes participating without using any Provision or the CEO,"=""040002601460""",Mogollon High School,4392,Heber-Overgaard Unified District,31,Math
Arizona,Heber-Overgaard Unified District,"=""0400026""",Navajo County,"=""04017""",2-No,6-Not a Title I school,"=""0401""",Middle,83,–,41,42,3,1,12,1,65,"=""0""",1,1.20,69.17,No,"=""040002601459""",Mogollon Jr High School,4392,Heber-Overgaard Unified District,38,English Language Arts
Arizona,Heber-Overgaard Unified District,"=""0400026""",Navajo County,"=""04017""",2-No,6-Not a Title I school,"=""0401""",Middle,83,–,41,42,3,1,12,1,65,"=""0""",1,1.20,69.17,No,"=""040002601459""",Mogollon Jr High School,4392,Heber-Overgaard Unified District,31,Math
Arizona,Mohave Accelerated Elementary School  Inc.,"=""0400413""",Mohave County,"=""04015""",1-Yes,6-Not a Title I school,"=""0404""",Elementary,402,–,196,206,4,9,132,7,245,2,3,–,†,Yes participating without using any Provision or the CEO,"=""040041302411""",Mohave Accelerated Elementary School,85516,"Mohave Accelerated Elementary School, Inc.",53,English Language Arts
Arizona,Mohave Accelerated Elementary School  Inc.,"=""0400413""",Mohave County,"=""04015""",1-Yes,6-Not a Title I school,"=""0404""",Elementary,402,–,196,206,4,9,132,7,245,2,3,–,†,Yes participating without using any Provision or the CEO,"=""040041302411""",Mohave Accelerated Elementary School,85516,"Mohave Accelerated Elementary School, Inc.",60,Math
Arizona,Mohave Accelerated Elementary School  Inc.,"=""0400413""",Mohave County,"=""04015""",1-Yes,6-Not a Title I school,"=""0404""",Elementary,123,–,57,66,"=""0""",6,25,"=""0""",90,"=""0""",2,–,†,Yes participating without using any Provision or the CEO,"=""040041302986""",Mohave Accelerated Elementary School East,85516,"Mohave Accelerated Elementary School, Inc.",67,English Language Arts
Arizona,Mohave Accelerated Elementary School  Inc.,"=""0400413""",Mohave County,"=""04015""",1-Yes,6-Not a Title I school,"=""0404""",Elementary,123,–,57,66,"=""0""",6,25,"=""0""",90,"=""0""",2,–,†,Yes participating without using any Provision or the CEO,"=""040041302986""",Mohave Accelerated Elementary School East,85516,"Mohave Accelerated Elementary School, Inc.",67,Math
Arizona,Mohave Accelerated Learning Center,"=""0400280""",Mohave County,"=""04015""",1-Yes,6-Not a Title I school,"=""0404""",High,475,308,218,257,2,2,151,6,303,1,10,–,†,Yes participating without using any Provision or the CEO,"=""040028002186""",Mohave Accelerated Learning Center,79498,Mohave Accelerated Learning Center,42,English Language Arts
Arizona,Mohave Accelerated Learning Center,"=""0400280""",Mohave County,"=""04015""",1-Yes,6-Not a Title I school,"=""0404""",High,475,308,218,257,2,2,151,6,303,1,10,–,†,Yes participating without using any Provision or the CEO,"=""040028002186""",Mohave Accelerated Learning Center,79498,Mohave Accelerated Learning Center,48,Math
Arizona,Colorado River Union High School District,"=""0400082""",Mohave County,"=""04015""",2-No,5-Title I schoolwide school,"=""0404""",High,1152,610,586,566,7,11,520,23,553,"=""0""",38,58.17,19.80,Yes participating without using any Provision or the CEO,"=""040008201457""",Mohave High School,4381,Colorado River Union High School District,26,English Language Arts
Arizona,Colorado River Union High School District,"=""0400082""",Mohave County,"=""04015""",2-No,5-Title I schoolwide school,"=""0404""",High,1152,610,586,566,7,11,520,23,553,"=""0""",38,58.17,19.80,Yes participating without using any Provision or the CEO,"=""040008201457""",Mohave High School,4381,Colorado River Union High School District,14,Math
Arizona,Scottsdale Unified District,"=""0407570""",Maricopa County,"=""04013""",2-No,6-Not a Title I school,"=""0406""",Middle,853,280,434,419,27,20,210,45,532,1,18,43.20,19.75,Yes participating without using any Provision or the CEO,"=""040757000654""",Mohave Middle School,4240,Scottsdale Unified District,53,English Language Arts
Arizona,Scottsdale Unified District,"=""0407570""",Maricopa County,"=""04013""",2-No,6-Not a Title I school,"=""0406""",Middle,853,280,434,419,27,20,210,45,532,1,18,43.20,19.75,Yes participating without using any Provision or the CEO,"=""040757000654""",Mohave Middle School,4240,Scottsdale Unified District,51,Math
Arizona,Mohave Valley Elementary District,"=""0405190""",Mohave County,"=""04015""",2-No,5-Title I schoolwide school,"=""0404""",Middle,385,238,196,189,32,"=""0""",113,6,231,"=""0""",3,16.00,24.06,Yes under Community Eligibility Option (CEO),"=""040519001414""",Mohave Valley Junior High School,4379,Mohave Valley Elementary District,34,English Language Arts
Arizona,Mohave Valley Elementary District,"=""0405190""",Mohave County,"=""04015""",2-No,5-Title I schoolwide school,"=""0404""",Middle,385,238,196,189,32,"=""0""",113,6,231,"=""0""",3,16.00,24.06,Yes under Community Eligibility Option (CEO),"=""040519001414""",Mohave Valley Junior High School,4379,Mohave Valley Elementary District,33,Math
Arizona,Mohawk Valley Elementary District,"=""0405220""",Yuma County,"=""04027""",2-No,5-Title I schoolwide school,"=""0404""",Elementary,165,132,82,83,2,"=""0""",101,"=""0""",62,"=""0""","=""0""",9.00,18.33,Yes participating without using any Provision or the CEO,"=""040522000436""",Mohawk Valley School,4503,Mohawk Valley Elementary District,41,English Language Arts
Arizona,Mohawk Valley Elementary District,"=""0405220""",Yuma County,"=""04027""",2-No,5-Title I schoolwide school,"=""0404""",Elementary,165,132,82,83,2,"=""0""",101,"=""0""",62,"=""0""","=""0""",9.00,18.33,Yes participating without using any Provision or the CEO,"=""040522000436""",Mohawk Valley School,4503,Mohawk Valley Elementary District,35,Math
Arizona,Creighton Elementary District,"=""0402430""",Maricopa County,"=""04013""",2-No,6-Not a Title I school,"=""0409""",Elementary,798,765,411,387,24,3,694,27,38,"=""0""",12,43.33,18.42,Yes participating without using any Provision or the CEO,"=""040243000178""",Monte Vista Elementary School,4263,Creighton Elementary District,34,English Language Arts
Arizona,Creighton Elementary District,"=""0402430""",Maricopa County,"=""04013""",2-No,6-Not a Title I school,"=""0409""",Elementary,798,765,411,387,24,3,694,27,38,"=""0""",12,43.33,18.42,Yes participating without using any Provision or the CEO,"=""040243000178""",Monte Vista Elementary School,4263,Creighton Elementary District,34,Math
Arizona,Montessori Academy  Inc.,"=""0400399""",Maricopa County,"=""04013""",1-Yes,2-Title I targeted assistance school,"=""0406""",Elementary,158,–,80,78,"=""0""",1,26,3,126,"=""0""",2,–,†,No,"=""040039902325""",Montessori Academy,80011,"Montessori Academy, Inc.",67,English Language Arts
Arizona,Montessori Academy  Inc.,"=""0400399""",Maricopa County,"=""04013""",1-Yes,2-Title I targeted assistance school,"=""0406""",Elementary,158,–,80,78,"=""0""",1,26,3,126,"=""0""",2,–,†,No,"=""040039902325""",Montessori Academy,80011,"Montessori Academy, Inc.",63,Math
Arizona,Flagstaff Montessori  L.L.C.,"=""0400020""",Coconino County,"=""04005""",1-Yes,6-Not a Title I school,"=""0401""",Elementary,189,–,102,87,6,9,18,1,149,"=""0""",6,–,†,No,"=""040002001179""",Montessori Charter School of Flagstaff - Campus,4205,"Flagstaff Montessori, L.L.C.",75,English Language Arts
Arizona,Flagstaff Montessori  L.L.C.,"=""0400020""",Coconino County,"=""04005""",1-Yes,6-Not a Title I school,"=""0401""",Elementary,189,–,102,87,6,9,18,1,149,"=""0""",6,–,†,No,"=""040002001179""",Montessori Charter School of Flagstaff - Campus,4205,"Flagstaff Montessori, L.L.C.",49,Math
Arizona,Montessori Day Public Schools Chartered  Inc.,"=""0400068""",Maricopa County,"=""04013""",1-Yes,6-Not a Title I school,"=""0409""",Elementary,187,–,95,92,2,16,50,2,108,1,8,–,†,No,"=""040006801745""",Montessori Day Public Schools Chartered - Mountainside,4359,"Montessori Day Public Schools Chartered, Inc.",72,English Language Arts
Arizona,Montessori Day Public Schools Chartered  Inc.,"=""0400068""",Maricopa County,"=""04013""",1-Yes,6-Not a Title I school,"=""0409""",Elementary,187,–,95,92,2,16,50,2,108,1,8,–,†,No,"=""040006801745""",Montessori Day Public Schools Chartered - Mountainside,4359,"Montessori Day Public Schools Chartered, Inc.",62,Math
Arizona,Montessori Day Public Schools Chartered  Inc.,"=""0400068""",Maricopa County,"=""04013""",1-Yes,6-Not a Title I school,"=""0409""",Elementary,107,–,44,63,"=""0""",5,15,5,67,"=""0""",15,–,†,No,"=""040006800825""",Montessori Day Public Schools Chartered - Tempe,4359,"Montessori Day Public Schools Chartered, Inc.",76,English Language Arts
Arizona,Montessori Day Public Schools Chartered  Inc.,"=""0400068""",Maricopa County,"=""04013""",1-Yes,6-Not a Title I school,"=""0409""",Elementary,107,–,44,63,"=""0""",5,15,5,67,"=""0""",15,–,†,No,"=""040006800825""",Montessori Day Public Schools Chartered - Tempe,4359,"Montessori Day Public Schools Chartered, Inc.",85,Math
Arizona,Santa Cruz Valley Opportunities in Education  Inc.,"=""0400264""",Santa Cruz County,"=""04023""",1-Yes,6-Not a Title I school,"=""0403""",Elementary,52,–,29,23,"=""0""","=""0""",35,1,14,"=""0""",2,–,†,No,"=""040026402084""",Montessori De Santa Cruz - St. Ann's Hall,79066,"Santa Cruz Valley Opportunities in Education, Inc.",36,English Language Arts
Arizona,Santa Cruz Valley Opportunities in Education  Inc.,"=""0400264""",Santa Cruz County,"=""04023""",1-Yes,6-Not a Title I school,"=""0403""",Elementary,52,–,29,23,"=""0""","=""0""",35,1,14,"=""0""",2,–,†,No,"=""040026402084""",Montessori De Santa Cruz - St. Ann's Hall,79066,"Santa Cruz Valley Opportunities in Education, Inc.",24,Math
Arizona,Montessori Education Centre Charter School,"=""0400072""",Maricopa County,"=""04013""",1-Yes,6-Not a Title I school,"=""0405""",Elementary,251,–,127,124,"=""0""",4,48,5,185,2,7,–,†,No,"=""040007200834""",Montessori Education Centre Charter School - Mesa,4363,Montessori Education Centre Charter School,93,English Language Arts
Arizona,Montessori Education Centre Charter School,"=""0400072""",Maricopa County,"=""04013""",1-Yes,6-Not a Title I school,"=""0405""",Elementary,251,–,127,124,"=""0""",4,48,5,185,2,7,–,†,No,"=""040007200834""",Montessori Education Centre Charter School - Mesa,4363,Montessori Education Centre Charter School,77,Math
Arizona,Montessori Education Centre Charter School,"=""0400072""",Maricopa County,"=""04013""",1-Yes,6-Not a Title I school,"=""0405""",Elementary,225,–,124,101,1,7,47,5,148,3,14,–,†,No,"=""040007202264""",Montessori Education Centre Charter School - North Campus,4363,Montessori Education Centre Charter School,64,English Language Arts
Arizona,Montessori Education Centre Charter School,"=""0400072""",Maricopa County,"=""04013""",1-Yes,6-Not a Title I school,"=""0405""",Elementary,225,–,124,101,1,7,47,5,148,3,14,–,†,No,"=""040007202264""",Montessori Education Centre Charter School - North Campus,4363,Montessori Education Centre Charter School,54,Math
Arizona,Montessori Schoolhouse of Tucson  Inc.,"=""0400126""",Pima County,"=""04019""",1-Yes,6-Not a Title I school,"=""0402""",Elementary,13,–,5,8,"=""0""",1,6,"=""0""",4,"=""0""",2,–,†,No,"=""040012601620""",Montessori Schoolhouse,4428,"Montessori Schoolhouse of Tucson, Inc.",78,English Language Arts
Arizona,Montessori Schoolhouse of Tucson  Inc.,"=""0400126""",Pima County,"=""04019""",1-Yes,6-Not a Title I school,"=""0402""",Elementary,13,–,5,8,"=""0""",1,6,"=""0""",4,"=""0""",2,–,†,No,"=""040012601620""",Montessori Schoolhouse,4428,"Montessori Schoolhouse of Tucson, Inc.",95,Math
Arizona,Montessori Schoolhouse of Tucson  Inc.,"=""0400126""",Pima County,"=""04019""",1-Yes,6-Not a Title I school,"=""0402""",Elementary,13,–,5,8,"=""0""",1,6,"=""0""",4,"=""0""",2,–,†,No,"=""040012601778""",Montessori Schoolhouse,4428,"Montessori Schoolhouse of Tucson, Inc.",78,English Language Arts
