County Name,County Number,Charter School,Title I School Status,Congressional Code,National School Lunch Program,Agency Name,Agency ID - NCES Assigned,Total Students All Grades (Excludes AE),School Level,Free and Reduced Lunch Students,Male Students,Female Students,American Indian/Alaska Native Students,Asian or Asian/Pacific Islander Students,Hispanic Students,Black or African American Students,White Students,Nat. Hawaiian or Other Pacific Isl. Students,Two or More Races Students,School ID - NCES Assigned,District Entity ID,School Name,District Name,Average Percent Passing,Year,Charter School Dummy,Male Students Percentage,Female Students Percentage,American Indian/Alaska Native Students Percentage,Asian or Asian/Pacific Islander Students Percentage,Hispanic Students Percentage,Black or African American Students Percentage,White Students Percentage,Nat. Hawaiian or Other Pacific Isl. Students Percentage,Two or More Races Students Percentage,Free and Reduced Lunch Students Percentage,School Level: Primary,School Level: Middle,School Level: High,School Level: Other,Apache County,Cochise County,Coconino County,Gila County,Graham County,Greenlee County,La Paz County,Maricopa County,Mohave County,Navajo County,Pima County,Pinal County,Santa Cruz County,Yavapai County,Yuma County,0403,0401,0406,0407,0404,0402,0405,0409,0408
Maricopa County,04013,2-No,5-Title I schoolwide school,0409,Yes under Community Eligibility Option (CEO),Maricopa County Regional School District (4234),0403860,80,Elementary,53,36,44,1,0,57,15,7,0,0,040386003552,4234,Esperanza Prep,Maricopa County Regional School District,,2019,0,0.45,0.55,0.0125,0.0,0.7125,0.1875,0.0875,0.0,0.0,0.6625,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Pima County,04019,2-No,1-Title I targeted assistance eligible school-No program,0402,Yes participating without using any Provision or the CEO,Catalina Foothills Unified District (4410),0401760,635,Middle,88,336,299,0,27,174,19,370,5,40,040176001487,4410,Esperero Canyon Middle School,Catalina Foothills Unified District,60.0,2019,0,0.5291338582677165,0.47086614173228347,0.0,0.04251968503937008,0.2740157480314961,0.029921259842519685,0.5826771653543307,0.007874015748031496,0.06299212598425197,0.13858267716535433,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Maricopa County,04013,2-No,1-Title I targeted assistance eligible school-No program,0403,Yes participating without using any Provision or the CEO,Buckeye Union High School District (4284),0401410,1118,High,368,572,546,9,9,438,49,572,5,36,040141002137,4284,Estrella Foothills High School,Buckeye Union High School District,42.0,2019,0,0.5116279069767442,0.4883720930232558,0.008050089445438283,0.008050089445438283,0.39177101967799643,0.04382826475849732,0.5116279069767442,0.004472271914132379,0.03220035778175313,0.3291592128801431,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Maricopa County,04013,1-Yes,5-Title I schoolwide school,0403,Yes participating without using any Provision or the CEO,American Charter Schools Foundation d.b.a. Estrell (79873),0400352,271,High,151,138,133,0,2,205,31,24,0,9,040035201898,79873,Estrella High School,American Charter Schools Foundation d.b.a. Estrella High School,,2019,1,0.5092250922509225,0.4907749077490775,0.0,0.007380073800738007,0.7564575645756457,0.11439114391143912,0.08856088560885608,0.0,0.033210332103321034,0.5571955719557196,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Maricopa County,04013,2-No,5-Title I schoolwide school,0407,Yes under Provision 2,Cartwright Elementary District (4282),0401680,1229,Middle,1031,628,601,12,5,1107,45,45,3,12,040168000093,4282,Estrella Middle School,Cartwright Elementary District,22.0,2019,0,0.5109845402766476,0.4890154597233523,0.009764035801464606,0.0040683482506102524,0.9007323026851098,0.03661513425549227,0.03661513425549227,0.0024410089503661514,0.009764035801464606,0.838893409275834,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Maricopa County,04013,2-No,1-Title I targeted assistance eligible school-No program,0403,Yes participating without using any Provision or the CEO,Liberty Elementary District (4266),0404320,565,Elementary,129,284,281,3,5,181,17,326,6,27,040432001467,4266,Estrella Mountain Elementary School,Liberty Elementary District,50.5,2019,0,0.5026548672566372,0.49734513274336284,0.005309734513274336,0.008849557522123894,0.32035398230088497,0.03008849557522124,0.5769911504424778,0.010619469026548672,0.047787610619469026,0.22831858407079647,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Maricopa County,04013,2-No,5-Title I schoolwide school,0403,Yes participating without using any Provision or the CEO,Littleton Elementary District (4278),0404440,958,Elementary,736,511,447,12,15,762,65,73,4,27,040444002771,4278,Estrella Vista Elementary School,Littleton Elementary District,30.5,2019,0,0.5334029227557411,0.46659707724425886,0.012526096033402923,0.015657620041753653,0.7954070981210856,0.06784968684759916,0.07620041753653445,0.0041753653444676405,0.028183716075156576,0.7682672233820459,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Maricopa County,04013,1-Yes,5-Title I schoolwide school,0408,Yes under Community Eligibility Option (CEO),Ethos Academy - A Challenge Foundation Academy (92379),0400942,348,Elementary,323,160,188,6,0,201,65,58,1,17,040094203497,92379,Ethos Academy- A Challenge Foundation Academy,Ethos Academy - A Challenge Foundation Academy,28.5,2019,1,0.45977011494252873,0.5402298850574713,0.017241379310344827,0.0,0.5775862068965517,0.1867816091954023,0.16666666666666666,0.0028735632183908046,0.04885057471264368,0.9281609195402298,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Coconino County,04005,2-No,5-Title I schoolwide school,0401,Yes participating without using any Provision or the CEO,Flagstaff Unified District (4192),0402860,492,Elementary,240,231,261,92,5,185,4,198,0,8,040286000220,4192,Eva Marshall Elementary School,Flagstaff Unified District,41.5,2019,0,0.4695121951219512,0.5304878048780488,0.18699186991869918,0.01016260162601626,0.37601626016260165,0.008130081300813009,0.4024390243902439,0.0,0.016260162601626018,0.4878048780487805,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Pinal County,04021,2-No,5-Title I schoolwide school,0401,Yes under Community Eligibility Option (CEO),Casa Grande Elementary District (4446),0401710,375,Elementary,315,198,177,12,3,266,14,70,0,10,040171000109,4446,Evergreen Elementary School,Casa Grande Elementary District,28.5,2019,0,0.528,0.472,0.032,0.008,0.7093333333333334,0.037333333333333336,0.18666666666666668,0.0,0.02666666666666667,0.84,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Maricopa County,04013,2-No,5-Title I schoolwide school,0407,Yes under Provision 2,Creighton Elementary District (4263),0402430,772,Elementary,740,378,394,9,3,684,60,15,0,1,040243001999,4263,Excelencia School,Creighton Elementary District,22.5,2019,0,0.4896373056994819,0.5103626943005182,0.011658031088082901,0.0038860103626943004,0.8860103626943006,0.07772020725388601,0.019430051813471502,0.0,0.0012953367875647669,0.9585492227979274,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Maricopa County,04013,2-No,1-Title I targeted assistance eligible school-No program,0406,Yes participating without using any Provision or the CEO,Paradise Valley Unified District (4241),0405930,895,Middle,43,439,456,3,32,95,15,703,1,46,040593001230,4241,Explorer Middle School,Paradise Valley Unified District,66.5,2019,0,0.49050279329608937,0.5094972067039106,0.0033519553072625698,0.035754189944134075,0.10614525139664804,0.01675977653631285,0.7854748603351955,0.0011173184357541898,0.05139664804469274,0.048044692737430165,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Greenlee County,04011,2-No,4-Title I schoolwide eligible school-No program,0401,Yes participating without using any Provision or the CEO,Morenci Unified District (4230),0405320,439,Middle,179,232,207,23,2,287,4,116,0,7,040532003369,4230,Fairbanks Middle School,Morenci Unified District,46.5,2019,0,0.5284738041002278,0.4715261958997722,0.05239179954441914,0.004555808656036446,0.6537585421412301,0.009111617312072893,0.2642369020501139,0.0,0.015945330296127564,0.40774487471526194,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Maricopa County,04013,2-No,1-Title I targeted assistance eligible school-No program,0405,Yes participating without using any Provision or the CEO,Queen Creek Unified District (4245),0406810,742,Elementary,192,362,380,6,5,159,20,516,4,32,040681003583,4245,Faith Mather Sossaman Elementary School,Queen Creek Unified District,73.0,2019,0,0.48787061994609165,0.5121293800539084,0.008086253369272238,0.006738544474393531,0.21428571428571427,0.026954177897574125,0.6954177897574124,0.005390835579514825,0.0431266846361186,0.2587601078167116,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Maricopa County,04013,2-No,5-Title I schoolwide school,0405,Yes participating without using any Provision or the CEO,Mesa Unified District (4235),0404970,551,Elementary,203,287,264,11,2,116,19,376,2,25,040497001497,4235,Falcon Hill Elementary School,Mesa Unified District,50.5,2019,0,0.5208711433756806,0.4791288566243194,0.019963702359346643,0.003629764065335753,0.21052631578947367,0.034482758620689655,0.6823956442831216,0.003629764065335753,0.045372050816696916,0.3684210526315789,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Cochise County,04003,2-No,5-Title I schoolwide school,0402,Yes participating without using any Provision or the CEO,Douglas Unified District (4174),0402530,168,Elementary,152,101,67,0,0,166,0,2,0,0,040253000191,4174,Faras Elementary School,Douglas Unified District,38.0,2019,0,0.6011904761904762,0.39880952380952384,0.0,0.0,0.9880952380952381,0.0,0.011904761904761904,0.0,0.0,0.9047619047619048,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Maricopa County,04013,2-No,5-Title I schoolwide school,0409,Yes participating without using any Provision or the CEO,Tempe School District (4258),0408310,822,Middle,533,428,394,98,21,466,81,111,3,42,040831001107,4258,Fees College Preparatory Middle School,Tempe School District,28.0,2019,0,0.5206812652068127,0.4793187347931874,0.1192214111922141,0.025547445255474453,0.5669099756690997,0.09854014598540146,0.13503649635036497,0.0036496350364963502,0.051094890510948905,0.648418491484185,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Maricopa County,04013,2-No,1-Title I targeted assistance eligible school-No program,0404,Yes participating without using any Provision or the CEO,Wickenburg Unified District (4236),0409190,242,Elementary,69,124,118,1,2,44,15,171,0,9,040919002827,4236,Festival Foothills Elementary School,Wickenburg Unified District,50.5,2019,0,0.512396694214876,0.48760330578512395,0.004132231404958678,0.008264462809917356,0.18181818181818182,0.06198347107438017,0.7066115702479339,0.0,0.0371900826446281,0.28512396694214875,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Maricopa County,04013,2-No,5-Title I schoolwide school,0405,Yes participating without using any Provision or the CEO,Mesa Unified District (4235),0404970,617,Elementary,406,305,312,20,2,303,36,240,4,12,040497000385,4235,Field Elementary School,Mesa Unified District,37.5,2019,0,0.49432739059967584,0.5056726094003241,0.03241491085899514,0.0032414910858995136,0.49108589951377635,0.05834683954619125,0.3889789303079417,0.006482982171799027,0.019448946515397084,0.6580226904376013,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Maricopa County,04013,2-No,5-Title I schoolwide school,0403,Yes participating without using any Provision or the CEO,Littleton Elementary District (4278),0404440,736,Elementary,551,317,419,6,11,525,99,72,1,22,040444003533,4278,Fine Arts Academy,Littleton Elementary District,24.5,2019,0,0.43070652173913043,0.5692934782608695,0.008152173913043478,0.014945652173913044,0.7133152173913043,0.13451086956521738,0.09782608695652174,0.001358695652173913,0.029891304347826088,0.748641304347826,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Maricopa County,04013,2-No,1-Title I targeted assistance eligible school-No program,0405,Yes participating without using any Provision or the CEO,Gilbert Unified District (4239),0403400,676,Elementary,134,355,321,6,21,165,24,429,3,28,040340001192,4239,Finley Farms Elementary,Gilbert Unified District,60.0,2019,0,0.5251479289940828,0.47485207100591714,0.008875739644970414,0.03106508875739645,0.2440828402366864,0.03550295857988166,0.6346153846153846,0.004437869822485207,0.04142011834319527,0.19822485207100593,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Maricopa County,04013,2-No,1-Title I targeted assistance eligible school-No program,0406,Yes participating without using any Provision or the CEO,Paradise Valley Unified District (4241),0405930,824,Elementary,24,408,416,0,76,71,5,639,3,30,040593003313,4241,Fireside Elementary School,Paradise Valley Unified District,84.5,2019,0,0.49514563106796117,0.5048543689320388,0.0,0.09223300970873786,0.08616504854368932,0.006067961165048544,0.7754854368932039,0.0036407766990291263,0.03640776699029126,0.02912621359223301,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Pinal County,04021,2-No,5-Title I schoolwide school,0401,Yes participating without using any Provision or the CEO,Mammoth-San Manuel Unified District (4439),0404570,281,Elementary,212,148,133,1,2,194,5,75,0,4,040457000363,4439,First Avenue Elementary School,Mammoth-San Manuel Unified District,35.0,2019,0,0.5266903914590747,0.47330960854092524,0.0035587188612099642,0.0071174377224199285,0.6903914590747331,0.017793594306049824,0.2669039145907473,0.0,0.014234875444839857,0.7544483985765125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Coconino County,04005,1-Yes,6-Not a Title I school,0401,No,Flagstaff Arts And Leadership Academy (4202),0400019,318,High,,122,196,11,5,43,4,240,2,13,040001900498,4202,Flagstaff Arts And Leadership Academy,Flagstaff Arts And Leadership Academy,40.5,2019,1,0.3836477987421384,0.6163522012578616,0.03459119496855346,0.015723270440251572,0.13522012578616352,0.012578616352201259,0.7547169811320755,0.006289308176100629,0.040880503144654086,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Coconino County,04005,2-No,1-Title I targeted assistance eligible school-No program,0401,Yes participating without using any Provision or the CEO,Flagstaff Unified District (4192),0402860,1662,High,398,875,787,422,30,316,11,831,1,51,040286000215,4192,Flagstaff High School,Flagstaff Unified District,31.0,2019,0,0.52647412755716,0.47352587244283995,0.2539109506618532,0.018050541516245487,0.1901323706377858,0.006618531889290012,0.5,0.0006016847172081829,0.030685920577617327,0.2394705174488568,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Coconino County,04005,1-Yes,2-Title I targeted assistance school,0401,No,Flagstaff Junior Academy (4207),0400098,296,Elementary,,166,130,10,1,39,9,216,2,19,040009801180,4207,Flagstaff Junior Academy,Flagstaff Junior Academy,46.5,2019,1,0.5608108108108109,0.4391891891891892,0.033783783783783786,0.0033783783783783786,0.13175675675675674,0.030405405405405407,0.7297297297297297,0.006756756756756757,0.06418918918918919,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Maricopa County,04013,2-No,5-Title I schoolwide school,0409,Yes under Community Eligibility Option (CEO),Tempe School District (4258),0408310,549,Elementary,482,277,272,32,5,365,83,34,6,24,040831000786,4258,Flora Thew Elementary School,Tempe School District,28.0,2019,0,0.5045537340619308,0.49544626593806923,0.058287795992714025,0.009107468123861567,0.6648451730418944,0.151183970856102,0.061930783242258654,0.01092896174863388,0.04371584699453552,0.8779599271402551,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Pinal County,04021,2-No,5-Title I schoolwide school,0404,Yes participating without using any Provision or the CEO,Florence Unified School District (4437),0402920,785,High,384,420,365,18,8,280,73,388,2,16,040292000228,4437,Florence High School,Florence Unified School District,25.5,2019,0,0.535031847133758,0.46496815286624205,0.022929936305732482,0.01019108280254777,0.35668789808917195,0.0929936305732484,0.4942675159235669,0.0025477707006369425,0.02038216560509554,0.489171974522293,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Pinal County,04021,2-No,5-Title I schoolwide school,0404,Yes participating without using any Provision or the CEO,Florence Unified School District (4437),0402920,720,Elementary,460,348,372,19,7,337,22,306,0,29,040292000227,4437,Florence K-8,Florence Unified School District,24.5,2019,0,0.48333333333333334,0.5166666666666667,0.02638888888888889,0.009722222222222222,0.46805555555555556,0.030555555555555555,0.425,0.0,0.04027777777777778,0.6388888888888888,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Pinal County,04021,2-No,1-Title I targeted assistance eligible school-No program,0404,No,Florence Unified School District (4437),0402920,29,Other,,16,13,0,0,12,0,17,0,0,040292003195,4437,Florence Virtual Academy,Florence Unified School District,,2019,0,0.5517241379310345,0.4482758620689655,0.0,0.0,0.41379310344827586,0.0,0.5862068965517241,0.0,0.0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Pima County,04019,2-No,1-Title I targeted assistance eligible school-No program,0402,No,Flowing Wells Unified District (4405),0403010,76,High,,33,43,2,2,50,0,22,0,0,040301003331,4405,Flowing Wells Digital Campus,Flowing Wells Unified District,,2019,0,0.4342105263157895,0.5657894736842105,0.02631578947368421,0.02631578947368421,0.6578947368421053,0.0,0.2894736842105263,0.0,0.0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Pima County,04019,2-No,5-Title I schoolwide school,0402,Yes participating without using any Provision or the CEO,Flowing Wells Unified District (4405),0403010,1744,High,1132,840,904,33,32,1162,34,470,2,11,040301000231,4405,Flowing Wells High School,Flowing Wells Unified District,21.5,2019,0,0.481651376146789,0.518348623853211,0.018922018348623854,0.01834862385321101,0.6662844036697247,0.0194954128440367,0.2694954128440367,0.0011467889908256881,0.006307339449541285,0.6490825688073395,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Pima County,04019,2-No,5-Title I schoolwide school,0402,Yes participating without using any Provision or the CEO,Flowing Wells Unified District (4405),0403010,841,Middle,613,443,398,10,7,566,15,232,3,8,040301000232,4405,Flowing Wells Junior High School,Flowing Wells Unified District,41.5,2019,0,0.5267538644470868,0.47324613555291317,0.011890606420927468,0.008323424494649227,0.6730083234244947,0.0178359096313912,0.27586206896551724,0.0035671819262782403,0.009512485136741973,0.7288941736028538,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Maricopa County,04013,2-No,5-Title I schoolwide school,0408,Yes participating without using any Provision or the CEO,Peoria Unified School District (4237),0406250,676,Elementary,391,344,332,13,11,193,27,387,0,45,040625001091,4237,Foothills Elementary School,Peoria Unified School District,39.5,2019,0,0.5088757396449705,0.4911242603550296,0.019230769230769232,0.016272189349112426,0.28550295857988167,0.03994082840236687,0.5724852071005917,0.0,0.06656804733727811,0.5784023668639053,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Pima County,04019,2-No,5-Title I schoolwide school,0402,Yes participating without using any Provision or the CEO,Tucson Unified District (4403),0408800,315,Elementary,226,169,146,1,10,148,25,106,2,23,040880000843,4403,Ford Elementary,Tucson Unified District,39.5,2019,0,0.5365079365079365,0.4634920634920635,0.0031746031746031746,0.031746031746031744,0.46984126984126984,0.07936507936507936,0.33650793650793653,0.006349206349206349,0.07301587301587302,0.7174603174603175,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Graham County,04009,2-No,5-Title I schoolwide school,0401,Yes under Community Eligibility Option (CEO),Fort Thomas Unified District (4221),0403200,261,Elementary,231,127,134,243,0,2,0,16,0,0,040320000248,4221,Fort Thomas Elementary School,Fort Thomas Unified District,23.5,2019,0,0.48659003831417624,0.5134099616858238,0.9310344827586207,0.0,0.007662835249042145,0.0,0.06130268199233716,0.0,0.0,0.8850574712643678,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Graham County,04009,2-No,5-Title I schoolwide school,0401,Yes under Community Eligibility Option (CEO),Fort Thomas Unified District (4221),0403200,235,High,196,114,121,214,0,5,0,16,0,0,040320000249,4221,Fort Thomas High School,Fort Thomas Unified District,15.0,2019,0,0.4851063829787234,0.5148936170212766,0.9106382978723404,0.0,0.02127659574468085,0.0,0.06808510638297872,0.0,0.0,0.8340425531914893,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Maricopa County,04013,1-Yes,3-Title I schoolwide eligible-Title I targeted assistance program,0406,No,Fountain Hills Charter School (4356),0400113,54,Elementary,,32,22,1,0,9,3,36,0,5,040011301601,4356,Fountain Hills Charter School,Fountain Hills Charter School,,2019,1,0.5925925925925926,0.4074074074074074,0.018518518518518517,0.0,0.16666666666666666,0.05555555555555555,0.6666666666666666,0.0,0.09259259259259259,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Maricopa County,04013,2-No,1-Title I targeted assistance eligible school-No program,0406,Yes participating without using any Provision or the CEO,Fountain Hills Unified District (4247),0403040,464,High,59,254,210,42,5,48,7,351,0,11,040304000038,4247,Fountain Hills High School,Fountain Hills Unified District,57.5,2019,0,0.5474137931034483,0.4525862068965517,0.09051724137931035,0.010775862068965518,0.10344827586206896,0.015086206896551725,0.7564655172413793,0.0,0.023706896551724137,0.1271551724137931,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Maricopa County,04013,2-No,1-Title I targeted assistance eligible school-No program,0406,Yes participating without using any Provision or the CEO,Fountain Hills Unified District (4247),0403040,564,Middle,157,311,253,95,5,70,10,347,3,34,040304000639,4247,Fountain Hills Middle School,Fountain Hills Unified District,51.0,2019,0,0.5514184397163121,0.44858156028368795,0.16843971631205673,0.008865248226950355,0.12411347517730496,0.01773049645390071,0.6152482269503546,0.005319148936170213,0.06028368794326241,0.2783687943262411,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Pinal County,04021,2-No,5-Title I schoolwide school,0404,Yes participating without using any Provision or the CEO,Apache Junction Unified District (4443),0400790,687,Elementary,534,363,324,7,5,288,6,361,0,20,040079000041,4443,Four Peaks Elementary School,Apache Junction Unified District,33.0,2019,0,0.5283842794759825,0.47161572052401746,0.010189228529839884,0.00727802037845706,0.4192139737991266,0.008733624454148471,0.5254730713245997,0.0,0.02911208151382824,0.777292576419214,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Yuma County,04027,2-No,5-Title I schoolwide school,0403,Yes under Provision 2,Yuma Elementary District (4499),0409600,489,Middle,420,241,248,10,0,444,4,28,0,3,040960000985,4499,Fourth Avenue Junior High School,Yuma Elementary District,12.5,2019,0,0.49284253578732107,0.5071574642126789,0.02044989775051125,0.0,0.9079754601226994,0.0081799591002045,0.05725971370143149,0.0,0.006134969325153374,0.8588957055214724,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Maricopa County,04013,2-No,5-Title I schoolwide school,0407,Yes participating without using any Provision or the CEO,Fowler Elementary District (4273),0403060,519,Elementary,477,261,258,12,1,434,38,27,1,6,040306000240,4273,Fowler Elementary School,Fowler Elementary District,29.5,2019,0,0.5028901734104047,0.49710982658959535,0.023121387283236993,0.0019267822736030828,0.8362235067437379,0.07321772639691715,0.05202312138728324,0.0019267822736030828,0.011560693641618497,0.9190751445086706,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Mohave County,04015,2-No,5-Title I schoolwide school,0404,Yes under Community Eligibility Option (CEO),Bullhead City School District (4378),0401500,586,Middle,380,312,274,8,3,256,13,292,1,13,040150001757,4378,Fox Creek Jr High School,Bullhead City School District,25.0,2019,0,0.5324232081911263,0.46757679180887374,0.013651877133105802,0.005119453924914676,0.43686006825938567,0.02218430034129693,0.49829351535836175,0.0017064846416382253,0.02218430034129693,0.6484641638225256,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Maricopa County,04013,2-No,2-Title I targeted assistance school,0405,Yes participating without using any Provision or the CEO,Queen Creek Unified District (4245),0406810,530,Elementary,127,272,258,1,6,139,14,337,1,32,040681002485,4245,Frances Brandon-Pickett Elementary,Queen Creek Unified District,72.0,2019,0,0.5132075471698113,0.4867924528301887,0.0018867924528301887,0.011320754716981131,0.2622641509433962,0.026415094339622643,0.6358490566037736,0.0018867924528301887,0.06037735849056604,0.23962264150943396,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Pima County,04019,2-No,5-Title I schoolwide school,0403,Yes participating without using any Provision or the CEO,Tucson Unified District (4403),0408800,273,Elementary,209,135,138,35,1,214,5,18,0,0,040880000902,4403,Frances J Warren Elementary School,Tucson Unified District,33.5,2019,0,0.4945054945054945,0.5054945054945055,0.1282051282051282,0.003663003663003663,0.7838827838827839,0.018315018315018316,0.06593406593406594,0.0,0.0,0.7655677655677655,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Pima County,04019,2-No,5-Title I schoolwide school,0402,Yes participating without using any Provision or the CEO,Amphitheater Unified District (4406),0400680,385,Elementary,318,184,201,11,9,224,27,90,2,22,040068000025,4406,Frances Owen Holaway Elementary School,Amphitheater Unified District,37.0,2019,0,0.4779220779220779,0.522077922077922,0.02857142857142857,0.023376623376623377,0.5818181818181818,0.07012987012987013,0.23376623376623376,0.005194805194805195,0.05714285714285714,0.825974025974026,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Santa Cruz County,04023,2-No,5-Title I schoolwide school,0403,Yes under Provision 2,Nogales Unified District (4457),0405530,530,Elementary,333,268,262,0,6,517,2,5,0,0,040553001470,4457,Francisco Vasquez De Coronado Elementary School,Nogales Unified District,69.0,2019,0,0.5056603773584906,0.49433962264150944,0.0,0.011320754716981131,0.9754716981132076,0.0037735849056603774,0.009433962264150943,0.0,0.0,0.6283018867924528,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Maricopa County,04013,2-No,5-Title I schoolwide school,0407,Yes under Provision 2,Cartwright Elementary District (4282),0401680,1080,Elementary,928,557,523,17,8,961,44,35,1,14,040168000094,4282,Frank Borman School,Cartwright Elementary District,27.0,2019,0,0.5157407407407407,0.4842592592592593,0.01574074074074074,0.007407407407407408,0.8898148148148148,0.040740740740740744,0.032407407407407406,0.000925925925925926,0.012962962962962963,0.8592592592592593,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Maricopa County,04013,2-No,5-Title I schoolwide school,0407,Yes under Community Eligibility Option (CEO),Tempe School District (4258),0408310,534,Elementary,474,271,263,171,3,277,50,13,1,19,040831000787,4258,Frank Elementary School,Tempe School District,32.0,2019,0,0.5074906367041199,0.49250936329588013,0.3202247191011236,0.0056179775280898875,0.5187265917602997,0.09363295880149813,0.024344569288389514,0.0018726591760299626,0.035580524344569285,0.8876404494382022,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
