State Name,County Name,County Number,Charter School,Title I School Status,Congressional Code,National School Lunch Program,School Level,Agency Name,Agency ID - NCES Assigned,Total Students All Grades (Excludes AE),Free and Reduced Lunch Students,Male Students,Female Students,American Indian/Alaska Native Students,Asian or Asian/Pacific Islander Students,Hispanic Students,Black or African American Students,White Students,Nat. Hawaiian or Other Pacific Isl. Students,Two or More Races Students,Full-Time Equivalent (FTE) Teachers,Pupil/Teacher Ratio,School ID - NCES Assigned,District Entity ID,School Name,District Name,Percent Passing,Subject
Arizona,Maricopa County,4013.0,2-No,5-Title I schoolwide school,406.0,Yes participating without using any Provision or the CEO,Elementary,Deer Valley Unified District (4246),407750.0,542,141,287,255,7,13,167,12,319,4,20,37.02,14.64,"=""040775001047""",4246,Mirage Elementary School,Deer Valley Unified District,39,English Language Arts
Arizona,Maricopa County,4013.0,2-No,5-Title I schoolwide school,406.0,Yes participating without using any Provision or the CEO,Elementary,Deer Valley Unified District (4246),407750.0,542,141,287,255,7,13,167,12,319,4,20,37.02,14.64,"=""040775001047""",4246,Mirage Elementary School,Deer Valley Unified District,33,Mathematics
Arizona,Pinal County,4021.0,1-Yes,5-Title I schoolwide school,401.0,Yes participating without using any Provision or the CEO,High,Kaizen Education Foundation dba Mission Heights Pr (90548),400823.0,432,62,205,227,15,11,187,12,191,2,14,–,–,"=""040082303296""",90548,Mission Heights Preparatory High School,Kaizen Education Foundation dba Mission Heights Preparatory High School,54,English Language Arts
Arizona,Pinal County,4021.0,1-Yes,5-Title I schoolwide school,401.0,Yes participating without using any Provision or the CEO,High,Kaizen Education Foundation dba Mission Heights Pr (90548),400823.0,432,62,205,227,15,11,187,12,191,2,14,–,–,"=""040082303296""",90548,Mission Heights Preparatory High School,Kaizen Education Foundation dba Mission Heights Preparatory High School,48,Mathematics
Arizona,Pima County,4019.0,2-No,5-Title I schoolwide school,403.0,Yes participating without using any Provision or the CEO,Elementary,Sunnyside Unified District (4407),408170.0,521,230,295,226,12,0,490,3,13,0,3,33.65,15.48,"=""040817000735""",4407,Mission Manor Elementary School,Sunnyside Unified District,18,English Language Arts
Arizona,Pima County,4019.0,2-No,5-Title I schoolwide school,403.0,Yes participating without using any Provision or the CEO,Elementary,Sunnyside Unified District (4407),408170.0,521,230,295,226,12,0,490,3,13,0,3,33.65,15.48,"=""040817000735""",4407,Mission Manor Elementary School,Sunnyside Unified District,14,Mathematics
Arizona,Maricopa County,4013.0,1-Yes,6-Not a Title I school,406.0,No,Elementary,Little Lamb Community School (79050),400217.0,160,–,80,80,1,8,29,4,100,1,17,–,–,"=""040021702010""",79050,Mission Montessori Academy,Little Lamb Community School,61,English Language Arts
Arizona,Maricopa County,4013.0,1-Yes,6-Not a Title I school,406.0,No,Elementary,Little Lamb Community School (79050),400217.0,160,–,80,80,1,8,29,4,100,1,17,–,–,"=""040021702010""",79050,Mission Montessori Academy,Little Lamb Community School,48,Mathematics
ARIZONA,Maricopa County,4013.0,1-Yes,6-Not a Title I school,406.0,No,Middle,The Farm at Mission Montessori Academy (91340),400902.0,47,–,29,18,0,0,7,2,36,0,2,–,–,"=""040090203413""",91340,Mission Montessori Academy's Middle Years Program,The Farm at Mission Montessori Academy,65,English Language Arts
ARIZONA,Maricopa County,4013.0,1-Yes,6-Not a Title I school,406.0,No,Middle,The Farm at Mission Montessori Academy (91340),400902.0,47,–,29,18,0,0,7,2,36,0,2,–,–,"=""040090203413""",91340,Mission Montessori Academy's Middle Years Program,The Farm at Mission Montessori Academy,*,Mathematics
Arizona,Pima County,4019.0,2-No,5-Title I schoolwide school,403.0,Yes under Community Eligibility Option (CEO),Elementary,Tucson Unified District (4403),408800.0,199,148,103,96,8,0,182,1,6,0,2,22.50,8.84,"=""040880000870""",4403,Mission View Elementary School,Tucson Unified District,*,English Language Arts
Arizona,Pima County,4019.0,2-No,5-Title I schoolwide school,403.0,Yes under Community Eligibility Option (CEO),Elementary,Tucson Unified District (4403),408800.0,199,148,103,96,8,0,182,1,6,0,2,22.50,8.84,"=""040880000870""",4403,Mission View Elementary School,Tucson Unified District,17,Mathematics
Arizona,Maricopa County,4013.0,2-No,5-Title I schoolwide school,407.0,Yes under Community Eligibility Option (CEO),Elementary,Isaac Elementary District (4259),403960.0,376,303,193,183,2,1,350,16,7,0,0,21.50,17.49,"=""040396000316""",4259,Mitchell Elementary School,Isaac Elementary District,22,English Language Arts
Arizona,Maricopa County,4013.0,2-No,5-Title I schoolwide school,407.0,Yes under Community Eligibility Option (CEO),Elementary,Isaac Elementary District (4259),403960.0,376,303,193,183,2,1,350,16,7,0,0,21.50,17.49,"=""040396000316""",4259,Mitchell Elementary School,Isaac Elementary District,20,Mathematics
Arizona,Maricopa County,4013.0,2-No,6-Not a Title I school,403.0,Yes under Community Eligibility Option (CEO),Elementary,Mobile Elementary District (4253),405100.0,24,18,14,10,0,0,4,4,16,0,0,3.30,7.27,"=""040510000431""",4253,Mobile Elementary School,Mobile Elementary District,60,English Language Arts
Arizona,Maricopa County,4013.0,2-No,6-Not a Title I school,403.0,Yes under Community Eligibility Option (CEO),Elementary,Mobile Elementary District (4253),405100.0,24,18,14,10,0,0,4,4,16,0,0,3.30,7.27,"=""040510000431""",4253,Mobile Elementary School,Mobile Elementary District,*,Mathematics
Arizona,Navajo County,4017.0,2-No,6-Not a Title I school,401.0,Yes participating without using any Provision or the CEO,High,Heber-Overgaard Unified District (4392),400026.0,145,12,77,68,3,1,25,0,114,0,2,7.80,18.59,"=""040002601460""",4392,Mogollon High School,Heber-Overgaard Unified District,40,English Language Arts
Arizona,Navajo County,4017.0,2-No,6-Not a Title I school,401.0,Yes participating without using any Provision or the CEO,High,Heber-Overgaard Unified District (4392),400026.0,145,12,77,68,3,1,25,0,114,0,2,7.80,18.59,"=""040002601460""",4392,Mogollon High School,Heber-Overgaard Unified District,16,Mathematics
Arizona,Navajo County,4017.0,2-No,6-Not a Title I school,401.0,No,Middle,Heber-Overgaard Unified District (4392),400026.0,14,–,8,6,1,0,5,0,8,0,0,7.52,1.86,"=""040002601459""",4392,Mogollon Jr High School,Heber-Overgaard Unified District,41,English Language Arts
Arizona,Navajo County,4017.0,2-No,6-Not a Title I school,401.0,No,Middle,Heber-Overgaard Unified District (4392),400026.0,14,–,8,6,1,0,5,0,8,0,0,7.52,1.86,"=""040002601459""",4392,Mogollon Jr High School,Heber-Overgaard Unified District,44,Mathematics
Arizona,Mohave County,4015.0,1-Yes,5-Title I schoolwide school,404.0,Yes participating without using any Provision or the CEO,Elementary,Mohave Accelerated Elementary School Inc. (85516),400413.0,413,108,215,198,0,12,149,4,234,6,8,–,–,"=""040041302411""",85516,Mohave Accelerated Elementary School,"Mohave Accelerated Elementary School, Inc.",56,English Language Arts
Arizona,Mohave County,4015.0,1-Yes,5-Title I schoolwide school,404.0,Yes participating without using any Provision or the CEO,Elementary,Mohave Accelerated Elementary School Inc. (85516),400413.0,413,108,215,198,0,12,149,4,234,6,8,–,–,"=""040041302411""",85516,Mohave Accelerated Elementary School,"Mohave Accelerated Elementary School, Inc.",57,Mathematics
Arizona,Mohave County,4015.0,1-Yes,1-Title I targeted assistance eligible school-No program,404.0,Yes participating without using any Provision or the CEO,Elementary,Mohave Accelerated Elementary School Inc. (85516),400413.0,124,22,65,59,0,5,39,1,75,0,4,–,–,"=""040041302986""",85516,Mohave Accelerated Elementary School East,"Mohave Accelerated Elementary School, Inc.",66,English Language Arts
Arizona,Mohave County,4015.0,1-Yes,1-Title I targeted assistance eligible school-No program,404.0,Yes participating without using any Provision or the CEO,Elementary,Mohave Accelerated Elementary School Inc. (85516),400413.0,124,22,65,59,0,5,39,1,75,0,4,–,–,"=""040041302986""",85516,Mohave Accelerated Elementary School East,"Mohave Accelerated Elementary School, Inc.",73,Mathematics
Arizona,Mohave County,4015.0,1-Yes,5-Title I schoolwide school,404.0,Yes participating without using any Provision or the CEO,High,Mohave Accelerated Learning Center (79498),400280.0,489,100,233,256,2,7,159,5,302,3,11,–,–,"=""040028002186""",79498,Mohave Accelerated Learning Center,Mohave Accelerated Learning Center,45,English Language Arts
Arizona,Mohave County,4015.0,1-Yes,5-Title I schoolwide school,404.0,Yes participating without using any Provision or the CEO,High,Mohave Accelerated Learning Center (79498),400280.0,489,100,233,256,2,7,159,5,302,3,11,–,–,"=""040028002186""",79498,Mohave Accelerated Learning Center,Mohave Accelerated Learning Center,34,Mathematics
Arizona,Mohave County,4015.0,2-No,5-Title I schoolwide school,404.0,Yes participating without using any Provision or the CEO,High,Colorado River Union High School District (4381),400082.0,1189,305,601,588,7,10,533,13,592,4,30,53.34,22.29,"=""040008201457""",4381,Mohave High School,Colorado River Union High School District,22,English Language Arts
Arizona,Mohave County,4015.0,2-No,5-Title I schoolwide school,404.0,Yes participating without using any Provision or the CEO,High,Colorado River Union High School District (4381),400082.0,1189,305,601,588,7,10,533,13,592,4,30,53.34,22.29,"=""040008201457""",4381,Mohave High School,Colorado River Union High School District,16,Mathematics
Arizona,Maricopa County,4013.0,2-No,1-Title I targeted assistance eligible school-No program,406.0,Yes participating without using any Provision or the CEO,Middle,Scottsdale Unified District (4240),407570.0,795,99,403,392,44,24,236,30,435,2,24,103.27,7.70,"=""040757000654""",4240,Mohave Middle School,Scottsdale Unified District,52,English Language Arts
Arizona,Maricopa County,4013.0,2-No,1-Title I targeted assistance eligible school-No program,406.0,Yes participating without using any Provision or the CEO,Middle,Scottsdale Unified District (4240),407570.0,795,99,403,392,44,24,236,30,435,2,24,103.27,7.70,"=""040757000654""",4240,Mohave Middle School,Scottsdale Unified District,40,Mathematics
ARIZONA,Mohave County,4015.0,2-No,6-Not a Title I school,404.0,No,Elementary,Mohave Valley Elementary District (4379),405190.0,42,–,25,17,2,1,18,1,17,0,3,–,–,"=""040519003782""",4379,Mohave Valley Connections Academy,Mohave Valley Elementary District,*,English Language Arts
ARIZONA,Mohave County,4015.0,2-No,6-Not a Title I school,404.0,No,Elementary,Mohave Valley Elementary District (4379),405190.0,42,–,25,17,2,1,18,1,17,0,3,–,–,"=""040519003782""",4379,Mohave Valley Connections Academy,Mohave Valley Elementary District,*,Mathematics
Arizona,Mohave County,4015.0,2-No,5-Title I schoolwide school,404.0,Yes participating without using any Provision or the CEO,Middle,Mohave Valley Elementary District (4379),405190.0,414,111,212,202,17,1,147,9,225,1,14,17.00,24.35,"=""040519001414""",4379,Mohave Valley Junior High School,Mohave Valley Elementary District,38,English Language Arts
Arizona,Mohave County,4015.0,2-No,5-Title I schoolwide school,404.0,Yes participating without using any Provision or the CEO,Middle,Mohave Valley Elementary District (4379),405190.0,414,111,212,202,17,1,147,9,225,1,14,17.00,24.35,"=""040519001414""",4379,Mohave Valley Junior High School,Mohave Valley Elementary District,28,Mathematics
Arizona,Yuma County,4027.0,2-No,5-Title I schoolwide school,404.0,Yes under Provision 2,Elementary,Mohawk Valley Elementary District (4503),405220.0,146,110,80,66,3,0,92,0,50,0,1,10.01,14.59,"=""040522000436""",4503,Mohawk Valley School,Mohawk Valley Elementary District,34,English Language Arts
Arizona,Yuma County,4027.0,2-No,5-Title I schoolwide school,404.0,Yes under Provision 2,Elementary,Mohawk Valley Elementary District (4503),405220.0,146,110,80,66,3,0,92,0,50,0,1,10.01,14.59,"=""040522000436""",4503,Mohawk Valley School,Mohawk Valley Elementary District,27,Mathematics
Arizona,Maricopa County,4013.0,2-No,5-Title I schoolwide school,409.0,Yes participating without using any Provision or the CEO,Elementary,Creighton Elementary District (4263),402430.0,741,313,397,344,18,1,651,35,27,2,7,43.67,16.97,"=""040243000178""",4263,Monte Vista Elementary School,Creighton Elementary District,19,English Language Arts
Arizona,Maricopa County,4013.0,2-No,5-Title I schoolwide school,409.0,Yes participating without using any Provision or the CEO,Elementary,Creighton Elementary District (4263),402430.0,741,313,397,344,18,1,651,35,27,2,7,43.67,16.97,"=""040243000178""",4263,Monte Vista Elementary School,Creighton Elementary District,9,Mathematics
Arizona,Maricopa County,4013.0,1-Yes,2-Title I targeted assistance school,406.0,No,Elementary,Montessori Academy Inc. (80011),400399.0,152,–,81,71,2,3,32,1,103,0,11,–,–,"=""040039902325""",80011,Montessori Academy,"Montessori Academy, Inc.",50,English Language Arts
Arizona,Maricopa County,4013.0,1-Yes,2-Title I targeted assistance school,406.0,No,Elementary,Montessori Academy Inc. (80011),400399.0,152,–,81,71,2,3,32,1,103,0,11,–,–,"=""040039902325""",80011,Montessori Academy,"Montessori Academy, Inc.",27,Mathematics
Arizona,Coconino County,4005.0,1-Yes,6-Not a Title I school,401.0,No,Elementary,Flagstaff Montessori L.L.C. (4205),400020.0,154,–,88,66,4,4,19,1,124,0,2,–,–,"=""040002001179""",4205,Montessori Charter School of Flagstaff - Campus,Flagstaff Montessori,56,English Language Arts
Arizona,Coconino County,4005.0,1-Yes,6-Not a Title I school,401.0,No,Elementary,Flagstaff Montessori L.L.C. (4205),400020.0,154,–,88,66,4,4,19,1,124,0,2,–,–,"=""040002001179""",4205,Montessori Charter School of Flagstaff - Campus,Flagstaff Montessori,36,Mathematics
Arizona,Maricopa County,4013.0,1-Yes,2-Title I targeted assistance school,409.0,No,Elementary,Montessori Day Public Schools Chartered Inc. (4359),400068.0,191,–,96,95,1,6,52,4,120,1,7,–,–,"=""040006801745""",4359,Montessori Day Public Schools Chartered - Mountainside,"Montessori Day Public Schools Chartered, Inc.",67,English Language Arts
Arizona,Maricopa County,4013.0,1-Yes,2-Title I targeted assistance school,409.0,No,Elementary,Montessori Day Public Schools Chartered Inc. (4359),400068.0,191,–,96,95,1,6,52,4,120,1,7,–,–,"=""040006801745""",4359,Montessori Day Public Schools Chartered - Mountainside,"Montessori Day Public Schools Chartered, Inc.",50,Mathematics
Arizona,Santa Cruz County,4023.0,1-Yes,5-Title I schoolwide school,403.0,No,Elementary,Santa Cruz Valley Opportunities in Education Inc. (79066),400264.0,57,–,25,32,0,1,37,0,19,0,0,–,–,"=""040026402084""",79066,Montessori De Santa Cruz - St. Ann's Hall,"Santa Cruz Valley Opportunities in Education, Inc.",56,English Language Arts
Arizona,Santa Cruz County,4023.0,1-Yes,5-Title I schoolwide school,403.0,No,Elementary,Santa Cruz Valley Opportunities in Education Inc. (79066),400264.0,57,–,25,32,0,1,37,0,19,0,0,–,–,"=""040026402084""",79066,Montessori De Santa Cruz - St. Ann's Hall,"Santa Cruz Valley Opportunities in Education, Inc.",*,Mathematics
Arizona,Maricopa County,4013.0,1-Yes,6-Not a Title I school,405.0,No,Elementary,Montessori Education Centre Charter School (4363),400072.0,252,–,119,133,0,2,62,4,160,3,21,–,–,"=""040007200834""",4363,Montessori Education Centre Charter School - Mesa,Montessori Education Centre Charter School,78,English Language Arts
Arizona,Maricopa County,4013.0,1-Yes,6-Not a Title I school,405.0,No,Elementary,Montessori Education Centre Charter School (4363),400072.0,252,–,119,133,0,2,62,4,160,3,21,–,–,"=""040007200834""",4363,Montessori Education Centre Charter School - Mesa,Montessori Education Centre Charter School,60,Mathematics
Arizona,Maricopa County,4013.0,1-Yes,6-Not a Title I school,405.0,No,Elementary,Montessori Education Centre Charter School (4363),400072.0,199,–,106,93,2,2,38,4,137,4,12,–,–,"=""040007202264""",4363,Montessori Education Centre Charter School - North Campus,Montessori Education Centre Charter School,67,English Language Arts
Arizona,Maricopa County,4013.0,1-Yes,6-Not a Title I school,405.0,No,Elementary,Montessori Education Centre Charter School (4363),400072.0,199,–,106,93,2,2,38,4,137,4,12,–,–,"=""040007202264""",4363,Montessori Education Centre Charter School - North Campus,Montessori Education Centre Charter School,45,Mathematics
Arizona,Pima County,4019.0,1-Yes,6-Not a Title I school,402.0,No,Elementary,Montessori Schoolhouse of Tucson Inc. (4428),400126.0,22,–,8,14,0,0,9,0,10,0,3,–,–,"=""040012601620""",4428,Montessori Schoolhouse,"Montessori Schoolhouse of Tucson, Inc.",58,English Language Arts
Arizona,Pima County,4019.0,1-Yes,6-Not a Title I school,402.0,No,Elementary,Montessori Schoolhouse of Tucson Inc. (4428),400126.0,22,–,8,14,0,0,9,0,10,0,3,–,–,"=""040012601620""",4428,Montessori Schoolhouse,"Montessori Schoolhouse of Tucson, Inc.",59,Mathematics
Arizona,Pima County,4019.0,1-Yes,6-Not a Title I school,402.0,No,Elementary,Montessori Schoolhouse of Tucson Inc. (4428),400126.0,22,–,8,14,0,0,9,0,10,0,3,–,–,"=""040012601778""",4428,Montessori Schoolhouse,"Montessori Schoolhouse of Tucson, Inc.",58,English Language Arts
Arizona,Pima County,4019.0,1-Yes,6-Not a Title I school,402.0,No,Elementary,Montessori Schoolhouse of Tucson Inc. (4428),400126.0,22,–,8,14,0,0,9,0,10,0,3,–,–,"=""040012601778""",4428,Montessori Schoolhouse,"Montessori Schoolhouse of Tucson, Inc.",59,Mathematics
Arizona,Pima County,4019.0,1-Yes,6-Not a Title I school,402.0,No,Elementary,Montessori Schoolhouse of Tucson Inc. (4428),400126.0,92,–,39,53,0,2,31,3,42,1,13,–,–,"=""040012601620""",4428,Montessori Schoolhouse,"Montessori Schoolhouse of Tucson, Inc.",58,English Language Arts
Arizona,Pima County,4019.0,1-Yes,6-Not a Title I school,402.0,No,Elementary,Montessori Schoolhouse of Tucson Inc. (4428),400126.0,92,–,39,53,0,2,31,3,42,1,13,–,–,"=""040012601620""",4428,Montessori Schoolhouse,"Montessori Schoolhouse of Tucson, Inc.",59,Mathematics
Arizona,Pima County,4019.0,1-Yes,6-Not a Title I school,402.0,No,Elementary,Montessori Schoolhouse of Tucson Inc. (4428),400126.0,92,–,39,53,0,2,31,3,42,1,13,–,–,"=""040012601778""",4428,Montessori Schoolhouse,"Montessori Schoolhouse of Tucson, Inc.",58,English Language Arts
Arizona,Pima County,4019.0,1-Yes,6-Not a Title I school,402.0,No,Elementary,Montessori Schoolhouse of Tucson Inc. (4428),400126.0,92,–,39,53,0,2,31,3,42,1,13,–,–,"=""040012601778""",4428,Montessori Schoolhouse,"Montessori Schoolhouse of Tucson, Inc.",59,Mathematics
Arizona,Navajo County,4017.0,2-No,6-Not a Title I school,401.0,Yes under Community Eligibility Option (CEO),High,Kayenta Unified School District #27 (4396),404060.0,635,526,332,303,598,0,15,0,3,0,19,40.00,15.88,"=""040406000324""",4396,Monument Valley High School,Kayenta Unified School District #27,4,English Language Arts
Arizona,Navajo County,4017.0,2-No,6-Not a Title I school,401.0,Yes under Community Eligibility Option (CEO),High,Kayenta Unified School District #27 (4396),404060.0,635,526,332,303,598,0,15,0,3,0,19,40.00,15.88,"=""040406000324""",4396,Monument Valley High School,Kayenta Unified School District #27,12,Mathematics
Arizona,Maricopa County,4013.0,2-No,5-Title I schoolwide school,406.0,Yes under Community Eligibility Option (CEO),Elementary,Washington Elementary School District (4260),409060.0,501,415,260,241,18,7,247,62,135,1,31,39.00,12.85,"=""040906000931""",4260,Moon Mountain School,Washington Elementary School District,37,English Language Arts
Arizona,Maricopa County,4013.0,2-No,5-Title I schoolwide school,406.0,Yes under Community Eligibility Option (CEO),Elementary,Washington Elementary School District (4260),409060.0,501,415,260,241,18,7,247,62,135,1,31,39.00,12.85,"=""040906000931""",4260,Moon Mountain School,Washington Elementary School District,20,Mathematics
Arizona,Maricopa County,4013.0,2-No,5-Title I schoolwide school,406.0,Yes participating without using any Provision or the CEO,High,Glendale Union High School District (4285),403450.0,1451,358,743,708,33,49,736,124,446,7,56,71.00,20.44,"=""040345000280""",4285,Moon Valley High School,Glendale Union High School District,39,English Language Arts
Arizona,Maricopa County,4013.0,2-No,5-Title I schoolwide school,406.0,Yes participating without using any Provision or the CEO,High,Glendale Union High School District (4285),403450.0,1451,358,743,708,33,49,736,124,446,7,56,71.00,20.44,"=""040345000280""",4285,Moon Valley High School,Glendale Union High School District,36,Mathematics
Arizona,Greenlee County,4011.0,2-No,6-Not a Title I school,401.0,Yes participating without using any Provision or the CEO,High,Morenci Unified District (4230),405320.0,349,24,183,166,27,1,227,3,86,0,5,22.05,15.83,"=""040532000441""",4230,Morenci High School,Morenci Unified District,36,English Language Arts
Arizona,Greenlee County,4011.0,2-No,6-Not a Title I school,401.0,Yes participating without using any Provision or the CEO,High,Morenci Unified District (4230),405320.0,349,24,183,166,27,1,227,3,86,0,5,22.05,15.83,"=""040532000441""",4230,Morenci High School,Morenci Unified District,40,Mathematics
ARIZONA,Pima County,4019.0,2-No,5-Title I schoolwide school,403.0,Yes under Community Eligibility Option (CEO),Elementary,Tucson Unified District (4403),408800.0,469,337,248,221,23,12,355,25,46,1,7,32.00,14.66,"=""040880003414""",4403,Morgan Maxwell School,Tucson Unified District,*,English Language Arts
ARIZONA,Pima County,4019.0,2-No,5-Title I schoolwide school,403.0,Yes under Community Eligibility Option (CEO),Elementary,Tucson Unified District (4403),408800.0,469,337,248,221,23,12,355,25,46,1,7,32.00,14.66,"=""040880003414""",4403,Morgan Maxwell School,Tucson Unified District,10,Mathematics
Arizona,Maricopa County,4013.0,2-No,5-Title I schoolwide school,407.0,Yes under Community Eligibility Option (CEO),Middle,Isaac Elementary District (4259),403960.0,560,448,294,266,4,0,528,20,6,1,1,29.00,19.31,"=""040396001876""",4259,Morris K. Udall Escuela de Bellas Artes,Isaac Elementary District,13,English Language Arts
Arizona,Maricopa County,4013.0,2-No,5-Title I schoolwide school,407.0,Yes under Community Eligibility Option (CEO),Middle,Isaac Elementary District (4259),403960.0,560,448,294,266,4,0,528,20,6,1,1,29.00,19.31,"=""040396001876""",4259,Morris K. Udall Escuela de Bellas Artes,Isaac Elementary District,6,Mathematics
Arizona,Maricopa County,4013.0,2-No,5-Title I schoolwide school,404.0,Yes under Provision 3,Elementary,Morristown Elementary District (4251),405340.0,135,96,59,76,2,1,35,0,93,0,4,10.50,12.86,"=""040534000442""",4251,Morristown Elementary School,Morristown Elementary District,*,English Language Arts
Arizona,Maricopa County,4013.0,2-No,5-Title I schoolwide school,404.0,Yes under Provision 3,Elementary,Morristown Elementary District (4251),405340.0,135,96,59,76,2,1,35,0,93,0,4,10.50,12.86,"=""040534000442""",4251,Morristown Elementary School,Morristown Elementary District,43,Mathematics
Arizona,Coconino County,4005.0,2-No,4-Title I schoolwide eligible school-No program,401.0,Yes participating without using any Provision or the CEO,Middle,Flagstaff Unified District (4192),402860.0,720,173,387,333,202,4,232,5,252,0,25,49.88,14.43,"=""040286000214""",4192,Mount Elden Middle School,Flagstaff Unified District,28,English Language Arts
Arizona,Coconino County,4005.0,2-No,4-Title I schoolwide eligible school-No program,401.0,Yes participating without using any Provision or the CEO,Middle,Flagstaff Unified District (4192),402860.0,720,173,387,333,202,4,232,5,252,0,25,49.88,14.43,"=""040286000214""",4192,Mount Elden Middle School,Flagstaff Unified District,17,Mathematics
Arizona,Navajo County,4017.0,2-No,6-Not a Title I school,401.0,Yes participating without using any Provision or the CEO,Elementary,Heber-Overgaard Unified District (4392),400026.0,136,32,62,74,2,0,26,0,105,0,3,8.10,16.79,"=""040002601767""",4392,Mountain Meadows Primary,Heber-Overgaard Unified District,37,English Language Arts
Arizona,Navajo County,4017.0,2-No,6-Not a Title I school,401.0,Yes participating without using any Provision or the CEO,Elementary,Heber-Overgaard Unified District (4392),400026.0,136,32,62,74,2,0,26,0,105,0,3,8.10,16.79,"=""040002601767""",4392,Mountain Meadows Primary,Heber-Overgaard Unified District,40,Mathematics
Arizona,Yavapai County,4025.0,1-Yes,3-Title I schoolwide eligible-Title I targeted assistance program,404.0,No,Elementary,Mountain Oak Charter School Inc. (78873),400208.0,69,–,26,43,2,0,16,0,47,0,4,–,–,"=""040020801970""",78873,Mountain Oak Charter School,"Mountain Oak Charter School, Inc.",*,English Language Arts
Arizona,Yavapai County,4025.0,1-Yes,3-Title I schoolwide eligible-Title I targeted assistance program,404.0,No,Elementary,Mountain Oak Charter School Inc. (78873),400208.0,69,–,26,43,2,0,16,0,47,0,4,–,–,"=""040020801970""",78873,Mountain Oak Charter School,"Mountain Oak Charter School, Inc.",*,Mathematics
Arizona,Maricopa County,4013.0,2-No,5-Title I schoolwide school,409.0,Yes participating without using any Provision or the CEO,High,Tempe Union High School District (4287),408340.0,1948,363,917,1031,95,42,726,530,431,14,110,98.01,19.88,"=""040834001567""",4287,Mountain Pointe High School,Tempe Union High School District,37,English Language Arts
Arizona,Maricopa County,4013.0,2-No,5-Title I schoolwide school,409.0,Yes participating without using any Provision or the CEO,High,Tempe Union High School District (4287),408340.0,1948,363,917,1031,95,42,726,530,431,14,110,98.01,19.88,"=""040834001567""",4287,Mountain Pointe High School,Tempe Union High School District,31,Mathematics
Arizona,Maricopa County,4013.0,2-No,6-Not a Title I school,408.0,Yes participating without using any Provision or the CEO,High,Deer Valley Unified District (4246),407750.0,2685,116,1339,1346,5,278,361,62,1866,9,104,109.21,24.59,"=""040775000636""",4246,Mountain Ridge High School,Deer Valley Unified District,61,English Language Arts
Arizona,Maricopa County,4013.0,2-No,6-Not a Title I school,408.0,Yes participating without using any Provision or the CEO,High,Deer Valley Unified District (4246),407750.0,2685,116,1339,1346,5,278,361,62,1866,9,104,109.21,24.59,"=""040775000636""",4246,Mountain Ridge High School,Deer Valley Unified District,57,Mathematics
Arizona,Pima County,4019.0,1-Yes,6-Not a Title I school,401.0,No,High,Mountain Rose Academy Inc. (10879),400204.0,208,–,100,108,2,1,108,7,80,0,10,–,–,"=""040020401962""",10879,Mountain Rose Academy,"Mountain Rose Academy, Inc.",22,English Language Arts
Arizona,Pima County,4019.0,1-Yes,6-Not a Title I school,401.0,No,High,Mountain Rose Academy Inc. (10879),400204.0,208,–,100,108,2,1,108,7,80,0,10,–,–,"=""040020401962""",10879,Mountain Rose Academy,"Mountain Rose Academy, Inc.",13,Mathematics
Arizona,Coconino County,4005.0,1-Yes,6-Not a Title I school,401.0,No,Elementary,Mountain School Inc. (4203),400096.0,179,–,91,88,9,2,16,0,145,0,7,–,–,"=""040009601174""",4203,Mountain School,"Mountain School, Inc.",77,English Language Arts
Arizona,Coconino County,4005.0,1-Yes,6-Not a Title I school,401.0,No,Elementary,Mountain School Inc. (4203),400096.0,179,–,91,88,9,2,16,0,145,0,7,–,–,"=""040009601174""",4203,Mountain School,"Mountain School, Inc.",64,Mathematics
Arizona,Maricopa County,4013.0,2-No,5-Title I schoolwide school,408.0,Yes participating without using any Provision or the CEO,Elementary,Deer Valley Unified District (4246),407750.0,416,93,221,195,5,17,111,31,230,0,22,27.10,15.35,"=""040775001330""",4246,Mountain Shadows Elementary School,Deer Valley Unified District,52,English Language Arts
Arizona,Maricopa County,4013.0,2-No,5-Title I schoolwide school,408.0,Yes participating without using any Provision or the CEO,Elementary,Deer Valley Unified District (4246),407750.0,416,93,221,195,5,17,111,31,230,0,22,27.10,15.35,"=""040775001330""",4246,Mountain Shadows Elementary School,Deer Valley Unified District,45,Mathematics
Arizona,Maricopa County,4013.0,2-No,5-Title I schoolwide school,406.0,Yes under Community Eligibility Option (CEO),Middle,Washington Elementary School District (4260),409060.0,756,437,378,378,17,18,317,49,316,0,39,44.60,16.95,"=""040906001272""",4260,Mountain Sky Middle School,Washington Elementary School District,35,English Language Arts
Arizona,Maricopa County,4013.0,2-No,5-Title I schoolwide school,406.0,Yes under Community Eligibility Option (CEO),Middle,Washington Elementary School District (4260),409060.0,756,437,378,378,17,18,317,49,316,0,39,44.60,16.95,"=""040906001272""",4260,Mountain Sky Middle School,Washington Elementary School District,29,Mathematics
Arizona,Maricopa County,4013.0,2-No,6-Not a Title I school,406.0,Yes participating without using any Provision or the CEO,Middle,Paradise Valley Unified District (4241),405930.0,658,89,343,315,5,16,178,23,391,3,42,29.94,21.98,"=""040593002266""",4241,Mountain Trail Middle School,Paradise Valley Unified District,47,English Language Arts
