State Name,Agency Name,Agency ID - NCES Assigned,County Name,County Number,Charter School,Title I School Status,Congressional Code,National School Lunch Program,School Level,Total Students All Grades (Excludes AE),Free and Reduced Lunch Students,Male Students,Female Students,American Indian/Alaska Native Students,Asian or Asian/Pacific Islander Students,Hispanic Students,Black or African American Students,White Students,Nat. Hawaiian or Other Pacific Isl. Students,Two or More Races Students,Full-Time Equivalent (FTE) Teachers,Pupil/Teacher Ratio,School ID - NCES Assigned,School Name,District Entity ID,District Name,Percent Passing,Subject
Arizona,Peoria Unified School District,"=""0406250""",MARICOPA COUNTY,"=""04013""",2-No,5-Title I schoolwide school,"=""0408""",Yes participating without using any Provision or the CEO,1-Primary,709,450,353,356,3,16,354,70,232,4,30,37.00,19.16,"=""040625000586""",Cheyenne Elementary School,4237,Peoria Unified School District,34,Math
Arizona,Scottsdale Unified District,"=""0407570""",MARICOPA COUNTY,"=""04013""",2-No,1-Title I targeted assistance eligible school-No program,"=""0406""",Yes participating without using any Provision or the CEO,1-Primary,976,27,463,513,6,133,44,10,773,3,7,44.60,21.88,"=""040757001194""",Cheyenne Traditional School,4240,Scottsdale Unified District,76,English Language Arts
Arizona,Scottsdale Unified District,"=""0407570""",MARICOPA COUNTY,"=""04013""",2-No,1-Title I targeted assistance eligible school-No program,"=""0406""",Yes participating without using any Provision or the CEO,1-Primary,976,27,463,513,6,133,44,10,773,3,7,44.60,21.88,"=""040757001194""",Cheyenne Traditional School,4240,Scottsdale Unified District,71,Math
Arizona,Edkey  Inc. - Sequoia Ranch School,"=""0400641""",MARICOPA COUNTY,"=""04013""",1-Yes,5-Title I schoolwide school,"=""0409""",Yes participating without using any Provision or the CEO,1-Primary,202,190,87,115,2,"=""0""",155,19,23,3,"=""0""",–,–,"=""040064102953""",Children First Academy - Tempe,81052,"Edkey, Inc. - Sequoia Ranch School",13,English Language Arts
Arizona,Edkey  Inc. - Sequoia Ranch School,"=""0400641""",MARICOPA COUNTY,"=""04013""",1-Yes,5-Title I schoolwide school,"=""0409""",Yes participating without using any Provision or the CEO,1-Primary,202,190,87,115,2,"=""0""",155,19,23,3,"=""0""",–,–,"=""040064102953""",Children First Academy - Tempe,81052,"Edkey, Inc. - Sequoia Ranch School",16,Math
Arizona,Griffin Foundation  Inc. The,"=""0400343""",PIMA COUNTY,"=""04019""",1-Yes,5-Title I schoolwide school,"=""0402""",Yes under Community Eligibility Option (CEO),1-Primary,247,"=""0""",121,126,1,1,192,14,28,"=""0""",11,–,–,"=""040034302246""",Children Reaching for the Sky Preparatory,79500,"Griffin Foundation, Inc. The",28,English Language Arts
Arizona,Griffin Foundation  Inc. The,"=""0400343""",PIMA COUNTY,"=""04019""",1-Yes,5-Title I schoolwide school,"=""0402""",Yes under Community Eligibility Option (CEO),1-Primary,247,"=""0""",121,126,1,1,192,14,28,"=""0""",11,–,–,"=""040034302246""",Children Reaching for the Sky Preparatory,79500,"Griffin Foundation, Inc. The",30,Math
Arizona,Chinle Unified District,"=""0401940""",APACHE COUNTY,"=""04001""",2-No,5-Title I schoolwide school,"=""0401""",Yes under Provision 2,1-Primary,428,"=""0""",240,188,428,"=""0""","=""0""","=""0""","=""0""","=""0""","=""0""",28.00,15.29,"=""040194000135""",Chinle Elementary School,4158,Chinle Unified District,11,English Language Arts
Arizona,Chinle Unified District,"=""0401940""",APACHE COUNTY,"=""04001""",2-No,5-Title I schoolwide school,"=""0401""",Yes under Provision 2,1-Primary,428,"=""0""",240,188,428,"=""0""","=""0""","=""0""","=""0""","=""0""","=""0""",28.00,15.29,"=""040194000135""",Chinle Elementary School,4158,Chinle Unified District,20,Math
Arizona,Chinle Unified District,"=""0401940""",APACHE COUNTY,"=""04001""",2-No,5-Title I schoolwide school,"=""0401""",Yes under Provision 2,3-High,988,"=""0""",531,457,984,1,"=""0""","=""0""",1,1,1,65.00,15.20,"=""040194000137""",Chinle High School,4158,Chinle Unified District,9,English Language Arts
Arizona,Chinle Unified District,"=""0401940""",APACHE COUNTY,"=""04001""",2-No,5-Title I schoolwide school,"=""0401""",Yes under Provision 2,3-High,988,"=""0""",531,457,984,1,"=""0""","=""0""",1,1,1,65.00,15.20,"=""040194000137""",Chinle High School,4158,Chinle Unified District,10,Math
Arizona,Chinle Unified District,"=""0401940""",APACHE COUNTY,"=""04001""",2-No,5-Title I schoolwide school,"=""0401""",Yes under Provision 2,2-Middle,400,"=""0""",191,209,398,"=""0""",1,"=""0""",1,"=""0""","=""0""",29.00,13.79,"=""040194000138""",Chinle Junior High School,4158,Chinle Unified District,8,English Language Arts
Arizona,Chinle Unified District,"=""0401940""",APACHE COUNTY,"=""04001""",2-No,5-Title I schoolwide school,"=""0401""",Yes under Provision 2,2-Middle,400,"=""0""",191,209,398,"=""0""",1,"=""0""",1,"=""0""","=""0""",29.00,13.79,"=""040194000138""",Chinle Junior High School,4158,Chinle Unified District,10,Math
Arizona,Chino Valley Unified District,"=""0400003""",YAVAPAI COUNTY,"=""04025""",2-No,3-Title I schoolwide eligible-Title I targeted assistance program,"=""0404""",Yes participating without using any Provision or the CEO,3-High,730,413,391,339,11,"=""0""",201,5,499,3,11,31.50,23.17,"=""040000301458""",Chino Valley High School,4474,Chino Valley Unified District,21,English Language Arts
Arizona,Chino Valley Unified District,"=""0400003""",YAVAPAI COUNTY,"=""04025""",2-No,3-Title I schoolwide eligible-Title I targeted assistance program,"=""0404""",Yes participating without using any Provision or the CEO,3-High,730,413,391,339,11,"=""0""",201,5,499,3,11,31.50,23.17,"=""040000301458""",Chino Valley High School,4474,Chino Valley Unified District,13,Math
Arizona,Casa Grande Elementary District,"=""0401710""",PINAL COUNTY,"=""04021""",2-No,5-Title I schoolwide school,"=""0401""",Yes participating without using any Provision or the CEO,1-Primary,418,311,191,227,33,4,240,10,109,1,21,19.50,21.44,"=""040171001056""",Cholla Elementary School,4446,Casa Grande Elementary District,21,English Language Arts
Arizona,Casa Grande Elementary District,"=""0401710""",PINAL COUNTY,"=""04021""",2-No,5-Title I schoolwide school,"=""0401""",Yes participating without using any Provision or the CEO,1-Primary,418,311,191,227,33,4,240,10,109,1,21,19.50,21.44,"=""040171001056""",Cholla Elementary School,4446,Casa Grande Elementary District,30,Math
Arizona,Washington Elementary School District,"=""0409060""",MARICOPA COUNTY,"=""04013""",2-No,5-Title I schoolwide school,"=""0406""",Yes under Community Eligibility Option (CEO),2-Middle,658,"=""0""",327,331,15,23,312,61,232,"=""0""",15,38.80,16.96,"=""040906000921""",Cholla Middle School,4260,Washington Elementary School District,32,English Language Arts
Arizona,Washington Elementary School District,"=""0409060""",MARICOPA COUNTY,"=""04013""",2-No,5-Title I schoolwide school,"=""0406""",Yes under Community Eligibility Option (CEO),2-Middle,658,"=""0""",327,331,15,23,312,61,232,"=""0""",15,38.80,16.96,"=""040906000921""",Cholla Middle School,4260,Washington Elementary School District,25,Math
Arizona,Yuma Union High School District,"=""0409630""",YUMA COUNTY,"=""04027""",2-No,5-Title I schoolwide school,"=""0403""",Yes participating without using any Provision or the CEO,3-High,2572,1533,1319,1253,34,46,2027,59,401,4,1,101.00,25.47,"=""040963001388""",Cibola High School,4507,Yuma Union High School District,25,English Language Arts
Arizona,Yuma Union High School District,"=""0409630""",YUMA COUNTY,"=""04027""",2-No,5-Title I schoolwide school,"=""0403""",Yes participating without using any Provision or the CEO,3-High,2572,1533,1319,1253,34,46,2027,59,401,4,1,101.00,25.47,"=""040963001388""",Cibola High School,4507,Yuma Union High School District,19,Math
Arizona,Vail Unified District,"=""0408850""",PIMA COUNTY,"=""04019""",2-No,1-Title I targeted assistance eligible school-No program,"=""0402""",Yes participating without using any Provision or the CEO,3-High,1947,440,959,988,14,49,628,112,1091,4,49,88.82,21.92,"=""040885002195""",Cienega High School,4413,Vail Unified District,42,English Language Arts
Arizona,Vail Unified District,"=""0408850""",PIMA COUNTY,"=""04019""",2-No,1-Title I targeted assistance eligible school-No program,"=""0402""",Yes participating without using any Provision or the CEO,3-High,1947,440,959,988,14,49,628,112,1091,4,49,88.82,21.92,"=""040885002195""",Cienega High School,4413,Vail Unified District,46,Math
Arizona,Tucson Small School Project,"=""0400407""",PIMA COUNTY,"=""04019""",1-Yes,5-Title I schoolwide school,"=""0403""",Yes participating without using any Provision or the CEO,3-High,176,87,95,81,4,"=""0""",68,3,93,"=""0""",8,–,–,"=""040040702404""",City High School,85448,Tucson Small School Project,45,English Language Arts
Arizona,Tucson Small School Project,"=""0400407""",PIMA COUNTY,"=""04019""",1-Yes,5-Title I schoolwide school,"=""0403""",Yes participating without using any Provision or the CEO,3-High,176,87,95,81,4,"=""0""",68,3,93,"=""0""",8,–,–,"=""040040702404""",City High School,85448,Tucson Small School Project,15,Math
Arizona,Osborn Elementary District,"=""0405670""",MARICOPA COUNTY,"=""04013""",2-No,5-Title I schoolwide school,"=""0407""",Yes participating without using any Provision or the CEO,1-Primary,440,349,226,214,41,9,285,38,53,"=""0""",14,25.83,17.03,"=""040567000459""",Clarendon School,4262,Osborn Elementary District,20,English Language Arts
Arizona,Osborn Elementary District,"=""0405670""",MARICOPA COUNTY,"=""04013""",2-No,5-Title I schoolwide school,"=""0407""",Yes participating without using any Provision or the CEO,1-Primary,440,349,226,214,41,9,285,38,53,"=""0""",14,25.83,17.03,"=""040567000459""",Clarendon School,4262,Osborn Elementary District,29,Math
Arizona,Clarkdale-Jerome Elementary District,"=""0400004""",YAVAPAI COUNTY,"=""04025""",2-No,2-Title I targeted assistance school,"=""0404""",Yes participating without using any Provision or the CEO,1-Primary,469,265,219,250,34,"=""0""",96,2,320,1,16,22.00,21.32,"=""040000400912""",Clarkdale-Jerome Elementary School,4486,Clarkdale-Jerome Elementary District,39,English Language Arts
Arizona,Clarkdale-Jerome Elementary District,"=""0400004""",YAVAPAI COUNTY,"=""04025""",2-No,2-Title I targeted assistance school,"=""0404""",Yes participating without using any Provision or the CEO,1-Primary,469,265,219,250,34,"=""0""",96,2,320,1,16,22.00,21.32,"=""040000400912""",Clarkdale-Jerome Elementary School,4486,Clarkdale-Jerome Elementary District,41,Math
Arizona,Douglas Unified District,"=""0402530""",COCHISE COUNTY,"=""04003""",2-No,5-Title I schoolwide school,"=""0402""",Yes participating without using any Provision or the CEO,1-Primary,317,265,144,173,"=""0""","=""0""",301,"=""0""",16,"=""0""","=""0""",16.00,19.81,"=""040253000186""",Clawson School,4174,Douglas Unified District,19,English Language Arts
Arizona,Douglas Unified District,"=""0402530""",COCHISE COUNTY,"=""04003""",2-No,5-Title I schoolwide school,"=""0402""",Yes participating without using any Provision or the CEO,1-Primary,317,265,144,173,"=""0""","=""0""",301,"=""0""",16,"=""0""","=""0""",16.00,19.81,"=""040253000186""",Clawson School,4174,Douglas Unified District,27,Math
Arizona,Roosevelt Elementary District,"=""0407080""",MARICOPA COUNTY,"=""04013""",2-No,5-Title I schoolwide school,"=""0407""",Yes participating without using any Provision or the CEO,1-Primary,577,"=""0""",308,269,17,11,376,136,19,1,17,28.00,20.61,"=""040708001880""",Cloves C Campbell Sr Elementary School,4279,Roosevelt Elementary District,33,English Language Arts
Arizona,Roosevelt Elementary District,"=""0407080""",MARICOPA COUNTY,"=""04013""",2-No,5-Title I schoolwide school,"=""0407""",Yes participating without using any Provision or the CEO,1-Primary,577,"=""0""",308,269,17,11,376,136,19,1,17,28.00,20.61,"=""040708001880""",Cloves C Campbell Sr Elementary School,4279,Roosevelt Elementary District,39,Math
Arizona,Santa Cruz Valley Unified District,"=""0407520""",SANTA CRUZ COUNTY,"=""04023""",2-No,5-Title I schoolwide school,"=""0403""",Yes under Provision 2,2-Middle,393,"=""0""",206,187,"=""0""",1,367,1,24,"=""0""","=""0""",22.17,17.73,"=""040752002768""",Coatimundi Middle School,4458,Santa Cruz Valley Unified District,35,English Language Arts
Arizona,Santa Cruz Valley Unified District,"=""0407520""",SANTA CRUZ COUNTY,"=""04023""",2-No,5-Title I schoolwide school,"=""0403""",Yes under Provision 2,2-Middle,393,"=""0""",206,187,"=""0""",1,367,1,24,"=""0""","=""0""",22.17,17.73,"=""040752002768""",Coatimundi Middle School,4458,Santa Cruz Valley Unified District,38,Math
Arizona,Cochise Elementary District,"=""0402130""",COCHISE COUNTY,"=""04003""",2-No,6-Not a Title I school,"=""0402""",Yes participating without using any Provision or the CEO,1-Primary,88,42,47,41,"=""0""","=""0""",32,1,55,"=""0""","=""0""",9.19,9.58,"=""040213000152""",Cochise Elementary School,4177,Cochise Elementary District,48,English Language Arts
Arizona,Cochise Elementary District,"=""0402130""",COCHISE COUNTY,"=""04003""",2-No,6-Not a Title I school,"=""0402""",Yes participating without using any Provision or the CEO,1-Primary,88,42,47,41,"=""0""","=""0""",32,1,55,"=""0""","=""0""",9.19,9.58,"=""040213000152""",Cochise Elementary School,4177,Cochise Elementary District,46,Math
Arizona,Scottsdale Unified District,"=""0407570""",MARICOPA COUNTY,"=""04013""",2-No,1-Title I targeted assistance eligible school-No program,"=""0406""",Yes participating without using any Provision or the CEO,1-Primary,579,38,297,282,5,38,45,13,468,1,9,33.00,17.55,"=""040757001102""",Cochise Elementary School,4240,Scottsdale Unified District,65,English Language Arts
Arizona,Scottsdale Unified District,"=""0407570""",MARICOPA COUNTY,"=""04013""",2-No,1-Title I targeted assistance eligible school-No program,"=""0406""",Yes participating without using any Provision or the CEO,1-Primary,579,38,297,282,5,38,45,13,468,1,9,33.00,17.55,"=""040757001102""",Cochise Elementary School,4240,Scottsdale Unified District,68,Math
Arizona,Flagstaff Unified District,"=""0402860""",COCONINO COUNTY,"=""04005""",2-No,1-Title I targeted assistance eligible school-No program,"=""0401""",Yes participating without using any Provision or the CEO,3-High,1374,520,680,694,340,14,367,11,607,1,34,76.80,17.89,"=""040286000212""",Coconino High School,4192,Flagstaff Unified District,15,English Language Arts
Arizona,Flagstaff Unified District,"=""0402860""",COCONINO COUNTY,"=""04005""",2-No,1-Title I targeted assistance eligible school-No program,"=""0401""",Yes participating without using any Provision or the CEO,3-High,1374,520,680,694,340,14,367,11,607,1,34,76.80,17.89,"=""040286000212""",Coconino High School,4192,Flagstaff Unified District,19,Math
Arizona,Scottsdale Unified District,"=""0407570""",MARICOPA COUNTY,"=""04013""",2-No,1-Title I targeted assistance eligible school-No program,"=""0406""",Yes participating without using any Provision or the CEO,2-Middle,899,71,444,455,3,35,77,29,749,"=""0""",6,43.60,20.62,"=""040757000643""",Cocopah Middle School,4240,Scottsdale Unified District,62,English Language Arts
Arizona,Scottsdale Unified District,"=""0407570""",MARICOPA COUNTY,"=""04013""",2-No,1-Title I targeted assistance eligible school-No program,"=""0406""",Yes participating without using any Provision or the CEO,2-Middle,899,71,444,455,3,35,77,29,749,"=""0""",6,43.60,20.62,"=""040757000643""",Cocopah Middle School,4240,Scottsdale Unified District,62,Math
Arizona,Littleton Elementary District,"=""0404440""",MARICOPA COUNTY,"=""04013""",2-No,5-Title I schoolwide school,"=""0403""",Yes participating without using any Provision or the CEO,1-Primary,876,712,435,441,9,30,505,134,163,2,33,50.10,17.49,"=""040444002247""",Collier Elementary School,4278,Littleton Elementary District,23,English Language Arts
Arizona,Littleton Elementary District,"=""0404440""",MARICOPA COUNTY,"=""04013""",2-No,5-Title I schoolwide school,"=""0403""",Yes participating without using any Provision or the CEO,1-Primary,876,712,435,441,9,30,505,134,163,2,33,50.10,17.49,"=""040444002247""",Collier Elementary School,4278,Littleton Elementary District,26,Math
Arizona,Tucson Unified District,"=""0408800""",PIMA COUNTY,"=""04019""",2-No,1-Title I targeted assistance eligible school-No program,"=""0402""",Yes participating without using any Provision or the CEO,1-Primary,197,66,94,103,4,"=""0""",48,6,124,2,13,10.00,19.70,"=""040880001449""",Collier Elementary School,4403,Tucson Unified District,39,English Language Arts
Arizona,Tucson Unified District,"=""0408800""",PIMA COUNTY,"=""04019""",2-No,1-Title I targeted assistance eligible school-No program,"=""0402""",Yes participating without using any Provision or the CEO,1-Primary,197,66,94,103,4,"=""0""",48,6,124,2,13,10.00,19.70,"=""040880001449""",Collier Elementary School,4403,Tucson Unified District,30,Math
Arizona,Fort Huachuca Accommodation District,"=""0403150""",COCHISE COUNTY,"=""04003""",2-No,1-Title I targeted assistance eligible school-No program,"=""0402""",Yes participating without using any Provision or the CEO,1-Primary,311,76,141,170,5,14,65,61,161,3,2,21.00,14.81,"=""040315000245""",Colonel Smith Middle School,4167,Fort Huachuca Accommodation District,38,English Language Arts
Arizona,Fort Huachuca Accommodation District,"=""0403150""",COCHISE COUNTY,"=""04003""",2-No,1-Title I targeted assistance eligible school-No program,"=""0402""",Yes participating without using any Provision or the CEO,1-Primary,311,76,141,170,5,14,65,61,161,3,2,21.00,14.81,"=""040315000245""",Colonel Smith Middle School,4167,Fort Huachuca Accommodation District,34,Math
Arizona,J O Combs Unified School District,"=""0403990""",PINAL COUNTY,"=""04021""",2-No,4-Title I schoolwide eligible school-No program,"=""0404""",Yes participating without using any Provision or the CEO,3-High,1302,487,686,616,19,15,385,63,782,11,27,49.62,26.24,"=""040399002895""",Combs High School,4445,J O Combs Unified School District,25,English Language Arts
Arizona,J O Combs Unified School District,"=""0403990""",PINAL COUNTY,"=""04021""",2-No,4-Title I schoolwide eligible school-No program,"=""0404""",Yes participating without using any Provision or the CEO,3-High,1302,487,686,616,19,15,385,63,782,11,27,49.62,26.24,"=""040399002895""",Combs High School,4445,J O Combs Unified School District,22,Math
Arizona,J O Combs Unified School District,"=""0403990""",PINAL COUNTY,"=""04021""",2-No,1-Title I targeted assistance eligible school-No program,"=""0404""",No,1-Primary,276,–,127,149,10,10,76,11,153,"=""0""",16,10.41,26.51,"=""040399003231""",Combs Traditional Academy,4445,J O Combs Unified School District,59,English Language Arts
Arizona,J O Combs Unified School District,"=""0403990""",PINAL COUNTY,"=""04021""",2-No,1-Title I targeted assistance eligible school-No program,"=""0404""",No,1-Primary,276,–,127,149,10,10,76,11,153,"=""0""",16,10.41,26.51,"=""040399003231""",Combs Traditional Academy,4445,J O Combs Unified School District,55,Math
Arizona,Tempe Union High School District,"=""0408340""",MARICOPA COUNTY,"=""04013""",2-No,5-Title I schoolwide school,"=""0409""",Yes participating without using any Provision or the CEO,3-High,536,12,326,210,48,2,268,85,117,3,13,34.00,15.76,"=""040834001576""",Compadre High School,4287,Tempe Union High School District,5,English Language Arts
Arizona,Tempe Union High School District,"=""0408340""",MARICOPA COUNTY,"=""04013""",2-No,5-Title I schoolwide school,"=""0409""",Yes participating without using any Provision or the CEO,3-High,536,12,326,210,48,2,268,85,117,3,13,34.00,15.76,"=""040834001576""",Compadre High School,4287,Tempe Union High School District,<2,Math
Arizona,Creighton Elementary District,"=""0402430""",MARICOPA COUNTY,"=""04013""",2-No,4-Title I schoolwide eligible school-No program,"=""0409""",No,2-Middle,5,–,4,1,"=""0""","=""0""",1,2,2,"=""0""","=""0""",5.60,"=""0.89""","=""040243001998""",Compass Center,4263,Creighton Elementary District,*,English Language Arts
Arizona,Creighton Elementary District,"=""0402430""",MARICOPA COUNTY,"=""04013""",2-No,4-Title I schoolwide eligible school-No program,"=""0409""",No,2-Middle,5,–,4,1,"=""0""","=""0""",1,2,2,"=""0""","=""0""",5.60,"=""0.89""","=""040243001998""",Compass Center,4263,Creighton Elementary District,*,Math
Arizona,Compass High School  Inc.,"=""0400330""",PIMA COUNTY,"=""04019""",1-Yes,6-Not a Title I school,"=""0402""",No,3-High,489,–,268,221,10,1,218,50,199,4,7,–,–,"=""040033002206""",Compass High School,79467,"Compass High School, Inc.",13,English Language Arts
Arizona,Compass High School  Inc.,"=""0400330""",PIMA COUNTY,"=""04019""",1-Yes,6-Not a Title I school,"=""0402""",No,3-High,489,–,268,221,10,1,218,50,199,4,7,–,–,"=""040033002206""",Compass High School,79467,"Compass High School, Inc.",4,Math
Arizona,Concho Elementary District,"=""0402190""",APACHE COUNTY,"=""04001""",2-No,5-Title I schoolwide school,"=""0401""",Yes under Community Eligibility Option (CEO),1-Primary,145,"=""0""",79,66,5,1,32,"=""0""",95,2,10,13.74,10.55,"=""040219000154""",Concho Elementary School,4160,Concho Elementary District,26,English Language Arts
Arizona,Concho Elementary District,"=""0402190""",APACHE COUNTY,"=""04001""",2-No,5-Title I schoolwide school,"=""0401""",Yes under Community Eligibility Option (CEO),1-Primary,145,"=""0""",79,66,5,1,32,"=""0""",95,2,10,13.74,10.55,"=""040219000154""",Concho Elementary School,4160,Concho Elementary District,32,Math
Arizona,Concordia Charter School  Inc.,"=""0400751""",MARICOPA COUNTY,"=""04013""",1-Yes,6-Not a Title I school,"=""0409""",Yes participating without using any Provision or the CEO,1-Primary,113,107,46,67,5,"=""0""",106,1,1,"=""0""","=""0""",–,–,"=""040075102781""",Concordia Charter School,89556,"Concordia Charter School, Inc.",23,English Language Arts
Arizona,Concordia Charter School  Inc.,"=""0400751""",MARICOPA COUNTY,"=""04013""",1-Yes,6-Not a Title I school,"=""0409""",Yes participating without using any Provision or the CEO,1-Primary,113,107,46,67,5,"=""0""",106,1,1,"=""0""","=""0""",–,–,"=""040075102781""",Concordia Charter School,89556,"Concordia Charter School, Inc.",18,Math
Arizona,Concordia Charter School  Inc.,"=""0400751""",APACHE COUNTY,"=""04001""",1-Yes,6-Not a Title I school,"=""0401""",Yes participating without using any Provision or the CEO,1-Primary,32,21,23,9,31,"=""0""",1,"=""0""","=""0""","=""0""","=""0""",–,–,"=""040075103213""",Concordia Charter School- Navajo Mission,89556,"Concordia Charter School, Inc.",*,English Language Arts
Arizona,Concordia Charter School  Inc.,"=""0400751""",APACHE COUNTY,"=""04001""",1-Yes,6-Not a Title I school,"=""0401""",Yes participating without using any Provision or the CEO,1-Primary,32,21,23,9,31,"=""0""",1,"=""0""","=""0""","=""0""","=""0""",–,–,"=""040075103213""",Concordia Charter School- Navajo Mission,89556,"Concordia Charter School, Inc.",*,Math
Arizona,Congress Elementary District,"=""0402220""",YAVAPAI COUNTY,"=""04025""",2-No,3-Title I schoolwide eligible-Title I targeted assistance program,"=""0404""",Yes participating without using any Provision or the CEO,1-Primary,114,81,63,51,"=""0""",2,44,1,64,"=""0""",3,11.75,9.70,"=""040222002220""",Congress Elementary School,4479,Congress Elementary District,66,English Language Arts
Arizona,Congress Elementary District,"=""0402220""",YAVAPAI COUNTY,"=""04025""",2-No,3-Title I schoolwide eligible-Title I targeted assistance program,"=""0404""",Yes participating without using any Provision or the CEO,1-Primary,114,81,63,51,"=""0""",2,44,1,64,"=""0""",3,11.75,9.70,"=""040222002220""",Congress Elementary School,4479,Congress Elementary District,77,Math
Arizona,Tempe School District,"=""0408310""",MARICOPA COUNTY,"=""04013""",2-No,5-Title I schoolwide school,"=""0409""",Yes participating without using any Provision or the CEO,2-Middle,1058,733,580,478,65,24,517,102,300,8,42,57.50,18.40,"=""040831000768""",Connolly Middle School,4258,Tempe School District,33,English Language Arts
Arizona,Tempe School District,"=""0408310""",MARICOPA COUNTY,"=""04013""",2-No,5-Title I schoolwide school,"=""0409""",Yes participating without using any Provision or the CEO,2-Middle,1058,733,580,478,65,24,517,102,300,8,42,57.50,18.40,"=""040831000768""",Connolly Middle School,4258,Tempe School District,34,Math
Arizona,Deer Valley Unified District,"=""0407750""",MARICOPA COUNTY,"=""04013""",2-No,5-Title I schoolwide school,"=""0406""",Yes participating without using any Provision or the CEO,1-Primary,680,577,359,321,10,4,416,43,191,1,15,44.20,15.38,"=""040775000675""",Constitution Elementary School,4246,Deer Valley Unified District,22,English Language Arts
Arizona,Deer Valley Unified District,"=""0407750""",MARICOPA COUNTY,"=""04013""",2-No,5-Title I schoolwide school,"=""0406""",Yes participating without using any Provision or the CEO,1-Primary,680,577,359,321,10,4,416,43,191,1,15,44.20,15.38,"=""040775000675""",Constitution Elementary School,4246,Deer Valley Unified District,24,Math
Arizona,Continental Elementary District,"=""0402250""",PIMA COUNTY,"=""04019""",2-No,5-Title I schoolwide school,"=""0402""",Yes participating without using any Provision or the CEO,1-Primary,578,221,307,271,6,5,293,10,243,1,20,32.00,18.06,"=""040225000156""",Continental Elementary School,4416,Continental Elementary District,38,English Language Arts
Arizona,Continental Elementary District,"=""0402250""",PIMA COUNTY,"=""04019""",2-No,5-Title I schoolwide school,"=""0402""",Yes participating without using any Provision or the CEO,1-Primary,578,221,307,271,6,5,293,10,243,1,20,32.00,18.06,"=""040225000156""",Continental Elementary School,4416,Continental Elementary District,37,Math
Arizona,Higley Unified School District,"=""0403780""",MARICOPA COUNTY,"=""04013""",1-Yes,–,"=""0405""",Yes participating without using any Provision or the CEO,2-Middle,915,217,479,436,6,40,176,47,611,4,31,39.20,23.34,"=""040378003381""",Cooley Middle School,4248,Higley Unified School District,43,English Language Arts
Arizona,Higley Unified School District,"=""0403780""",MARICOPA COUNTY,"=""04013""",1-Yes,–,"=""0405""",Yes participating without using any Provision or the CEO,2-Middle,915,217,479,436,6,40,176,47,611,4,31,39.20,23.34,"=""040378003381""",Cooley Middle School,4248,Higley Unified School District,51,Math
ARIZONA,Coolidge Unified District,"=""0402320""",PINAL COUNTY,"=""04021""",2-No,5-Title I schoolwide school,"=""0401""",Yes participating without using any Provision or the CEO,4-Other,115,73,59,56,45,1,44,12,13,"=""0""","=""0""",2.92,39.38,"=""040232003449""",Coolidge Alternative Program,4442,Coolidge Unified District,5,English Language Arts
ARIZONA,Coolidge Unified District,"=""0402320""",PINAL COUNTY,"=""04021""",2-No,5-Title I schoolwide school,"=""0401""",Yes participating without using any Provision or the CEO,4-Other,115,73,59,56,45,1,44,12,13,"=""0""","=""0""",2.92,39.38,"=""040232003449""",Coolidge Alternative Program,4442,Coolidge Unified District,<2,Math
Arizona,Coolidge Unified District,"=""0402320""",PINAL COUNTY,"=""04021""",2-No,3-Title I schoolwide eligible-Title I targeted assistance program,"=""0401""",Yes participating without using any Provision or the CEO,3-High,611,409,307,304,116,2,286,55,143,2,7,33.60,18.18,"=""040232000158""",Coolidge High School,4442,Coolidge Unified District,10,English Language Arts
Arizona,Coolidge Unified District,"=""0402320""",PINAL COUNTY,"=""04021""",2-No,3-Title I schoolwide eligible-Title I targeted assistance program,"=""0401""",Yes participating without using any Provision or the CEO,3-High,611,409,307,304,116,2,286,55,143,2,7,33.60,18.18,"=""040232000158""",Coolidge High School,4442,Coolidge Unified District,<2,Math
Arizona,Florence Unified School District,"=""0402920""",PINAL COUNTY,"=""04021""",2-No,5-Title I schoolwide school,"=""0404""",Yes participating without using any Provision or the CEO,1-Primary,765,170,409,356,9,12,228,74,425,5,12,35.50,21.55,"=""040292002436""",Copper Basin,4437,Florence Unified School District,33,English Language Arts
Arizona,Florence Unified School District,"=""0402920""",PINAL COUNTY,"=""04021""",2-No,5-Title I schoolwide school,"=""0404""",Yes participating without using any Provision or the CEO,1-Primary,765,170,409,356,9,12,228,74,425,5,12,35.50,21.55,"=""040292002436""",Copper Basin,4437,Florence Unified School District,43,Math
Arizona,Paradise Valley Unified District,"=""0405930""",MARICOPA COUNTY,"=""04013""",2-No,1-Title I targeted assistance eligible school-No program,"=""0406""",Yes participating without using any Provision or the CEO,1-Primary,718,34,389,329,2,95,51,4,529,2,35,36.50,19.67,"=""040593000276""",Copper Canyon Elementary School,4241,Paradise Valley Unified District,64,English Language Arts
Arizona,Paradise Valley Unified District,"=""0405930""",MARICOPA COUNTY,"=""04013""",2-No,1-Title I targeted assistance eligible school-No program,"=""0406""",Yes participating without using any Provision or the CEO,1-Primary,718,34,389,329,2,95,51,4,529,2,35,36.50,19.67,"=""040593000276""",Copper Canyon Elementary School,4241,Paradise Valley Unified District,60,Math
